RECTYPE,ALPHAIND,LEA,ESTAB,IMD,HLE,URN,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,TSENELSE,PSENELSE,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTREADTA_EXP,PTREADTA_AD,PTMATTA_EXP,PTMATTA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_B,READ_AVERAGE_G,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,READ_AVERAGE_EAL,READ_AVERAGE_MOBN,MAT_AVERAGE_B,MAT_AVERAGE_G,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_EAL,MAT_AVERAGE_MOBN,GPS_AVERAGE_B,GPS_AVERAGE_G,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_EAL,GPS_AVERAGE_MOBN,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELAPK,PSENELSAPK,TSENELE,PSENELE,TSENELK,PSENELK,TSENELST,PSENELST,TSENELSAP,PSENELSAP,SENELN,PSENELN,PTFSM6CLA1A_17,PTNOTFSM6CLA1A_17,PTRWM_EXP_17,PTRWM_HIGH_17,PTRWM_EXP_FSM6CLA1A_17,PTRWM_HIGH_FSM6CLA1A_17,PTRWM_EXP_NotFSM6CLA1A_17,PTRWM_HIGH_NotFSM6CLA1A_17,READPROG_17,READPROG_LOWER_17,READPROG_UPPER_17,WRITPROG_17,WRITPROG_LOWER_17,WRITPROG_UPPER_17,MATPROG_17,MATPROG_LOWER_17,MATPROG_UPPER_17,READ_AVERAGE_17,MAT_AVERAGE_17,PTFSM6CLA1A_16,PTNOTFSM6CLA1A_16,PTRWM_EXP_16,PTRWM_HIGH_16,PTRWM_EXP_FSM6CLA1A_16,PTRWM_HIGH_FSM6CLA1A_16,PTRWM_EXP_NotFSM6CLA1A_16,PTRWM_HIGH_NotFSM6CLA1A_16,READPROG_16,READPROG_LOWER_16,READPROG_UPPER_16,WRITPROG_16,WRITPROG_LOWER_16,WRITPROG_UPPER_16,MATPROG_16,MATPROG_LOWER_16,MATPROG_UPPER_16,READ_AVERAGE_16,MAT_AVERAGE_16,TELIG_3YR,PTRWM_EXP_3YR,PTRWM_HIGH_3YR,READ_AVERAGE_3YR,MAT_AVERAGE_3YR,READPROG_UNADJUSTED,WRITPROG_UNADJUSTED,MATPROG_UNADJUSTED,READPROG_DESCR_16,WRITPROG_DESCR_16,MATPROG_DESCR_16,READPROG_DESCR_17,WRITPROG_DESCR_17,MATPROG_DESCR_17,READPROG_DESCR,WRITPROG_DESCR,MATPROG_DESCR
1,61590,811,2748,5,3,117823,Aldbrough Primary School,Headlands Road,Aldbrough,,Hull,HU11 4RR,0196 4527422,0,,,CY,0,Does not apply,03-Nov,,0,0,138,16,16,8,8,50%,50%,15.4,1,6%,13,81%,2,13%,0,0%,10,63%,6,38%,0,0%,13,81%,0,0%,38%,0%,-2.4,-5.3,0.5,100%,-1.8,-4.6,1,100%,-1.8,-4.5,0.9,100%,69%,6%,0%,101,81%,19%,0%,103,63%,6%,0%,101,69%,0%,31%,0%,81%,0%,81%,0%,69%,0%,25%,50%,SUPP,31%,SUPP,30%,50%,-40,,38%,0%,0%,SUPP,0%,SUPP,0%,0%,-12,,0%,-2.9,-7.1,1.3,-1.8,-6,2.4,SUPP,SUPP,SUPP,-2.4,-5.7,0.9,SUPP,SUPP,SUPP,-1.5,-5.2,2.2,-3.9,-8.7,0.9,-1.8,NA,NA,NA,-2.8,-6.1,0.5,-2,-6,2,-1.6,-5.6,2.4,SUPP,SUPP,SUPP,-2.3,-5.4,0.8,SUPP,SUPP,SUPP,-1.7,-5.3,1.9,-2,-6.6,2.6,-1.9,NA,NA,NA,-2,-5.1,1.1,0,-3.8,3.8,-3.6,-7.4,0.2,SUPP,SUPP,SUPP,-2.5,-5.5,0.5,SUPP,SUPP,SUPP,-3,-6.4,0.4,0.2,-4.1,4.5,-3.3,NA,NA,NA,-1.2,-4.2,1.8,99,104,SUPP,102,SUPP,102,100,,101,101,101,SUPP,101,SUPP,100,103,,102,100,105,SUPP,102,SUPP,102,104,,103,SUPP,69%,SUPP,70%,67%,SUPP,85%,SUPP,80%,83%,SUPP,62%,SUPP,50%,83%,SUPP,69%,SUPP,70%,67%,SUPP,8%,SUPP,10%,0%,SUPP,15%,SUPP,10%,33%,SUPP,0%,SUPP,0%,17%,SUPP,0%,SUPP,0%,0%,16,100%,0,0%,1,6%,0,0%,1,6%,0,0%,0,0%,0,0%,29%,71%,41%,12%,SUPP,SUPP,SUPP,SUPP,-4.7,-7.7,-1.7,-0.4,-3.3,2.5,-2.7,-5.4,0,100,102,33%,67%,33%,0%,SUPP,SUPP,SUPP,SUPP,-2.5,-6.1,1.1,-4,-7.6,-0.4,-4.8,-7.8,-1.8,102,100,45,38%,4%,101,101,-2.4,-1.8,-1.8,3,5,5,5,3,3,3,3,3
1,31062,811,3027,5,2,117824,Barmby-on-the-Marsh Primary School,High Street,Barmby-on-the-Marsh,,Goole,DN14 7HQ,0175 7638336,146416,Barmby-on-the-Marsh Primary School,20181101,CY,0,Does not apply,04-Nov,,0,0,48,7,7,1,6,14%,86%,14.9,1,14%,4,57%,2,29%,0,0%,1,14%,6,86%,0,0%,7,100%,1,14%,86%,29%,0.8,-3.6,5.2,100%,4.8,0.6,9,100%,3.7,-0.3,7.7,100%,86%,29%,0%,108,57%,29%,0%,105,86%,43%,0%,111,86%,57%,0%,0%,86%,0%,86%,0%,86%,0%,SUPP,100%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,86%,SUPP,33%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,29%,SUPP,SUPP,SUPP,3.3,-1.5,8.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.8,-3.6,5.2,SUPP,SUPP,SUPP,7.7,3.1,12.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,4.8,0.6,9,SUPP,SUPP,SUPP,6.7,2.4,11,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3.7,-0.3,7.7,SUPP,108,SUPP,SUPP,SUPP,SUPP,SUPP,,108,SUPP,111,SUPP,SUPP,SUPP,SUPP,SUPP,,111,SUPP,105,SUPP,SUPP,SUPP,SUPP,SUPP,,105,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,100%,0,0%,0,0%,0,0%,0,0%,1,14%,0,0%,0,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,100%,58%,0%,0%,0%,58%,0%,5,1.4,8.6,-0.8,-4.4,2.8,-2.7,-5.7,0.3,110,102,23,65%,9%,109,105,0.8,4.8,3.7,1,3,3,,,,3,1,3
1,6238,811,2914,4,9,117825,Bempton Primary School,School Lane,Bempton,,Bridlington,YO15 1JA,0126 2850508,0,,,CY,0,Does not apply,03-Nov,,0,0,87,15,15,7,8,47%,53%,16.3,1,7%,8,53%,6,40%,0,0%,7,47%,8,53%,0,0%,12,80%,1,7%,73%,0%,-0.6,-3.6,2.4,100%,1.7,-1.2,4.6,100%,-0.7,-3.4,2,100%,93%,20%,0%,104,87%,27%,0%,107,80%,7%,0%,103,87%,27%,13%,0%,93%,0%,80%,0%,73%,0%,71%,75%,SUPP,63%,100%,71%,75%,1,,75%,0%,0%,SUPP,0%,0%,0%,0%,-12,,0%,-0.2,-4.6,4.2,-1,-5.2,3.2,SUPP,SUPP,SUPP,-1.7,-5.9,2.5,-0.8,-5.6,4,1.3,-3.1,5.7,-2.3,-6.5,1.9,1,NA,NA,NA,-0.9,-4.3,2.5,1.1,-3.1,5.3,2.3,-1.7,6.3,SUPP,SUPP,SUPP,0.8,-3.2,4.8,2.8,-1.8,7.4,2.1,-2.1,6.3,1.4,-2.6,5.4,1.9,NA,NA,NA,3.2,0,6.4,0.6,-3.4,4.6,-1.8,-5.6,2,SUPP,SUPP,SUPP,-0.8,-4.6,3,-2,-6.3,2.3,0.2,-3.8,4.2,-1.4,-5.2,2.4,-0.1,NA,NA,NA,-0.5,-3.6,2.6,104,105,SUPP,101,109,105,104,,104,104,103,SUPP,101,107,103,104,,103,105,109,SUPP,104,111,106,108,,108,SUPP,88%,100%,100%,88%,SUPP,75%,100%,86%,88%,SUPP,75%,100%,71%,88%,SUPP,88%,100%,86%,88%,SUPP,0%,50%,14%,25%,SUPP,0%,67%,14%,38%,SUPP,0%,17%,0%,13%,SUPP,0%,67%,14%,38%,15,100%,0,0%,0,0%,0,0%,0,0%,1,7%,0,0%,0,0%,12%,88%,65%,6%,SUPP,SUPP,SUPP,SUPP,-0.8,-3.9,2.3,1.7,-1.3,4.7,-0.1,-2.9,2.7,104,105,23%,77%,31%,0%,SUPP,SUPP,SUPP,SUPP,-5.3,-8.7,-1.9,2.7,-0.7,6.1,-1.5,-4.4,1.4,95,99,45,58%,2%,101,103,-0.6,1.7,-0.7,5,3,3,3,3,3,3,3,3
1,20032,811,3022,2,3,117827,Beverley St Nicholas Community Primary School,Holme Church Lane,,,Beverley,HU17 0QP,0148 2862882,0,,,CY,0,Does not apply,03-Nov,,0,0,336,45,45,24,21,53%,47%,17.8,2,5%,18,41%,24,55%,1,2%,22,49%,23,51%,1,2%,40,89%,2,4%,78%,4%,-2.1,-3.9,-0.3,98%,-1.1,-2.8,0.6,98%,-1.3,-2.9,0.3,98%,84%,31%,0%,105,82%,27%,0%,105,87%,31%,0%,106,91%,22%,7%,0%,98%,0%,87%,0%,89%,0%,67%,90%,SUPP,67%,92%,73%,83%,3,SUPP,78%,4%,5%,SUPP,0%,8%,5%,4%,-7,SUPP,5%,-3.7,-6.1,-1.3,-0.4,-3,2.2,SUPP,SUPP,SUPP,-0.8,-3.6,2,-3.3,-5.7,-0.9,-2,-4.5,0.5,-2.3,-4.8,0.2,-2.3,SUPP,SUPP,SUPP,-2.1,-4,-0.2,-2.3,-4.6,0,0.2,-2.3,2.7,SUPP,SUPP,SUPP,1.1,-1.5,3.7,-2.1,-4.4,0.2,-1.5,-3.9,0.9,-0.8,-3.2,1.6,-1.7,SUPP,SUPP,SUPP,-1.3,-3.1,0.5,-1.6,-3.8,0.6,-1,-3.3,1.3,SUPP,SUPP,SUPP,-0.7,-3.2,1.8,-2,-4.2,0.2,-1.2,-3.5,1.1,-1.4,-3.7,0.9,-1.5,SUPP,SUPP,SUPP,-1.8,-3.5,-0.1,103,108,SUPP,103,108,105,106,SUPP,106,105,106,SUPP,103,108,105,107,SUPP,105,103,107,SUPP,103,108,104,106,SUPP,105,SUPP,83%,92%,77%,91%,SUPP,78%,92%,82%,83%,SUPP,78%,96%,86%,87%,SUPP,89%,100%,86%,96%,SUPP,17%,46%,32%,30%,SUPP,17%,38%,18%,35%,SUPP,11%,46%,27%,35%,SUPP,11%,33%,18%,26%,44,98%,0,0%,1,2%,0,0%,1,2%,2,4%,0,0%,0,0%,30%,70%,62%,19%,45%,18%,69%,19%,-2.5,-4.6,-0.4,-1.2,-3.2,0.8,-0.6,-2.5,1.3,105,107,53%,47%,58%,9%,50%,4%,67%,14%,-2.3,-4.1,-0.5,-1.7,-3.5,0.1,-0.2,-1.8,1.4,102,104,127,66%,10%,104,105,-2.2,-1.1,-1.3,4,3,3,4,3,3,4,3,3
1,22498,811,3510,5,3,117829,Bilton Community Primary School,School Lane,Bilton,,Hull,HU11 4EG,0148 2811342,0,,,CY,0,Does not apply,03-Nov,,0,0,244,36,36,16,20,44%,56%,16.9,1,3%,21,58%,14,39%,0,0%,8,22%,28,78%,0,0%,36,100%,0,0%,67%,14%,-3.5,-5.5,-1.5,100%,0.3,-1.6,2.2,100%,-1.1,-2.9,0.7,100%,75%,19%,0%,105,75%,28%,0%,105,81%,22%,0%,106,83%,39%,8%,0%,86%,0%,83%,0%,86%,0%,56%,75%,SUPP,57%,86%,63%,68%,-7,,67%,6%,20%,SUPP,5%,29%,13%,14%,1,,14%,-5.1,-8,-2.2,-2.3,-4.9,0.3,SUPP,SUPP,SUPP,-3.3,-5.9,-0.7,-3.1,-6.2,0,-4.9,-9.1,-0.7,-3.2,-5.4,-1,-5.2,NA,NA,NA,-3.5,-5.5,-1.5,-1.4,-4.2,1.4,1.6,-0.9,4.1,SUPP,SUPP,SUPP,-0.8,-3.3,1.7,2.8,-0.2,5.8,-1.7,-5.7,2.3,0.8,-1.3,2.9,-1.9,NA,NA,NA,0.3,-1.6,2.2,0.8,-1.9,3.5,-2.6,-5,-0.2,SUPP,SUPP,SUPP,-0.1,-2.4,2.2,-1.7,-4.5,1.1,0.7,-3.1,4.5,-1.6,-3.6,0.4,0.4,NA,NA,NA,-1.1,-2.9,0.7,103,106,SUPP,103,108,103,105,,105,107,106,SUPP,105,109,106,107,,106,103,107,SUPP,102,111,104,106,,105,SUPP,67%,93%,75%,75%,SUPP,62%,100%,63%,79%,SUPP,76%,93%,88%,79%,SUPP,76%,100%,88%,82%,SUPP,10%,36%,13%,21%,SUPP,10%,57%,13%,32%,SUPP,10%,43%,25%,21%,SUPP,14%,79%,13%,46%,36,100%,0,0%,5,14%,0,0%,5,14%,0,0%,0,0%,0,0%,25%,75%,79%,4%,67%,17%,83%,0%,-2,-4.5,0.5,-2,-4.4,0.4,-2.1,-4.4,0.2,107,106,11%,89%,66%,11%,SUPP,SUPP,SUPP,SUPP,-0.9,-2.8,1,-0.4,-2.3,1.5,2.3,0.7,3.9,103,106,104,69%,11%,105,106,-3.7,0.3,-1.4,3,3,2,3,3,3,5,3,3
1,28640,811,3026,6,8,117830,Boynton Primary School,Boynton,,,Bridlington,YO16 4XQ,0126 2677880,0,,,CY,0,Does not apply,04-Nov,,0,0,67,10,10,5,5,50%,50%,15.6,1,10%,7,70%,2,20%,0,0%,2,20%,8,80%,0,0%,10,100%,0,0%,70%,0%,2.2,-1.5,5.9,100%,-0.5,-4.1,3.1,100%,0.6,-2.8,4,100%,80%,20%,0%,106,80%,30%,0%,107,80%,20%,0%,104,80%,10%,10%,0%,90%,0%,80%,0%,70%,0%,SUPP,SUPP,SUPP,71%,SUPP,SUPP,SUPP,SUPP,,70%,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,-2.4,6.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,2.2,-1.5,5.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0.8,-3.4,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.5,-4.1,3.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0.7,-3.3,4.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.6,-2.8,4,SUPP,SUPP,SUPP,105,SUPP,SUPP,SUPP,,106,SUPP,SUPP,SUPP,103,SUPP,SUPP,SUPP,,104,SUPP,SUPP,SUPP,106,SUPP,SUPP,SUPP,,107,SUPP,86%,SUPP,SUPP,SUPP,SUPP,86%,SUPP,SUPP,SUPP,SUPP,86%,SUPP,SUPP,SUPP,SUPP,86%,SUPP,SUPP,SUPP,SUPP,14%,SUPP,SUPP,SUPP,SUPP,14%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,10,100%,0,0%,3,30%,0,0%,3,30%,0,0%,0,0%,0,0%,0%,100%,60%,0%,,,60%,0%,3.4,-0.5,7.3,-2.5,-6.2,1.2,0.3,-3.2,3.8,108,105,17%,83%,33%,0%,SUPP,SUPP,SUPP,SUPP,1,-4,6,-1.9,-6.9,3.1,-1.5,-5.8,2.8,103,101,26,58%,0%,106,103,2.2,-0.5,0.6,3,3,3,3,3,3,3,3,3
1,26456,811,2003,2,2,117831,Brandesburton Primary School,Main Street,Brandesburton,,Driffield,YO25 8RG,0196 4542472,0,,,CY,0,Does not apply,03-Nov,,0,0,172,20,20,13,7,65%,35%,16.4,1,5%,10,50%,9,45%,0,0%,5,25%,15,75%,1,5%,20,100%,1,5%,75%,15%,-1.9,-4.5,0.7,100%,1.1,-1.4,3.6,100%,1.1,-1.3,3.5,100%,75%,20%,0%,105,85%,25%,0%,107,80%,40%,0%,107,80%,40%,15%,0%,80%,0%,75%,0%,80%,0%,77%,71%,SUPP,60%,100%,SUPP,SUPP,SUPP,SUPP,75%,23%,0%,SUPP,0%,33%,SUPP,SUPP,SUPP,SUPP,15%,-2.1,-5.4,1.2,-1.7,-6.1,2.7,SUPP,SUPP,SUPP,-1.3,-5,2.4,-2.4,-6.3,1.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-1.9,-4.5,0.7,3,-0.1,6.1,-2.4,-6.6,1.8,SUPP,SUPP,SUPP,0,-3.6,3.6,2.8,-0.9,6.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1.1,-1.4,3.6,2.3,-0.7,5.3,-1.1,-5.1,2.9,SUPP,SUPP,SUPP,0.6,-2.8,4,1.9,-1.7,5.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1.1,-1.3,3.5,105,104,SUPP,101,108,SUPP,SUPP,SUPP,105,109,104,SUPP,103,112,SUPP,SUPP,SUPP,107,108,106,SUPP,104,111,SUPP,SUPP,SUPP,107,SUPP,60%,100%,SUPP,SUPP,SUPP,80%,100%,SUPP,SUPP,SUPP,70%,100%,SUPP,SUPP,SUPP,70%,100%,SUPP,SUPP,SUPP,10%,33%,SUPP,SUPP,SUPP,10%,44%,SUPP,SUPP,SUPP,10%,78%,SUPP,SUPP,SUPP,10%,78%,SUPP,SUPP,19,95%,0,0%,4,20%,1,5%,4,20%,0,0%,0,0%,0,0%,33%,67%,80%,7%,SUPP,SUPP,SUPP,SUPP,1.6,-1.6,4.8,2.3,-0.8,5.4,3.3,0.5,6.1,106,108,35%,65%,65%,17%,38%,13%,80%,20%,0.1,-2.5,2.7,-0.3,-2.9,2.3,0.6,-1.6,2.8,105,106,58,72%,14%,105,107,-1.9,1.1,1.1,3,3,3,3,3,2,3,3,3
1,26458,811,2733,8,9,117832,Burlington Junior School,Marton Road,,,Bridlington,YO16 7AQ,0126 2674487,0,,,CY,0,Does not apply,07-Nov,,0,0,306,72,75,42,33,56%,44%,15.5,11,15%,44,59%,19,26%,1,1%,33,44%,42,56%,3,4%,70,93%,2,3%,52%,3%,-1.2,-2.6,0.2,99%,-2,-3.3,-0.7,99%,-1.9,-3.1,-0.7,99%,68%,16%,0%,103,69%,25%,0%,103,63%,11%,0%,101,73%,3%,20%,0%,76%,0%,69%,0%,63%,0%,52%,52%,0%,45%,100%,39%,62%,-31,SUPP,54%,2%,3%,0%,0%,11%,3%,2%,-9,SUPP,3%,-1.9,-3.7,-0.1,-0.2,-2.2,1.8,0.9,-2.6,4.4,-1.5,-3.3,0.3,-1.6,-4.3,1.1,-1.8,-3.8,0.2,-0.6,-2.4,1.2,-2.1,SUPP,SUPP,SUPP,-1.2,-2.6,0.2,-2.7,-4.5,-0.9,-1.1,-3.1,0.9,-2.1,-5.5,1.3,-0.9,-2.6,0.8,-4.5,-7.1,-1.9,-2.6,-4.6,-0.6,-1.5,-3.3,0.3,-2.8,SUPP,SUPP,SUPP,-1.7,-3.1,-0.3,-1.1,-2.8,0.6,-2.9,-4.8,-1,-1.1,-4.3,2.1,-2.3,-3.9,-0.7,-1.6,-4,0.8,-1.9,-3.8,0,-1.9,-3.6,-0.2,-2.2,SUPP,SUPP,SUPP,-1.8,-3.1,-0.5,102,103,94,102,110,100,104,SUPP,103,102,100,90,100,109,99,103,SUPP,102,104,102,92,103,112,100,105,SUPP,104,27%,66%,100%,55%,79%,18%,70%,100%,58%,79%,9%,61%,100%,52%,71%,18%,77%,100%,64%,81%,0%,9%,42%,6%,24%,0%,14%,68%,15%,33%,0%,2%,37%,12%,10%,0%,0%,11%,3%,2%,71,95%,1,1%,6,8%,2,3%,6,8%,0,0%,0,0%,0,0%,36%,64%,51%,5%,56%,0%,49%,8%,-2.4,-3.8,-1,-0.6,-2,0.8,-1.7,-3,-0.4,102,103,42%,58%,41%,3%,34%,0%,45%,5%,-2.9,-4.3,-1.5,0.6,-0.8,2,-1.7,-2.9,-0.5,99,101,227,48%,4%,101,102,-1.2,-2.1,-1.9,4,3,4,4,3,4,3,4,4
