RECTYPE,ALPHAIND,LEA,ESTAB,URN,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,TSENELSE,PSENELSE,PTRWM_EXP,PTRWM_HIGH,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTREADTA_EXP,PTREADTA_AD,PTMATTA_EXP,PTMATTA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_B,READ_AVERAGE_G,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,READ_AVERAGE_EAL,READ_AVERAGE_MOBN,MAT_AVERAGE_B,MAT_AVERAGE_G,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_EAL,MAT_AVERAGE_MOBN,GPS_AVERAGE_B,GPS_AVERAGE_G,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_EAL,GPS_AVERAGE_MOBN,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELAPK,PSENELSAPK,TSENELE,PSENELE,TSENELK,PSENELK,TSENELST,PSENELST,TSENELSAP,PSENELSAP,SENELN,PSENELN,PTFSM6CLA1A_16,PTNOTFSM6CLA1A_16,PTRWM_EXP_16,PTRWM_HIGH_16,PTRWM_EXP_FSM6CLA1A_16,PTRWM_EXP_NotFSM6CLA1A_16,PTRWM_HIGH_FSM6CLA1A_16,PTRWM_HIGH_NotFSM6CLA1A_16,READPROG_16,READPROG_LOWER_16,READPROG_UPPER_16,WRITPROG_16,WRITPROG_LOWER_16,WRITPROG_UPPER_16,MATPROG_16,MATPROG_LOWER_16,MATPROG_UPPER_16,READ_AVERAGE_16,MAT_AVERAGE_16,IMD,HLE,URN,WRITPROG,MATPROG,READPROG
1,784,811,2700,117823,Aldbrough Primary School,Headlands Road,Aldbrough,,Hull,HU11 4RR,0196 4527422,0,,,CY,0,Does not apply,03-Nov,R,0,0,135,17,17,9,8,53%,47%,16.4,1,6%,11,65%,5,29%,0,0%,5,29%,12,71%,0,0%,14,82%,0,0%,41%,12%,-7.7,-1.7,100%,-3.3,2.5,100%,-5.4,0,100%,53%,18%,0%,100,76%,24%,0%,104,53%,18%,0%,102,82%,12%,18%,0%,82%,0%,76%,0%,76%,0%,44%,38%,SUPP,18%,SUPP,SUPP,SUPP,SUPP,,50%,22%,0%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,,14%,-3.5,-7.6,0.6,-6.2,-10.5,-1.9,SUPP,SUPP,SUPP,-6.2,-9.9,-2.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-4,-7.3,-0.7,0,-3.9,3.9,-0.8,-5,3.4,SUPP,SUPP,SUPP,-0.2,-3.8,3.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.6,-3.8,2.6,-2.6,-6.3,1.1,-2.7,-6.6,1.2,SUPP,SUPP,SUPP,-4.3,-7.6,-1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2,-4.9,0.9,102,98,SUPP,97,SUPP,SUPP,SUPP,,101,102,102,SUPP,99,SUPP,SUPP,SUPP,,103,105,104,SUPP,102,SUPP,SUPP,SUPP,,105,SUPP,36%,SUPP,SUPP,SUPP,SUPP,73%,SUPP,SUPP,SUPP,SUPP,36%,SUPP,SUPP,SUPP,SUPP,82%,SUPP,SUPP,SUPP,SUPP,9%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,17,100%,0,0%,4,24%,0,0%,4,24%,0,0%,0,0%,0,0%,33%,67%,33%,0%,SUPP,SUPP,SUPP,SUPP,-2.5,-6.1,1.1,-4,-7.6,-0.4,-4.8,-7.8,-1.8,102,100,5,3,117823,-0.4,-2.7,-4.7
1,3378,811,2701,117824,Barmby-on-the-Marsh Primary School,High Street,Barmby-on-the-Marsh,,Goole,DN14 7HQ,0175 7638336,0,,,CY,0,Does not apply,04-Nov,,0,0,60,4,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,100%,58%,0%,0%,58%,0%,0%,5,1.4,8.6,-0.8,-4.4,2.8,-2.7,-5.7,0.3,110,102,5,2,117824,SUPP,SUPP,SUPP
1,4564,811,2702,117825,Bempton Primary School,School Lane,Bempton,,Bridlington,YO15 1JA,0126 2850508,0,,,CY,0,Does not apply,03-Nov,,0,0,106,18,17,6,11,35%,65%,16.5,1,6%,10,63%,5,31%,1,6%,2,12%,15,88%,0,0%,16,94%,0,0%,65%,6%,-3.9,2.3,94%,-1.3,4.7,94%,-2.9,2.7,94%,71%,29%,0%,104,76%,35%,0%,107,71%,24%,0%,105,88%,29%,12%,0%,88%,0%,76%,0%,76%,0%,67%,64%,SUPP,60%,SUPP,SUPP,SUPP,SUPP,,63%,0%,9%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,,6%,SUPP,SUPP,SUPP,-0.7,-4.4,3,SUPP,SUPP,SUPP,-1.6,-5.5,2.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.5,-4.7,1.7,SUPP,SUPP,SUPP,1.7,-1.9,5.3,SUPP,SUPP,SUPP,1.7,-2,5.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.8,-1.3,4.9,SUPP,SUPP,SUPP,-1.8,-5.1,1.5,SUPP,SUPP,SUPP,-1.1,-4.6,2.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0,-2.8,2.8,103,105,SUPP,103,SUPP,SUPP,SUPP,,103,107,103,SUPP,103,SUPP,SUPP,SUPP,,105,106,108,SUPP,106,SUPP,SUPP,SUPP,,107,SUPP,70%,SUPP,SUPP,SUPP,SUPP,80%,SUPP,SUPP,SUPP,SUPP,70%,SUPP,SUPP,SUPP,SUPP,90%,SUPP,SUPP,SUPP,SUPP,20%,SUPP,SUPP,SUPP,SUPP,30%,SUPP,SUPP,SUPP,SUPP,10%,SUPP,SUPP,SUPP,SUPP,20%,SUPP,SUPP,SUPP,17,100%,0,0%,5,29%,0,0%,5,29%,0,0%,0,0%,0,0%,23%,77%,31%,0%,SUPP,SUPP,SUPP,SUPP,-5.3,-8.7,-1.9,2.7,-0.7,6.1,-1.5,-4.4,1.4,95,99,4,9,117825,1.7,-0.1,-0.8
1,4852,811,2704,117827,Beverley St Nicholas Community Primary School,Holme Church Lane,,,Beverley,HU17 0QP,0148 2862882,0,,,CY,0,Does not apply,03-Nov,,0,0,329,36,37,14,23,38%,62%,18,1,3%,13,37%,21,60%,2,5%,11,30%,26,70%,2,5%,34,92%,0,0%,62%,19%,-4.6,-0.4,95%,-3.2,0.8,95%,-2.5,1.3,95%,65%,35%,3%,105,84%,41%,3%,108,76%,35%,3%,107,76%,30%,22%,3%,92%,3%,84%,3%,78%,3%,64%,61%,SUPP,23%,95%,45%,69%,-22,SUPP,65%,21%,17%,SUPP,0%,33%,18%,19%,7,SUPP,21%,-2,-5.4,1.4,-2.7,-5.3,-0.1,SUPP,SUPP,SUPP,-4.7,-8.1,-1.3,-0.8,-3.5,1.9,-1.7,-5.4,2,-2.8,-5.3,-0.3,-2,SUPP,SUPP,SUPP,-2.6,-4.7,-0.5,-2.9,-6.2,0.4,-0.1,-2.6,2.4,SUPP,SUPP,SUPP,-2.4,-5.7,0.9,-0.4,-3,2.2,0.3,-3.3,3.9,-1.8,-4.2,0.6,0.1,SUPP,SUPP,SUPP,-1,-3,1,-0.4,-3.5,2.7,-0.8,-3.2,1.6,SUPP,SUPP,SUPP,-1.5,-4.6,1.6,-0.1,-2.5,2.3,-0.1,-3.4,3.2,-0.9,-3.2,1.4,-0.4,SUPP,SUPP,SUPP,-0.5,-2.4,1.4,105,104,SUPP,97,111,102,106,SUPP,105,107,106,SUPP,100,111,104,108,SUPP,107,108,107,SUPP,101,113,104,109,SUPP,108,SUPP,23%,100%,45%,73%,SUPP,69%,100%,73%,88%,SUPP,54%,95%,73%,77%,SUPP,54%,100%,73%,77%,SUPP,8%,57%,36%,35%,SUPP,8%,67%,36%,42%,SUPP,8%,57%,27%,38%,SUPP,0%,52%,27%,31%,34,92%,1,3%,4,11%,0,0%,4,11%,0,0%,0,0%,0,0%,53%,47%,58%,9%,50%,67%,4%,14%,-2.3,-4.1,-0.5,-1.7,-3.5,0.1,-0.2,-1.8,1.4,102,104,2,3,117827,-1.2,-0.6,-2.5
1,5064,811,2706,117829,Bilton Community Primary School,School Lane,Bilton,,Hull,HU11 4EG,0148 2811342,0,,,CY,0,Does not apply,03-Nov,,0,0,249,25,24,14,10,58%,42%,17.8,0,0%,13,54%,11,46%,0,0%,6,25%,18,75%,1,4%,24,100%,1,4%,79%,4%,-4.5,0.5,100%,-4.4,0.4,100%,-4.4,0.2,100%,96%,17%,0%,107,92%,25%,0%,108,88%,17%,0%,106,83%,25%,13%,0%,88%,0%,88%,0%,83%,0%,79%,80%,,62%,100%,67%,83%,0,SUPP,79%,0%,10%,,0%,9%,17%,0%,6,SUPP,4%,-0.8,-4.1,2.5,-3.7,-7.6,0.2,NA,NA,NA,-1.6,-5,1.8,-2.5,-6.2,1.2,-2.4,-7.4,2.6,-1.9,-4.8,1,-2.7,SUPP,SUPP,SUPP,-2,-4.5,0.5,-3,-6.2,0.2,-0.4,-4.1,3.3,NA,NA,NA,-3.9,-7.2,-0.6,0.4,-3.2,4,-1.1,-5.9,3.7,-2.2,-5,0.6,-1.3,SUPP,SUPP,SUPP,-2,-4.4,0.4,-0.1,-3,2.8,-4.8,-8.3,-1.3,NA,NA,NA,-3.7,-6.8,-0.6,-0.2,-3.5,3.1,0.5,-4,5,-2.9,-5.5,-0.3,0.2,SUPP,SUPP,SUPP,-2.1,-4.4,0.2,107,107,,105,109,106,107,SUPP,107,107,105,,103,110,108,106,SUPP,106,108,109,,105,112,108,108,SUPP,108,,92%,100%,100%,94%,,85%,100%,83%,94%,,77%,100%,67%,94%,,69%,100%,83%,83%,,0%,36%,17%,17%,,0%,55%,33%,22%,,0%,36%,33%,11%,,0%,55%,33%,22%,23,96%,0,0%,0,0%,1,4%,0,0%,0,0%,0,0%,0,0%,11%,89%,66%,11%,SUPP,SUPP,SUPP,SUPP,-0.9,-2.8,1,-0.4,-2.3,1.5,2.3,0.7,3.9,103,106,5,3,117829,-2,-2.1,-2
1,6446,811,2707,117830,Boynton Primary School,Boynton,,,Bridlington,YO16 4XQ,0126 2677880,0,,,CY,0,Does not apply,04-Nov,,0,0,65,10,10,5,5,50%,50%,16.1,2,20%,4,40%,4,40%,0,0%,0,0%,10,100%,1,10%,10,100%,1,10%,60%,0%,-0.5,7.3,100%,-6.2,1.2,100%,-3.2,3.8,100%,80%,60%,0%,108,70%,40%,0%,106,60%,30%,0%,105,70%,0%,30%,0%,70%,0%,70%,0%,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,,60%,,SUPP,60%,SUPP,SUPP,SUPP,SUPP,SUPP,,0%,,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,3.4,-0.5,7.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,-2.5,-6.2,1.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,0.3,-3.2,3.8,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,108,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,105,SUPP,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,106,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,9,90%,0,0%,2,20%,1,10%,2,20%,0,0%,0,0%,0,0%,17%,83%,33%,0%,SUPP,SUPP,SUPP,SUPP,1,-4,6,-1.9,-6.9,3.1,-1.5,-5.8,2.8,103,101,6,8,117830,-2.5,0.3,3.4
1,6730,811,2708,117831,Brandesburton Primary School,Main Street,Brandesburton,,Driffield,YO25 8RG,0196 4542472,0,,,CY,0,Does not apply,03-Nov,,0,0,166,15,15,10,5,67%,33%,16.2,1,7%,10,67%,4,27%,0,0%,5,33%,10,67%,0,0%,15,100%,0,0%,80%,7%,-1.6,4.8,100%,-0.8,5.4,100%,0.5,6.1,100%,100%,20%,0%,106,80%,20%,0%,106,100%,20%,0%,108,80%,40%,20%,0%,87%,0%,93%,0%,87%,0%,90%,SUPP,SUPP,70%,SUPP,SUPP,SUPP,SUPP,,80%,10%,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,,7%,3.3,-0.6,7.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,-2.9,4.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.6,-1.6,4.8,3.7,0,7.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0,-3.7,3.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,2.3,-0.8,5.4,4.1,0.6,7.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2.9,-0.6,6.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3.3,0.5,6.1,108,SUPP,SUPP,104,SUPP,SUPP,SUPP,,106,108,SUPP,SUPP,106,SUPP,SUPP,SUPP,,108,108,SUPP,SUPP,104,SUPP,SUPP,SUPP,,106,SUPP,100%,SUPP,SUPP,SUPP,SUPP,70%,SUPP,SUPP,SUPP,SUPP,100%,SUPP,SUPP,SUPP,SUPP,70%,SUPP,SUPP,SUPP,SUPP,10%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,10%,SUPP,SUPP,SUPP,SUPP,20%,SUPP,SUPP,SUPP,15,100%,0,0%,2,13%,0,0%,2,13%,0,0%,0,0%,0,0%,35%,65%,65%,17%,38%,80%,13%,20%,0.1,-2.5,2.7,-0.3,-2.9,2.3,0.6,-1.6,2.8,105,106,2,2,117831,2.3,3.3,1.6
1,8432,811,2709,117832,Burlington Junior School,Marton Road,,,Bridlington,YO16 7AQ,0126 2674487,0,,,CY,0,Does not apply,07-Nov,,0,0,303,77,76,39,37,51%,49%,16.3,5,7%,46,61%,25,33%,0,0%,27,36%,49,64%,1,1%,71,93%,0,0%,51%,5%,-3.8,-1,99%,-2,0.8,100%,-3,-0.4,100%,66%,14%,1%,102,80%,25%,0%,106,72%,16%,0%,103,70%,22%,30%,0%,71%,0%,86%,0%,72%,0%,59%,43%,SUPP,37%,88%,56%,49%,-11,SUPP,54%,5%,5%,SUPP,0%,16%,0%,8%,-11,SUPP,6%,-1.7,-3.7,0.3,-3.1,-5.1,-1.1,SUPP,SUPP,SUPP,-2.2,-4,-0.4,-3.2,-5.6,-0.8,-1.7,-4,0.6,-2.8,-4.6,-1,-2,SUPP,SUPP,SUPP,-2.4,-3.9,-0.9,-0.9,-2.8,1,-0.3,-2.2,1.6,SUPP,SUPP,SUPP,-1.9,-3.6,-0.2,0.6,-1.8,3,-0.1,-2.4,2.2,-0.9,-2.6,0.8,-0.3,SUPP,SUPP,SUPP,-0.9,-2.3,0.5,-0.8,-2.6,1,-2.5,-4.3,-0.7,SUPP,SUPP,SUPP,-1.1,-2.7,0.5,-3.3,-5.5,-1.1,-1.7,-3.8,0.4,-1.6,-3.2,0,-2,SUPP,SUPP,SUPP,-1.7,-3,-0.4,103,102,SUPP,100,108,102,102,SUPP,103,103,102,SUPP,102,107,102,103,SUPP,103,105,107,SUPP,104,112,107,106,SUPP,106,SUPP,54%,96%,74%,61%,SUPP,76%,100%,89%,76%,SUPP,65%,96%,78%,69%,SUPP,59%,96%,70%,69%,SUPP,4%,36%,11%,16%,SUPP,7%,64%,26%,24%,SUPP,11%,28%,11%,18%,SUPP,7%,56%,22%,22%,75,99%,0,0%,6,8%,0,0%,6,8%,0,0%,0,0%,0,0%,42%,58%,41%,3%,34%,45%,0%,5%,-2.9,-4.3,-1.5,0.6,-0.8,2,-1.7,-2.9,-0.5,99,101,8,9,117832,-0.6,-1.7,-2.4
1,8604,811,2715,117838,Burstwick Community Primary School,Main Street,Burstwick,,Hull,HU12 9EA,0196 4623411,0,,,CY,0,Does not apply,04-Nov,,0,0,129,9,9,2,7,22%,78%,15.6,0,0%,7,88%,1,13%,1,11%,3,33%,6,67%,0,0%,7,78%,0,0%,78%,0%,1.1,9.7,89%,-3,5.4,89%,-6.2,1.6,89%,89%,33%,0%,108,100%,44%,0%,109,78%,0%,0%,101,89%,11%,11%,0%,78%,0%,89%,0%,67%,0%,SUPP,86%,,86%,SUPP,SUPP,SUPP,SUPP,,71%,SUPP,0%,,0%,SUPP,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,5.3,0.7,9.9,NA,NA,NA,5.2,0.6,9.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,5,0,10,SUPP,SUPP,SUPP,0.9,-3.6,5.4,NA,NA,NA,0.3,-4.2,4.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.3,-3.5,6.1,SUPP,SUPP,SUPP,-3.6,-7.8,0.6,NA,NA,NA,-2.3,-6.5,1.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-3.1,-7.6,1.4,SUPP,109,,108,SUPP,SUPP,SUPP,,107,SUPP,100,,101,SUPP,SUPP,SUPP,,100,SUPP,109,,109,SUPP,SUPP,SUPP,,108,,100%,SUPP,SUPP,SUPP,,100%,SUPP,SUPP,SUPP,,86%,SUPP,SUPP,SUPP,,86%,SUPP,SUPP,SUPP,,29%,SUPP,SUPP,SUPP,,43%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,9,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,24%,76%,12%,0%,SUPP,SUPP,SUPP,SUPP,-4.2,-7.3,-1.1,0.9,-2.1,3.9,-6,-8.6,-3.4,97,96,7,7,117838,1.2,-2.3,5.4
