LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,T1718CAT1,T1718CAT2,T1718CAT3,T1718CAT4,T1718CAT5,T1718CAT1LA,T1718CAT2LA,T1718CAT3LA,T1718CAT4LA,T1718CAT5LA,T1819CAT1,T1819CAT2,T1819CAT3,T1819CAT4,T1819CAT5,T1819CAT1LA,T1819CAT2LA,T1819CAT3LA,T1819CAT4LA,T1819CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PT1718CAT1,PT1718CAT2,PT1718CAT3,PT1718CAT4,PT1718CAT5,PT1718CAT1LA,PT1718CAT2LA,PT1718CAT3LA,PT1718CAT4LA,PT1718CAT5LA,PT1819CAT1,PT1819CAT2,PT1819CAT3,PT1819CAT4,PT1819CAT5,PT1819CAT1LA,PT1819CAT2LA,PT1819CAT3LA,PT1819CAT4LA,PT1819CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
811,117853,Non-London,Primary,554,18,Low,"4,081",160,"4,242","2,010",78,"1,117",205,238,175,107,55,161,32,54,104,"4,335","2,837",73,201,58,"3,931","2,853",122,253,72,"4,421","2,977",112,228,56,"4,162","2,911",105,337,67,"4,493",3344,65,240,41,4483,"2,976",114,4331,1173,41,"3,135",82,231,60,"4,340","3,054",115,351,70,"4,641","3,127",78,238,55,"4,335","3,145",111,375,72,"4,922",NA,-33,176,-26,603,96%,4%,46%,2%,26%,5%,6%,4%,3%,1%,4%,1%,1%,3%,72%,2%,5%,1%,100%,NA,NA,NA,NA,NA,71%,3%,3%,3%,100%,NA,NA,NA,NA,NA,75%,1%,5%,1%,100%,NA,NA,NA,NA,NA,72%,2%,5%,1%,100%,NA,NA,NA,NA,NA,72%,2%,5%,1%,100%,NA,NA,NA,NA,NA,0%,0%,0%,0%,0%
811,117854,Non-London,Primary,204,10,Low,"4,374",562,"4,936","2,265",102,787,290,253,433,108,79,236,65,64,137,"4,819","2,603",91,272,78,"3,858","2,853",122,253,72,"4,421","2,585",96,221,73,"3,968","2,911",105,337,67,"4,493",2853,45,227,54,4245,"2,976",114,4412,672,54,"2,812",120,235,69,"4,571","3,054",115,351,70,"4,641","3,052",102,253,79,"4,819","3,145",111,375,72,"4,922",277,76,149,16,582,89%,11%,47%,2%,16%,6%,5%,9%,2%,2%,5%,1%,1%,3%,67%,2%,7%,2%,100%,NA,NA,NA,NA,NA,65%,2%,6%,5%,100%,NA,NA,NA,NA,NA,67%,1%,5%,1%,100%,NA,NA,NA,NA,NA,62%,3%,5%,2%,100%,NA,NA,NA,NA,NA,63%,2%,5%,2%,100%,NA,NA,NA,NA,NA,-4%,0%,-2%,0%,0%
811,117855,Non-London,Primary,186,9,Low,"4,062",127,"4,189","1,974",78,831,185,391,241,99,71,63,46,104,99,"4,179",SUPP,129,392,95,"4,992","2,853",122,253,72,"4,421","2,913",54,345,95,"4,474","2,911",105,337,67,"4,493",3127,106,360,74,4696,"2,976",114,4966,855,74,"3,020",106,403,81,"4,632","3,054",115,351,70,"4,641","2,805",78,391,71,"4,179","3,145",111,375,72,"4,922",422,-146,43,1,378,97%,3%,47%,2%,20%,4%,9%,6%,2%,2%,2%,1%,3%,2%,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,65%,1%,5%,4%,100%,NA,NA,NA,NA,NA,67%,2%,8%,2%,100%,NA,NA,NA,NA,NA,65%,2%,9%,2%,100%,NA,NA,NA,NA,NA,67%,2%,9%,2%,100%,NA,NA,NA,NA,NA,NA,-1%,1%,0%,0%
811,117858,Non-London,Primary,285,11,Low,"3,988",406,"4,394","2,136",83,578,239,280,440,124,62,161,56,96,115,"4,368","2,746",105,230,76,"3,883","2,853",122,253,72,"4,421","2,876",63,214,64,"4,588","2,911",105,337,67,"4,493",3023,80,241,49,4654,"2,976",114,4548,665,49,"2,807",138,256,77,"4,486","3,054",115,351,70,"4,641","2,714",83,280,62,"4,368","3,145",111,375,72,"4,922",NA,-8,78,NA,362,91%,9%,49%,2%,13%,5%,6%,10%,3%,1%,4%,1%,2%,3%,71%,3%,6%,2%,100%,NA,NA,NA,NA,NA,62%,1%,12%,4%,100%,NA,NA,NA,NA,NA,65%,2%,5%,1%,100%,NA,NA,NA,NA,NA,63%,3%,6%,2%,100%,NA,NA,NA,NA,NA,62%,2%,6%,1%,100%,NA,NA,NA,NA,NA,-9%,-1%,0%,-1%,0%
811,117859,Non-London,Primary,91,6,Low,"5,518",395,"5,914","2,625",69,855,406,560,170,480,89,132,145,192,128,"5,850","2,928",28,564,73,"5,140","2,853",122,253,72,"4,421","3,100",129,478,73,"5,497","2,911",105,337,67,"4,493",2897,126,358,78,4938,"2,976",114,4883,804,78,"3,414",129,611,104,"5,750","3,054",115,351,70,"4,641","3,480",69,560,89,"5,850","3,145",111,375,72,"4,922",182,-55,181,-5,556,93%,7%,45%,1%,15%,7%,10%,3%,8%,2%,2%,3%,3%,2%,57%,1%,11%,1%,100%,NA,NA,NA,NA,NA,56%,2%,3%,5%,100%,NA,NA,NA,NA,NA,59%,3%,7%,2%,100%,NA,NA,NA,NA,NA,59%,2%,11%,2%,100%,NA,NA,NA,NA,NA,59%,1%,10%,2%,100%,NA,NA,NA,NA,NA,2%,0%,-1%,1%,0%
811,117860,Non-London,Primary,131,18,Low,"5,415",159,"5,574","2,034",150,"1,335",390,345,298,243,91,236,164,56,134,"5,477","3,336",156,413,100,"5,456","2,853",122,253,72,"4,421","3,299",91,385,102,"5,424","2,911",105,337,67,"4,493",3440,51,346,97,5558,"2,976",114,5736,1315,97,"3,167",32,279,84,"4,918","3,252",173,321,83,"4,939","3,369",150,345,91,"5,477","3,145",111,375,72,"4,922",NA,33,50,4,360,97%,3%,37%,3%,24%,7%,6%,5%,4%,2%,4%,3%,1%,2%,61%,3%,8%,2%,100%,NA,NA,NA,NA,NA,61%,2%,4%,5%,100%,NA,NA,NA,NA,NA,62%,1%,6%,2%,100%,NA,NA,NA,NA,NA,64%,1%,6%,2%,100%,NA,NA,NA,NA,NA,62%,3%,6%,2%,100%,NA,NA,NA,NA,NA,1%,0%,-2%,0%,0%
811,117861,Non-London,Primary,60,16,Low,"7,037",238,"7,275","3,441",158,"1,000",381,420,210,299,86,302,74,233,216,"6,821","3,965",137,383,61,"5,815","2,853",122,253,72,"4,421","4,168",31,414,65,"5,966","2,911",105,337,67,"4,493",3625,112,402,57,5480,"2,976",114,5536,1001,57,"3,768",62,400,67,"5,597","3,054",115,351,70,"4,641","4,441",158,420,86,"6,821","3,145",111,375,72,"4,922",218,70,25,4,644,97%,3%,50%,2%,15%,5%,6%,3%,4%,1%,4%,1%,3%,3%,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,4%,100%,NA,NA,NA,NA,NA,66%,2%,7%,1%,100%,NA,NA,NA,NA,NA,67%,1%,7%,1%,100%,NA,NA,NA,NA,NA,65%,2%,6%,1%,100%,NA,NA,NA,NA,NA,-3%,0%,-1%,0%,0%
811,117862,Non-London,Primary,64,10,Low,"6,674",217,"6,891","2,599",331,"1,035",323,817,148,406,105,199,93,207,334,"6,595","3,031",270,660,68,"5,159","2,853",122,253,72,"4,421","3,064",261,654,60,"5,132","2,911",105,337,67,"4,493",3330,76,696,77,6081,"2,976",114,6114,779,77,"4,010",186,739,79,"7,033","3,054",115,351,70,"4,641","3,634",331,817,105,"6,595","3,145",111,375,72,"4,922",NA,149,154,-11,714,97%,3%,39%,5%,16%,5%,12%,2%,6%,2%,3%,1%,3%,5%,59%,5%,13%,1%,100%,NA,NA,NA,NA,NA,60%,5%,3%,2%,100%,NA,NA,NA,NA,NA,55%,1%,11%,1%,100%,NA,NA,NA,NA,NA,57%,3%,11%,1%,100%,NA,NA,NA,NA,NA,55%,5%,12%,2%,100%,NA,NA,NA,NA,NA,-4%,0%,-1%,1%,0%
811,117864,Non-London,Primary,198,11,Low,"4,600",93,"4,693","2,317",57,"1,003",245,346,172,152,92,110,53,86,127,"4,761","2,933",73,311,43,"4,318","2,853",122,253,72,"4,421","3,097",41,291,46,"4,435","2,911",105,337,67,"4,493",3267,48,318,13,4506,"2,976",114,4444,902,13,"3,087",51,325,44,"4,413","3,054",115,351,70,"4,641","3,320",57,346,92,"4,761","3,145",111,375,72,"4,922",NA,NA,NA,NA,NA,98%,2%,49%,1%,21%,5%,7%,4%,3%,2%,2%,1%,2%,3%,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,4%,100%,NA,NA,NA,NA,NA,73%,1%,7%,0%,100%,NA,NA,NA,NA,NA,70%,1%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,7%,2%,100%,NA,NA,NA,NA,NA,2%,-1%,0%,1%,0%
811,117866,Non-London,Primary,270,3,Low,"3,781",177,"3,959","2,101",133,697,256,239,137,158,43,152,31,71,105,"4,123","2,458",65,224,34,"3,612","2,853",122,253,72,"4,421","2,526",80,226,40,"3,709","2,911",105,337,67,"4,493",2760,104,257,38,4215,"2,976",114,3949,645,38,"2,750",110,234,41,"3,995","3,054",115,351,70,"4,641","2,798",133,239,43,"4,123","3,145",111,375,72,"4,922",66,113,59,4,411,96%,4%,51%,3%,17%,7%,6%,4%,4%,1%,4%,1%,2%,3%,68%,2%,6%,1%,100%,NA,NA,NA,NA,NA,68%,2%,4%,4%,100%,NA,NA,NA,NA,NA,65%,2%,6%,1%,100%,NA,NA,NA,NA,NA,69%,3%,6%,1%,100%,NA,NA,NA,NA,NA,68%,3%,6%,1%,100%,NA,NA,NA,NA,NA,0%,1%,0%,0%,0%
811,117867,Non-London,Primary,110,17,Low,"5,797",91,"5,888","1,792",449,"1,289",537,588,179,185,63,171,97,169,148,"5,669","3,132",131,472,55,"5,002","2,853",122,253,72,"4,421","3,198",20,432,70,"4,846","2,911",105,337,67,"4,493",3070,72,400,44,4800,"2,976",114,5134,1130,44,"3,306",235,481,77,"5,791","3,054",115,351,70,"4,641","3,081",449,588,63,"5,669","3,145",111,375,72,"4,922",NA,-73,59,-5,-524,99%,2%,32%,8%,23%,9%,10%,3%,3%,1%,3%,2%,3%,3%,63%,3%,9%,1%,100%,NA,NA,NA,NA,NA,66%,0%,4%,4%,100%,NA,NA,NA,NA,NA,64%,1%,8%,1%,100%,NA,NA,NA,NA,NA,57%,4%,8%,1%,100%,NA,NA,NA,NA,NA,54%,8%,10%,1%,100%,NA,NA,NA,NA,NA,-9%,5%,1%,0%,0%
811,117868,Non-London,Primary,376,4,Low,"4,006",351,"4,357","2,009",60,935,203,308,150,140,52,152,47,59,128,"4,242","2,402",181,288,56,"3,884","2,853",122,253,72,"4,421","2,543",188,288,35,"3,954","2,911",105,337,67,"4,493",2744,208,308,40,4309,"2,976",114,4215,978,40,"2,768",117,269,46,"3,938","3,054",115,351,70,"4,641","2,944",60,308,52,"4,242","3,145",111,375,72,"4,922",426,-12,34,-2,700,92%,8%,47%,1%,22%,5%,7%,3%,3%,1%,4%,1%,1%,3%,62%,5%,7%,1%,100%,NA,NA,NA,NA,NA,64%,5%,3%,4%,100%,NA,NA,NA,NA,NA,64%,5%,7%,1%,100%,NA,NA,NA,NA,NA,70%,3%,7%,1%,100%,NA,NA,NA,NA,NA,69%,1%,7%,1%,100%,NA,NA,NA,NA,NA,7%,-4%,0%,0%,0%
811,117872,Non-London,Primary,125,10,Low,"5,251",186,"5,437","2,561",190,630,520,410,247,266,133,115,94,79,151,"5,396","2,956",180,254,83,"4,379","2,853",122,253,72,"4,421","3,043",135,208,83,"4,443","2,911",105,337,67,"4,493",2903,108,277,59,4513,"2,976",114,4532,609,59,"2,741",234,313,117,"4,588","3,054",115,351,70,"4,641","3,191",190,410,133,"5,396","3,145",111,375,72,"4,922",NA,22,-25,6,378,97%,3%,48%,4%,12%,10%,8%,5%,5%,2%,2%,2%,2%,3%,68%,4%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,4%,2%,100%,NA,NA,NA,NA,NA,64%,2%,6%,1%,100%,NA,NA,NA,NA,NA,60%,5%,7%,3%,100%,NA,NA,NA,NA,NA,59%,4%,8%,2%,100%,NA,NA,NA,NA,NA,-9%,0%,2%,0%,0%
811,117875,Non-London,Primary,220,21,Medium,"4,762",18,"4,779","2,203",81,979,248,486,198,228,81,144,54,72,118,"4,892","2,778",93,391,75,"4,130","2,853",122,253,72,"4,421","2,866",119,391,61,"4,576","3,181",132,369,69,"4,930",2408,119,340,59,3951,"3,176",126,4197,772,59,"3,044",116,486,81,"4,946","3,054",115,351,70,"4,641","3,182",81,486,81,"4,892","3,326",100,336,68,"4,995",NA,45,-31,-8,-8,100%,0%,45%,2%,20%,5%,10%,4%,5%,2%,3%,1%,2%,3%,67%,2%,9%,2%,100%,NA,NA,NA,NA,NA,63%,3%,7%,3%,100%,NA,NA,NA,NA,NA,61%,3%,9%,1%,100%,NA,NA,NA,NA,NA,62%,2%,10%,2%,100%,NA,NA,NA,NA,NA,65%,2%,10%,2%,100%,NA,NA,NA,NA,NA,-2%,0%,1%,0%,0%
811,117878,Non-London,Primary,135,6,Low,"4,900",68,"4,967","2,313",106,867,255,355,184,170,93,100,183,163,133,"4,922","2,614",134,284,82,"3,939","2,853",122,253,72,"4,421","2,585",259,296,59,"4,166","2,911",105,337,67,"4,493",2875,214,309,67,4514,"2,976",114,4426,743,67,"2,924",85,316,74,"4,224","3,054",115,351,70,"4,641","3,180",106,355,93,"4,922","3,145",111,375,72,"4,922",621,-318,11,15,197,99%,1%,47%,2%,18%,5%,7%,4%,3%,2%,2%,4%,3%,3%,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,62%,6%,4%,3%,100%,NA,NA,NA,NA,NA,64%,5%,7%,1%,100%,NA,NA,NA,NA,NA,69%,2%,7%,2%,100%,NA,NA,NA,NA,NA,65%,2%,7%,2%,100%,NA,NA,NA,NA,NA,-1%,-1%,0%,0%,0%
811,117881,Non-London,Primary,508,4,Low,"3,657",143,"3,800","1,996",52,540,218,250,137,124,43,195,83,113,83,"3,835","2,522",70,186,47,"3,463","2,853",122,253,72,"4,421","2,552",62,206,42,"3,633","2,911",105,337,67,"4,493",2585,97,209,23,3685,"2,976",114,3679,670,23,"2,511",101,232,42,"3,765","3,054",115,351,70,"4,641","2,536",52,250,43,"3,835","3,145",111,375,72,"4,922",NA,-76,46,-20,414,96%,4%,52%,1%,14%,6%,7%,4%,3%,1%,5%,2%,3%,2%,73%,2%,5%,1%,100%,NA,NA,NA,NA,NA,70%,2%,3%,4%,100%,NA,NA,NA,NA,NA,70%,3%,6%,1%,100%,NA,NA,NA,NA,NA,67%,3%,6%,1%,100%,NA,NA,NA,NA,NA,66%,1%,7%,1%,100%,NA,NA,NA,NA,NA,-7%,-1%,2%,0%,0%
811,117882,Non-London,Primary,50,40,High,"7,935",504,"8,439","3,560",333,"1,617",596,556,806,209,123,147,110,285,137,"8,480","4,643",258,548,133,"7,141","3,162",113,289,77,"4,729","4,487",184,442,114,"6,856","3,181",132,369,69,"4,930",4288,112,455,94,6441,"3,176",126,6577,1038,94,NA ,386,727,192,"8,567","3,252",173,321,83,"4,939","5,177",333,556,123,"8,480","3,675",182,487,93,"5,821","1,106",-113,138,9,"1,221",94%,6%,42%,4%,19%,7%,7%,10%,3%,2%,2%,1%,3%,2%,65%,4%,8%,2%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,67%,2%,7%,1%,100%,NA,NA,NA,NA,NA,NA,5%,8%,2%,100%,NA,NA,NA,NA,NA,61%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-4%,0%,-1%,-1%,0%
811,117883,Non-London,Primary,417,4,Low,"3,827",81,"3,908","1,842",111,593,299,271,141,115,52,164,64,117,135,"3,905","2,162",110,190,52,"3,538","2,853",122,253,72,"4,421","2,238",89,193,44,"3,416","2,911",105,337,67,"4,493",2320,135,227,31,3603,"2,976",114,3812,574,31,"2,404",115,259,55,"3,739","3,054",115,351,70,"4,641","2,435",111,271,52,"3,905","3,145",111,375,72,"4,922",-253,-105,-197,17,-968,98%,2%,47%,3%,15%,8%,7%,4%,3%,1%,4%,2%,3%,4%,61%,3%,5%,1%,100%,NA,NA,NA,NA,NA,66%,3%,3%,3%,100%,NA,NA,NA,NA,NA,64%,4%,6%,1%,100%,NA,NA,NA,NA,NA,64%,3%,7%,1%,100%,NA,NA,NA,NA,NA,62%,3%,7%,1%,100%,NA,NA,NA,NA,NA,1%,0%,2%,0%,0%
811,117885,Non-London,Primary,210,14,Low,"4,625",266,"4,891","2,069",116,"1,026",272,332,181,276,48,108,165,173,90,"4,856","2,568",157,278,53,"3,890","2,853",122,253,72,"4,421","2,764",128,295,44,"4,115","2,911",105,337,67,"4,493",2962,176,315,49,4657,"2,976",114,4584,888,49,"3,079",143,326,46,"4,546","3,054",115,351,70,"4,641","3,095",116,332,48,"4,856","3,145",111,375,72,"4,922",NA,NA,NA,NA,NA,95%,5%,43%,2%,21%,6%,7%,4%,6%,1%,2%,3%,4%,2%,66%,4%,7%,1%,100%,NA,NA,NA,NA,NA,67%,3%,3%,3%,100%,NA,NA,NA,NA,NA,64%,4%,7%,1%,100%,NA,NA,NA,NA,NA,68%,3%,7%,1%,100%,NA,NA,NA,NA,NA,64%,2%,7%,1%,100%,NA,NA,NA,NA,NA,-2%,-2%,0%,0%,0%
811,117886,Non-London,Primary,416,15,Low,"4,558",110,"4,668","1,915",32,975,2,976,3,255,0,184,44,65,139,"4,589","2,608",25,883,0,"4,168","2,853",122,253,72,"4,421","2,713",18,916,0,"4,233","2,911",105,337,67,"4,493",2785,46,947,0,4394,"2,976",114,4372,947,0,"2,756",23,961,-   ,"4,400","3,054",115,351,70,"4,641","2,890",32,976,0,"4,589","3,145",111,375,72,"4,922","1,031",-17,115,-1,"1,502",98%,2%,42%,1%,21%,0%,21%,0%,6%,0%,4%,1%,1%,3%,63%,1%,21%,0%,100%,NA,NA,NA,NA,NA,64%,0%,0%,3%,100%,NA,NA,NA,NA,NA,63%,1%,22%,0%,100%,NA,NA,NA,NA,NA,63%,1%,22%,0%,100%,NA,NA,NA,NA,NA,63%,1%,21%,0%,100%,NA,NA,NA,NA,NA,0%,0%,0%,0%,0%
811,117888,Non-London,Primary,400,5,Low,"3,950",89,"4,039","2,065",51,887,148,257,108,99,36,117,41,91,95,"3,996","2,554",104,277,37,"3,644","2,853",122,253,72,"4,421","2,686",63,255,33,"3,681","2,911",105,337,67,"4,493",2917,69,245,23,4004,"2,976",114,3930,810,23,"2,962",67,246,38,"4,028","3,054",115,351,70,"4,641","2,952",51,257,36,"3,996","3,145",111,375,72,"4,922",324,-35,5,7,210,98%,2%,52%,1%,22%,4%,6%,3%,3%,1%,3%,1%,2%,2%,70%,3%,8%,1%,100%,NA,NA,NA,NA,NA,73%,2%,2%,3%,100%,NA,NA,NA,NA,NA,73%,2%,6%,1%,100%,NA,NA,NA,NA,NA,74%,2%,6%,1%,100%,NA,NA,NA,NA,NA,74%,1%,6%,1%,100%,NA,NA,NA,NA,NA,4%,-2%,-2%,0%,0%
811,117889,Non-London,Primary,416,2,Low,"3,837","1,115","4,952","2,568",73,913,209,329,140,179,55,200,58,97,121,"4,941","2,665",126,278,51,"3,907","2,853",122,253,72,"4,421","2,786",127,284,44,"4,085","2,911",105,337,67,"4,493",3009,80,304,36,4297,"2,976",114,4367,817,36,"3,257",74,313,55,"4,637","3,054",115,351,70,"4,641","3,481",73,329,55,"4,941","3,145",111,375,72,"4,922",NA,NA,NA,NA,NA,78%,23%,52%,2%,19%,4%,7%,3%,4%,1%,4%,1%,2%,2%,68%,3%,7%,1%,100%,NA,NA,NA,NA,NA,68%,3%,2%,5%,100%,NA,NA,NA,NA,NA,70%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,7%,1%,100%,NA,NA,NA,NA,NA,2%,-2%,0%,0%,0%
811,117891,Non-London,Primary,347,3,Low,"3,906",398,"4,305","1,908",60,739,239,307,144,188,34,218,125,43,132,"4,136","2,334",253,302,52,"4,063","2,853",122,253,72,"4,421","2,401",130,364,46,"4,071","2,911",105,337,67,"4,493",2581,74,347,34,4196,"2,976",114,4138,645,34,"2,305",150,313,49,"3,947","3,054",115,351,70,"4,641","2,647",60,307,34,"4,136","3,145",111,375,72,"4,922",205,-3,91,-9,634,91%,9%,46%,1%,18%,6%,7%,3%,4%,1%,5%,3%,1%,3%,57%,6%,7%,1%,100%,NA,NA,NA,NA,NA,59%,3%,3%,4%,100%,NA,NA,NA,NA,NA,62%,2%,8%,1%,100%,NA,NA,NA,NA,NA,58%,4%,8%,1%,100%,NA,NA,NA,NA,NA,64%,1%,7%,1%,100%,NA,NA,NA,NA,NA,7%,-5%,0%,0%,0%
811,117892,Non-London,Primary,101,9,Low,"5,089",116,"5,206","1,986",225,"1,066",254,541,339,115,112,288,123,118,209,"5,375",SUPP,-59,456,89,"4,531","2,853",122,253,72,"4,421",SUPP,96,470,86,"4,946","2,911",105,337,67,"4,493",2928,423,487,50,5120,"2,976",114,4932,940,50,"3,033",470,568,139,"5,619","3,054",115,351,70,"4,641","3,052",225,541,112,"5,375","3,145",111,375,72,"4,922",606,-20,77,1,555,98%,2%,37%,4%,20%,5%,10%,7%,2%,2%,6%,2%,2%,4%,SUPP,-1%,10%,2%,100%,NA,NA,NA,NA,NA,58%,2%,5%,4%,100%,NA,NA,NA,NA,NA,57%,8%,10%,1%,100%,NA,NA,NA,NA,NA,54%,8%,10%,2%,100%,NA,NA,NA,NA,NA,57%,4%,10%,2%,100%,NA,NA,NA,NA,NA,NA,5%,0%,0%,0%
811,117893,Non-London,Primary,55,13,Low,"6,285",123,"6,408","2,589",115,812,443,754,154,205,125,216,362,69,148,"5,993","3,716",143,506,106,"5,539","2,853",122,253,72,"4,421","4,705",131,663,123,"6,965","2,911",105,337,67,"4,493",3687,292,747,90,6287,"2,976",114,6424,851,90,"4,283",303,753,128,"7,057","3,054",115,351,70,"4,641","3,401",115,754,125,"5,993","3,145",111,375,72,"4,922",7,76,82,3,554,98%,2%,43%,2%,14%,7%,12%,2%,3%,2%,3%,6%,1%,2%,67%,3%,9%,2%,100%,NA,NA,NA,NA,NA,67%,2%,2%,3%,100%,NA,NA,NA,NA,NA,59%,5%,12%,1%,100%,NA,NA,NA,NA,NA,61%,4%,11%,2%,100%,NA,NA,NA,NA,NA,57%,2%,13%,2%,100%,NA,NA,NA,NA,NA,-10%,-1%,4%,0%,0%
811,117894,Non-London,Primary,333,7,Low,"4,119",311,"4,431","2,277",79,899,170,251,180,124,45,154,42,57,95,"4,374","2,660",48,213,37,"3,718","2,853",122,253,72,"4,421","2,821",83,225,51,"3,969","2,911",105,337,67,"4,493",2834,72,210,36,3921,"2,976",114,3987,819,36,"2,945",47,230,42,"4,047","3,054",115,351,70,"4,641","3,176",79,251,45,"4,374","3,145",111,375,72,"4,922",NA,-32,141,1,"1,036",93%,7%,52%,2%,21%,4%,6%,4%,3%,1%,4%,1%,1%,2%,72%,1%,6%,1%,100%,NA,NA,NA,NA,NA,71%,2%,4%,4%,100%,NA,NA,NA,NA,NA,72%,2%,5%,1%,100%,NA,NA,NA,NA,NA,73%,1%,6%,1%,100%,NA,NA,NA,NA,NA,73%,2%,6%,1%,100%,NA,NA,NA,NA,NA,1%,1%,0%,0%,0%
811,117909,Non-London,Primary,237,42,High,"6,193",27,"6,220","2,294",57,"1,873",14,"1,044",-1,114,0,256,122,129,153,"6,053","3,866",52,856,0,"5,614","3,661",78,244,105,"5,523","3,999",76,"1,020",0,"6,183","3,690",97,694,86,"5,737",3813,62,951,0,5582,"3,521",131,5669,1638,0,"3,939",58,"1,042",-   ,"5,737","3,442",208,676,123,"5,737","4,167",57,"1,044",0,"6,053","3,675",182,487,93,"5,821",NA,NA,NA,NA,NA,100%,0%,38%,1%,31%,0%,17%,0%,2%,0%,4%,2%,2%,3%,69%,1%,15%,0%,100%,NA,NA,NA,NA,NA,65%,1%,0%,5%,100%,NA,NA,NA,NA,NA,68%,1%,17%,0%,100%,NA,NA,NA,NA,NA,69%,1%,18%,0%,100%,NA,NA,NA,NA,NA,69%,1%,17%,0%,100%,NA,NA,NA,NA,NA,0%,0%,2%,0%,0%
811,117911,Non-London,Primary,398,10,Low,"4,165",296,"4,461","1,792",125,945,261,267,350,42,63,215,47,111,166,"4,383","2,681",69,209,54,"3,826","2,853",122,253,72,"4,421","2,770",33,216,51,"4,072","2,911",105,337,67,"4,493",2895,76,235,37,4232,"2,976",114,4355,897,37,"2,732",153,270,71,"4,327","3,054",115,351,70,"4,641","2,737",125,267,63,"4,383","3,145",111,375,72,"4,922",NA,NA,NA,NA,NA,93%,7%,41%,3%,22%,6%,6%,8%,1%,1%,5%,1%,3%,4%,70%,2%,5%,1%,100%,NA,NA,NA,NA,NA,68%,1%,5%,4%,100%,NA,NA,NA,NA,NA,68%,2%,6%,1%,100%,NA,NA,NA,NA,NA,63%,4%,6%,2%,100%,NA,NA,NA,NA,NA,62%,3%,6%,1%,100%,NA,NA,NA,NA,NA,-8%,1%,1%,0%,0%
811,117912,Non-London,Primary,240,9,Low,"4,553",114,"4,667","2,167",75,894,299,261,256,206,61,91,68,76,143,"4,595","2,711",58,219,53,"3,793","2,853",122,253,72,"4,421","3,085",65,245,53,"4,482","2,911",105,337,67,"4,493",3135,138,258,38,4564,"2,976",114,4322,1074,38,"3,338",75,276,60,"4,778","3,054",115,351,70,"4,641","3,061",75,261,61,"4,595","3,145",111,375,72,"4,922",851,-54,143,6,"1,123",98%,2%,47%,2%,20%,6%,6%,6%,4%,1%,2%,2%,2%,3%,71%,2%,6%,1%,100%,NA,NA,NA,NA,NA,69%,1%,6%,2%,100%,NA,NA,NA,NA,NA,69%,3%,6%,1%,100%,NA,NA,NA,NA,NA,70%,2%,6%,1%,100%,NA,NA,NA,NA,NA,67%,2%,6%,1%,100%,NA,NA,NA,NA,NA,-4%,0%,0%,0%,0%
