LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,T1718CAT1,T1718CAT2,T1718CAT3,T1718CAT4,T1718CAT5,T1718CAT1LA,T1718CAT2LA,T1718CAT3LA,T1718CAT4LA,T1718CAT5LA,T1819CAT1,T1819CAT2,T1819CAT3,T1819CAT4,T1819CAT5,T1819CAT1LA,T1819CAT2LA,T1819CAT3LA,T1819CAT4LA,T1819CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PT1718CAT1,PT1718CAT2,PT1718CAT3,PT1718CAT4,PT1718CAT5,PT1718CAT1LA,PT1718CAT2LA,PT1718CAT3LA,PT1718CAT4LA,PT1718CAT5LA,PT1819CAT1,PT1819CAT2,PT1819CAT3,PT1819CAT4,PT1819CAT5,PT1819CAT1LA,PT1819CAT2LA,PT1819CAT3LA,PT1819CAT4LA,PT1819CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
811,117824,Non-London,Primary,49,2,Low,"6,756",225,"6,981","2,901",118,"1,345",365,888,165,541,74,228,107,298,145,"7,174",SUPP,302,747,SUPP,"6,119","2,853",122,253,72,"4,421",SUPP,199,548,50,"5,984","2,911",105,337,67,"4,493",3198,248,606,46,5931,"2,976",114,6130,938,46,"4,353",229,849,71,"7,366","3,054",115,351,70,"4,641","4,246",118,888,74,"7,174","3,145",111,375,72,"4,922",NA,-52,22,-12,381,97%,3%,40%,2%,19%,5%,13%,2%,8%,1%,3%,2%,4%,2%,SUPP,5%,12%,SUPP,100%,NA,NA,NA,NA,NA,53%,3%,2%,5%,100%,NA,NA,NA,NA,NA,54%,4%,10%,1%,100%,NA,NA,NA,NA,NA,59%,3%,12%,1%,100%,NA,NA,NA,NA,NA,59%,2%,12%,1%,100%,NA,NA,NA,NA,NA,NA,-3%,0%,NA,0%
811,117825,Non-London,Primary,83,18,Low,"6,256",126,"6,382","2,618",39,"1,137",375,687,173,222,87,111,57,45,288,"5,839",SUPP,48,429,65,"4,753","2,853",122,253,72,"4,421","3,175",51,477,62,"5,173","2,911",105,337,67,"4,493",3204,261,475,51,5144,"2,976",114,5205,1151,51,"4,392",23,687,87,"6,617","3,054",115,351,70,"4,641","3,755",39,687,87,"5,839","3,145",111,375,72,"4,922",NA,34,185,-37,"1,154",98%,2%,45%,1%,20%,6%,11%,3%,4%,1%,2%,1%,1%,5%,SUPP,1%,9%,1%,100%,NA,NA,NA,NA,NA,61%,1%,3%,3%,100%,NA,NA,NA,NA,NA,62%,5%,9%,1%,100%,NA,NA,NA,NA,NA,66%,0%,10%,1%,100%,NA,NA,NA,NA,NA,64%,1%,12%,1%,100%,NA,NA,NA,NA,NA,NA,0%,3%,0%,0%
811,117827,Non-London,Primary,328,29,Medium,"4,749",103,"4,852","2,135",164,810,244,336,263,167,64,159,34,55,245,"4,675","2,770",216,322,80,"4,407","3,162",113,289,77,"4,729","2,760",145,318,70,"4,364","3,181",132,369,69,"4,930",2751,132,317,62,4281,"3,176",126,4175,816,62,"2,817",207,312,83,"4,430","3,252",173,321,83,"4,939","2,945",164,336,64,"4,675","3,326",100,336,68,"4,995",NA,13,83,-2,739,98%,2%,46%,3%,17%,5%,7%,5%,3%,1%,3%,1%,1%,5%,63%,5%,7%,2%,100%,NA,NA,NA,NA,NA,64%,3%,6%,4%,100%,NA,NA,NA,NA,NA,64%,3%,7%,1%,100%,NA,NA,NA,NA,NA,64%,5%,7%,2%,100%,NA,NA,NA,NA,NA,63%,4%,7%,1%,100%,NA,NA,NA,NA,NA,0%,-1%,0%,-1%,0%
811,117829,Non-London,Primary,224,4,Low,"4,714",176,"4,890","2,049",152,780,385,388,161,293,83,153,34,110,137,"4,723","2,532",230,270,76,"4,060","2,853",122,253,72,"4,421","2,765",118,327,83,"4,426","2,911",105,337,67,"4,493",2435,107,315,62,3826,"2,976",114,3992,743,62,"2,775",160,385,79,"4,622","3,054",115,351,70,"4,641","2,829",152,388,83,"4,723","3,145",111,375,72,"4,922",NA,-11,69,-3,390,96%,4%,43%,3%,17%,8%,8%,3%,6%,2%,3%,1%,2%,3%,62%,6%,7%,2%,100%,NA,NA,NA,NA,NA,62%,3%,3%,4%,100%,NA,NA,NA,NA,NA,64%,3%,8%,2%,100%,NA,NA,NA,NA,NA,60%,3%,8%,2%,100%,NA,NA,NA,NA,NA,60%,3%,8%,2%,100%,NA,NA,NA,NA,NA,-2%,-3%,1%,0%,0%
811,117830,Non-London,Primary,65,11,Low,"6,203",136,"6,339","2,052",382,"1,489",318,568,303,68,93,365,102,88,123,"5,950",SUPP,82,503,101,"5,910","2,853",122,253,72,"4,421","3,686",38,472,68,"5,757","2,911",105,337,67,"4,493",4071,60,497,85,6136,"2,976",114,6080,1426,85,"3,952",130,493,87,"5,936","3,054",115,351,70,"4,641","3,541",382,568,93,"5,950","3,145",111,375,72,"4,922",NA,-17,187,22,576,98%,2%,35%,6%,25%,5%,9%,5%,1%,2%,6%,2%,1%,2%,SUPP,1%,9%,2%,100%,NA,NA,NA,NA,NA,64%,1%,4%,10%,100%,NA,NA,NA,NA,NA,66%,1%,8%,1%,100%,NA,NA,NA,NA,NA,67%,2%,8%,1%,100%,NA,NA,NA,NA,NA,60%,6%,10%,2%,100%,NA,NA,NA,NA,NA,NA,5%,1%,0%,0%
811,117831,Non-London,Primary,161,5,Low,"4,425",105,"4,530","2,462",38,688,269,398,179,150,99,110,57,52,149,"4,652","3,151",46,381,77,"4,468","2,853",122,253,72,"4,421","2,931",76,371,71,"4,378","2,911",105,337,67,"4,493",2840,80,346,67,4195,"2,976",114,4227,693,67,"3,097",41,385,83,"4,652","3,054",115,351,70,"4,641","3,150",38,398,99,"4,652","3,145",111,375,72,"4,922",37,5,51,-40,53,98%,2%,53%,1%,15%,6%,9%,4%,3%,2%,2%,1%,1%,3%,71%,1%,9%,2%,100%,NA,NA,NA,NA,NA,67%,2%,3%,3%,100%,NA,NA,NA,NA,NA,68%,2%,8%,2%,100%,NA,NA,NA,NA,NA,67%,1%,8%,2%,100%,NA,NA,NA,NA,NA,68%,1%,9%,2%,100%,NA,NA,NA,NA,NA,-3%,0%,0%,0%,0%
811,117832,Non-London,Primary,323,36,High,"4,729",100,"4,829","2,083",181,"1,024",250,315,85,232,60,192,53,239,106,"4,822","2,627",92,279,70,"4,236","3,162",113,289,77,"4,729","2,873",95,311,68,"4,391","3,181",132,369,69,"4,930",3078,145,361,45,4923,"3,176",126,4514,872,45,"2,924",173,321,78,"4,676","3,252",173,321,83,"4,939","3,107",181,315,60,"4,822","3,675",182,487,93,"5,821",-286,6,261,-1,96,98%,2%,43%,4%,21%,5%,7%,2%,5%,1%,4%,1%,5%,2%,62%,2%,7%,2%,100%,NA,NA,NA,NA,NA,65%,2%,1%,4%,100%,NA,NA,NA,NA,NA,63%,3%,7%,1%,100%,NA,NA,NA,NA,NA,63%,4%,7%,2%,100%,NA,NA,NA,NA,NA,64%,4%,7%,1%,100%,NA,NA,NA,NA,NA,2%,2%,0%,-1%,0%
811,117833,Non-London,Primary,233,39,High,"5,360",66,"5,426","2,404",175,942,316,418,319,274,64,70,43,115,150,"5,288","3,049",211,325,51,"4,677","3,162",113,289,77,"4,729","3,135",187,346,56,"4,815","3,181",132,369,69,"4,930",3149,189,355,45,4776,"3,176",126,4961,874,45,"3,183",206,389,55,"5,038","3,252",173,321,83,"4,939","3,346",175,418,64,"5,288","3,675",182,487,93,"5,821",NA,256,80,NA,289,99%,1%,46%,3%,18%,6%,8%,6%,5%,1%,1%,1%,2%,3%,65%,5%,7%,1%,100%,NA,NA,NA,NA,NA,66%,4%,6%,1%,100%,NA,NA,NA,NA,NA,66%,4%,7%,1%,100%,NA,NA,NA,NA,NA,63%,4%,8%,1%,100%,NA,NA,NA,NA,NA,63%,3%,8%,1%,100%,NA,NA,NA,NA,NA,-2%,-2%,1%,0%,0%
811,117838,Non-London,Primary,146,10,Low,"4,445",46,"4,491","1,803",42,947,257,377,99,194,23,123,63,187,105,"4,219","2,943",108,378,82,"4,573","2,853",122,253,72,"4,421","2,737",104,384,37,"4,250","2,911",105,337,67,"4,493",2976,163,388,59,4642,"2,976",114,4647,964,59,"2,890",128,360,63,"4,502","3,054",115,351,70,"4,641","2,750",42,377,23,"4,219","3,145",111,375,72,"4,922",124,11,102,4,174,99%,1%,43%,1%,22%,6%,8%,2%,4%,1%,3%,1%,4%,2%,64%,2%,8%,2%,100%,NA,NA,NA,NA,NA,65%,2%,4%,3%,100%,NA,NA,NA,NA,NA,64%,4%,8%,1%,100%,NA,NA,NA,NA,NA,64%,3%,8%,1%,100%,NA,NA,NA,NA,NA,65%,1%,9%,1%,100%,NA,NA,NA,NA,NA,1%,-1%,1%,-1%,0%
811,117839,Non-London,Primary,81,9,Low,"5,503",199,"5,702","2,543",162,"1,012",419,408,107,285,127,173,150,207,82,"5,676","3,167",115,365,103,"4,882","2,853",122,253,72,"4,421","3,885",483,470,145,"6,376","2,911",105,337,67,"4,493",3007,587,421,134,5366,"2,976",114,5227,942,134,"2,789",280,419,125,"5,086","3,054",115,351,70,"4,641","3,555",162,408,127,"5,676","3,145",111,375,72,"4,922","1,111",-184,243,16,"1,599",97%,3%,45%,3%,18%,7%,7%,2%,5%,2%,3%,3%,4%,1%,65%,2%,7%,2%,100%,NA,NA,NA,NA,NA,61%,8%,4%,2%,100%,NA,NA,NA,NA,NA,56%,11%,8%,3%,100%,NA,NA,NA,NA,NA,55%,5%,8%,2%,100%,NA,NA,NA,NA,NA,63%,3%,7%,2%,100%,NA,NA,NA,NA,NA,-2%,1%,0%,0%,0%
811,117840,Non-London,Primary,497,22,Medium,"4,010",162,"4,172","2,065",106,910,219,254,61,104,68,177,44,72,103,"4,181","2,613",166,244,76,"3,770","2,853",122,253,72,"4,421","2,657",119,231,56,"3,845","2,911",105,337,67,"4,493",2787,89,252,40,4019,"2,976",114,3941,775,40,"2,804",112,252,81,"4,103","3,054",115,351,70,"4,641","2,975",106,254,68,"4,181","3,326",100,336,68,"4,995",NA,91,118,21,"1,736",96%,4%,49%,3%,22%,5%,6%,2%,3%,2%,4%,1%,2%,3%,69%,4%,6%,2%,100%,NA,NA,NA,NA,NA,69%,3%,0%,5%,100%,NA,NA,NA,NA,NA,69%,2%,6%,1%,100%,NA,NA,NA,NA,NA,68%,3%,6%,2%,100%,NA,NA,NA,NA,NA,71%,3%,6%,2%,100%,NA,NA,NA,NA,NA,2%,-1%,0%,0%,0%
811,117841,Non-London,Primary,101,2,Low,"5,481",72,"5,553","2,903",67,732,320,336,169,165,93,72,40,132,178,"5,208","3,035",121,362,82,"4,645","2,853",122,253,72,"4,421","3,181",107,350,66,"4,825","2,911",105,337,67,"4,493",3541,175,399,78,5337,"2,976",114,5099,683,78,"3,165",68,351,71,"4,646","3,054",115,351,70,"4,641","3,635",67,336,93,"5,208","3,145",111,375,72,"4,922",269,-105,72,9,294,99%,1%,56%,1%,14%,6%,6%,3%,3%,2%,1%,1%,2%,3%,65%,3%,8%,2%,100%,NA,NA,NA,NA,NA,66%,2%,5%,1%,100%,NA,NA,NA,NA,NA,66%,3%,7%,1%,100%,NA,NA,NA,NA,NA,68%,1%,8%,2%,100%,NA,NA,NA,NA,NA,70%,1%,6%,2%,100%,NA,NA,NA,NA,NA,5%,-2%,-2%,0%,0%
811,117842,Non-London,Primary,376,7,Low,"4,290",109,"4,399","2,292",91,647,303,335,133,92,71,109,88,107,123,"4,391","2,392",44,259,62,"3,477","2,853",122,253,72,"4,421","2,520",69,263,66,"3,682","2,911",105,337,67,"4,493",2561,66,275,49,3762,"2,976",114,3765,608,49,"2,693",62,296,67,"3,933","3,054",115,351,70,"4,641","2,939",91,335,71,"4,391","3,145",111,375,72,"4,922",330,-6,30,5,394,98%,2%,52%,2%,15%,7%,8%,3%,2%,2%,3%,2%,2%,3%,69%,1%,7%,2%,100%,NA,NA,NA,NA,NA,68%,2%,2%,2%,100%,NA,NA,NA,NA,NA,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,68%,2%,8%,2%,100%,NA,NA,NA,NA,NA,67%,2%,8%,2%,100%,NA,NA,NA,NA,NA,-2%,1%,1%,0%,0%
811,117851,Non-London,Primary,187,18,Low,"4,559",91,"4,650","2,028",211,728,334,364,179,124,81,182,39,76,132,"4,479","2,725",147,309,98,"4,434","2,853",122,253,72,"4,421","2,647",313,305,105,"4,677","2,911",105,337,67,"4,493",2893,222,360,108,4881,"2,976",114,4540,742,108,"2,942",133,299,108,"4,519","3,054",115,351,70,"4,641","2,756",211,364,81,"4,479","3,145",111,375,72,"4,922",-235,-160,51,-2,-474,98%,2%,45%,5%,16%,7%,8%,4%,3%,2%,4%,1%,2%,3%,61%,3%,7%,2%,100%,NA,NA,NA,NA,NA,57%,7%,4%,4%,100%,NA,NA,NA,NA,NA,59%,5%,7%,2%,100%,NA,NA,NA,NA,NA,65%,3%,7%,2%,100%,NA,NA,NA,NA,NA,62%,5%,8%,2%,100%,NA,NA,NA,NA,NA,1%,2%,1%,0%,0%
811,117852,Non-London,Primary,236,10,Low,"4,489",243,"4,732","2,274",163,754,290,342,192,162,78,118,73,83,145,"4,676","2,631",73,298,72,"3,839","2,853",122,253,72,"4,421","2,588",82,292,63,"3,907","2,911",105,337,67,"4,493",2479,116,260,57,3742,"2,976",114,3740,570,57,"2,913",247,323,76,"4,623","3,054",115,351,70,"4,641","3,028",163,342,78,"4,676","3,145",111,375,72,"4,922",416,-61,38,-10,492,95%,5%,49%,3%,16%,6%,7%,4%,3%,2%,3%,2%,2%,3%,69%,2%,8%,2%,100%,NA,NA,NA,NA,NA,67%,2%,3%,3%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,63%,5%,7%,2%,100%,NA,NA,NA,NA,NA,65%,3%,7%,2%,100%,NA,NA,NA,NA,NA,-4%,1%,-1%,0%,0%
