RECTYPE,ALPHAIND,LEA,ESTAB,URN,IMD,HLE,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,TSENELSE,PSENELSE,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTREADTA_EXP,PTREADTA_AD,PTMATTA_EXP,PTMATTA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELAPK,PSENELSAPK,TSENELE,PSENELE,TSENELK,PSENELK,TSENELST,PSENELST,TSENELSAP,PSENELSAP,SENELN,PSENELN
1,15370,811,2719,117840,2,2,Driffield Junior School,Bridlington Road,,,Driffield,YO25 5HN,0137 7253371,0,,,CY,0,Does not apply,07-Nov,,0,0,471,111,112,60,52,54%,46%,16.4,5,5%,74,67%,32,29%,1,1%,30,27%,82,73%,5,4%,104,93%,2,2%,53%,4%,-2.8,-4,-1.6,98%,0.1,-1.1,1.3,99%,-0.7,-1.7,0.3,99%,58%,13%,0%,101,71%,17%,0%,103,76%,20%,0%,103,82%,14%,17%,0%,97%,0%,85%,0%,81%,0%,45%,62%,SUPP,42%,88%,33%,60%,-27,SUPP,55%,5%,4%,SUPP,0%,16%,7%,4%,0,SUPP,4%,-3.9,-5.5,-2.3,-1.5,-3.2,0.2,SUPP,SUPP,SUPP,-3.4,-4.8,-2,-1,-3.2,1.2,-4.6,-6.9,-2.3,-2.2,-3.6,-0.8,-4.9,SUPP,SUPP,SUPP,-2.9,-4.1,-1.7,-0.9,-2.5,0.7,1.2,-0.5,2.9,SUPP,SUPP,SUPP,-0.1,-1.5,1.3,0.8,-1.4,3,-1.5,-3.8,0.8,0.6,-0.8,2,-1.6,SUPP,SUPP,SUPP,0,-1.2,1.2,-0.4,-1.8,1,-1.2,-2.7,0.3,SUPP,SUPP,SUPP,-1.3,-2.5,-0.1,0.8,-1,2.6,-1.8,-3.7,0.1,-0.4,-1.6,0.8,-2,SUPP,SUPP,SUPP,-0.7,-1.7,0.3,SUPP,98,108,98,102,SUPP,101,110,101,104,SUPP,101,110,100,104,SUPP,50%,88%,43%,63%,SUPP,65%,97%,50%,79%,SUPP,70%,100%,60%,82%,SUPP,80%,100%,63%,89%,SUPP,1%,44%,10%,15%,SUPP,5%,47%,10%,20%,SUPP,0%,69%,13%,22%,SUPP,3%,44%,10%,16%,107,96%,0,0%,17,15%,0,0%,17,15%,2,2%,0,0%,0,0%
1,16096,811,2720,117841,4,4,Eastrington Primary School,Portington Road,Eastrington,,Goole,DN14 7QE,0143 0410219,0,,,CY,0,Does not apply,04-Nov,,0,0,97,11,11,4,7,36%,64%,17,0,0%,7,64%,4,36%,0,0%,0,0%,11,100%,0,0%,10,91%,0,0%,73%,36%,2.6,-1.1,6.3,100%,3.5,-0.2,7.2,100%,2.1,-1.1,5.3,100%,91%,55%,0%,108,91%,45%,0%,108,73%,36%,0%,107,82%,64%,18%,0%,100%,0%,82%,0%,73%,0%,SUPP,71%,,57%,SUPP,0%,73%,-60,,70%,SUPP,29%,,14%,SUPP,0%,36%,-7,,30%,SUPP,SUPP,SUPP,1.6,-3,6.2,NA,NA,NA,0.6,-4,5.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.7,-2.2,5.6,SUPP,SUPP,SUPP,3.1,-1.6,7.8,NA,NA,NA,0.9,-3.8,5.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3,-0.9,6.9,SUPP,SUPP,SUPP,1.6,-2.4,5.6,NA,NA,NA,0.1,-3.9,4.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.6,-1.7,4.9,,105,SUPP,SUPP,SUPP,,104,SUPP,SUPP,SUPP,,105,SUPP,SUPP,SUPP,,86%,SUPP,SUPP,SUPP,,86%,SUPP,SUPP,SUPP,,57%,SUPP,SUPP,SUPP,,71%,SUPP,SUPP,SUPP,,43%,SUPP,SUPP,SUPP,,14%,SUPP,SUPP,SUPP,,14%,SUPP,SUPP,SUPP,,43%,SUPP,SUPP,SUPP,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%
1,7890,811,2721,117842,2,2,Brough Primary School,Springfield Avenue,,,Brough,HU15 1AE,0148 2667352,0,,,CY,0,Does not apply,04-Nov,,0,0,413,56,56,30,26,54%,46%,16,9,17%,25,46%,20,37%,2,4%,5,9%,51,91%,2,4%,52,93%,4,7%,48%,7%,-2.9,-4.6,-1.2,95%,0.3,-1.4,2,96%,-2,-3.4,-0.6,95%,59%,21%,0%,101,64%,16%,0%,102,63%,13%,2%,101,70%,25%,29%,0%,75%,0%,70%,0%,70%,0%,37%,62%,0%,36%,85%,SUPP,SUPP,SUPP,SUPP,50%,7%,8%,0%,0%,20%,SUPP,SUPP,SUPP,SUPP,8%,-4.5,-6.8,-2.2,-1.2,-3.7,1.3,-6.9,-11,-2.8,-3.4,-5.9,-0.9,-0.5,-3.3,2.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-2.8,-4.5,-1.1,-2.1,-4.4,0.2,3.1,0.6,5.6,-0.3,-4.4,3.8,-1.5,-4,1,2.8,0,5.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0.6,-1.1,2.3,-1.7,-3.6,0.2,-2.3,-4.4,-0.2,-3.4,-6.9,0.1,-2.4,-4.5,-0.3,-0.8,-3.1,1.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-2.2,-3.7,-0.7,87,99,108,SUPP,SUPP,90,100,107,SUPP,SUPP,90,100,108,SUPP,SUPP,0%,52%,90%,SUPP,SUPP,0%,56%,100%,SUPP,SUPP,0%,60%,95%,SUPP,SUPP,0%,68%,100%,SUPP,SUPP,0%,4%,55%,SUPP,SUPP,0%,0%,45%,SUPP,SUPP,0%,4%,30%,SUPP,SUPP,0%,8%,60%,SUPP,SUPP,54,96%,0,0%,14,25%,1,2%,14,25%,3,5%,0,0%,0,0%
1,19744,811,2724,117844,3,1,Gilberdyke Primary School,Scalby Lane,Gilberdyke,,Brough,HU15 2SS,0143 0440668,0,,,CY,0,Does not apply,03-Nov,R,0,0,291,31,31,14,17,45%,55%,15.8,2,6%,20,65%,9,29%,0,0%,6,19%,25,81%,0,0%,30,97%,0,0%,65%,10%,2.3,0.1,4.5,100%,-0.5,-2.7,1.7,100%,-0.3,-2.2,1.6,97%,84%,29%,0%,105,68%,19%,3%,103,71%,19%,3%,103,71%,29%,16%,0%,71%,0%,71%,0%,74%,0%,64%,65%,SUPP,55%,100%,50%,68%,-10,,67%,7%,12%,SUPP,5%,22%,0%,12%,-7,,10%,0.4,-2.9,3.7,4,1,7,SUPP,SUPP,SUPP,2.4,-0.4,5.2,2.1,-2,6.2,6.5,1.5,11.5,1.3,-1.2,3.8,6.2,NA,NA,NA,2.1,-0.1,4.3,-4.2,-7.5,-0.9,2.6,-0.4,5.6,SUPP,SUPP,SUPP,-1.1,-3.9,1.7,2.6,-1.5,6.7,0,-5,5,-0.6,-3.1,1.9,-0.1,NA,NA,NA,-0.4,-2.7,1.9,1.2,-1.6,4,-1.5,-4.1,1.1,SUPP,SUPP,SUPP,-0.9,-3.3,1.5,0.8,-2.7,4.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.2,-2.1,1.7,SUPP,103,110,107,104,SUPP,101,108,101,103,SUPP,101,109,103,103,SUPP,80%,100%,100%,80%,SUPP,60%,100%,50%,72%,SUPP,65%,100%,50%,76%,SUPP,65%,100%,67%,72%,SUPP,15%,67%,17%,32%,SUPP,5%,56%,0%,24%,SUPP,10%,44%,17%,20%,SUPP,20%,56%,0%,36%,31,100%,0,0%,6,19%,0,0%,6,19%,0,0%,0,0%,0,0%
1,23392,811,2731,117851,7,7,Hedon Primary School,Ketwell Lane,Hedon,,Hull,HU12 8BN,0148 2899327,0,,,CY,0,Does not apply,04-Nov,,0,0,166,17,17,9,8,53%,47%,14.5,5,29%,8,47%,4,24%,0,0%,2,12%,15,88%,0,0%,17,100%,0,0%,35%,0%,-2.2,-5.2,0.8,100%,1.1,-1.9,4.1,100%,-2,-4.5,0.5,100%,41%,6%,0%,99,29%,0%,0%,97,41%,0%,0%,99,71%,12%,24%,0%,88%,0%,76%,0%,82%,0%,33%,38%,SUPP,25%,SUPP,SUPP,SUPP,SUPP,,35%,0%,0%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,,0%,-1.3,-5.4,2.8,-3.3,-7.6,1,SUPP,SUPP,SUPP,-2.1,-6.4,2.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2.2,-5.2,0.8,1,-3.1,5.1,1.2,-3.2,5.6,SUPP,SUPP,SUPP,1.9,-2.5,6.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.1,-1.9,4.1,-2.2,-5.7,1.3,-1.6,-5.3,2.1,SUPP,SUPP,SUPP,-1.4,-5.1,2.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2,-4.5,0.5,SUPP,98,SUPP,SUPP,SUPP,SUPP,100,SUPP,SUPP,SUPP,SUPP,97,SUPP,SUPP,SUPP,SUPP,38%,SUPP,SUPP,SUPP,SUPP,13%,SUPP,SUPP,SUPP,SUPP,38%,SUPP,SUPP,SUPP,SUPP,88%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,17,100%,0,0%,2,12%,0,0%,2,12%,0,0%,0,0%,0,0%
1,24980,811,2732,117852,8,9,Holme-upon-Spalding Moor Primary School,High Street,Holme-upon-Spalding Moor,,York,YO43 4HL,0143 0860287,0,,,CY,0,Does not apply,03-Nov,,0,0,296,38,37,13,24,35%,65%,17.1,4,11%,13,35%,20,54%,0,0%,3,8%,34,92%,0,0%,34,92%,1,3%,68%,5%,-1.2,-3.2,0.8,100%,-2,-4,0,100%,-1,-2.7,0.7,100%,76%,22%,0%,104,59%,19%,0%,103,76%,22%,0%,104,78%,8%,19%,0%,78%,0%,84%,0%,86%,0%,54%,75%,SUPP,38%,100%,SUPP,SUPP,SUPP,,68%,0%,8%,SUPP,0%,10%,SUPP,SUPP,SUPP,,6%,-0.5,-3.9,2.9,-1.6,-4.1,0.9,SUPP,SUPP,SUPP,-2.3,-5.7,1.1,-0.9,-3.7,1.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.2,-3.3,0.9,-3.7,-7.1,-0.3,-1.1,-3.6,1.4,SUPP,SUPP,SUPP,-0.2,-3.6,3.2,-2.8,-5.6,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.9,-4,0.2,-1,-3.9,1.9,-1,-3.1,1.1,SUPP,SUPP,SUPP,-1,-3.9,1.9,-0.8,-3.1,1.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1,-2.8,0.8,SUPP,98,109,SUPP,SUPP,SUPP,100,108,SUPP,SUPP,SUPP,97,107,SUPP,SUPP,SUPP,54%,100%,SUPP,SUPP,SUPP,23%,95%,SUPP,SUPP,SUPP,62%,100%,SUPP,SUPP,SUPP,69%,100%,SUPP,SUPP,SUPP,0%,40%,SUPP,SUPP,SUPP,0%,35%,SUPP,SUPP,SUPP,0%,40%,SUPP,SUPP,SUPP,0%,15%,SUPP,SUPP,37,100%,0,0%,3,8%,0,0%,3,8%,1,3%,0,0%,0,0%
1,25698,811,2733,117853,6,6,Hornsea Community Primary School,Newbegin,,,Hornsea,HU18 1PB,0196 4532382,0,,,CY,0,Does not apply,04-Nov,R,0,0,493,67,67,27,40,40%,60%,15.7,5,8%,44,67%,17,26%,1,1%,15,22%,52,78%,3,4%,62,93%,3,4%,67%,6%,1.2,-0.3,2.7,96%,1.8,0.3,3.3,97%,1,-0.3,2.3,97%,72%,27%,0%,104,81%,27%,0%,105,81%,18%,0%,104,81%,24%,18%,1%,88%,1%,85%,1%,85%,1%,52%,78%,SUPP,59%,100%,20%,81%,-40,SUPP,66%,0%,10%,SUPP,0%,18%,0%,8%,-7,SUPP,6%,1,-1.5,3.5,1.3,-0.7,3.3,SUPP,SUPP,SUPP,0.7,-1.2,2.6,2.3,-0.7,5.3,-2.3,-5.6,1,2.1,0.4,3.8,-2.6,SUPP,SUPP,SUPP,1.4,-0.2,3,0.8,-1.6,3.2,2.5,0.5,4.5,SUPP,SUPP,SUPP,1.2,-0.7,3.1,2.4,-0.6,5.4,-0.2,-3.5,3.1,2.3,0.6,4,-0.3,SUPP,SUPP,SUPP,2.2,0.6,3.8,2.6,0.5,4.7,-0.1,-1.8,1.6,SUPP,SUPP,SUPP,0.7,-0.9,2.3,1.9,-0.6,4.4,0.9,-1.9,3.7,1.1,-0.4,2.6,0.7,SUPP,SUPP,SUPP,1.1,-0.3,2.5,SUPP,102,111,96,106,SUPP,102,110,100,105,SUPP,103,112,100,107,SUPP,66%,100%,33%,83%,SUPP,80%,100%,53%,88%,SUPP,80%,100%,53%,88%,SUPP,77%,100%,47%,90%,SUPP,16%,59%,0%,35%,SUPP,11%,71%,7%,33%,SUPP,9%,41%,7%,21%,SUPP,14%,53%,0%,31%,64,96%,0,0%,5,7%,1,1%,5,7%,2,3%,0,0%,0,0%
1,25886,811,2734,117854,5,2,Howden Junior School,Hailgate,Howden,,Goole,DN14 7SL,0143 0430385,0,,,CY,0,Does not apply,07-Nov,,0,0,202,56,56,32,24,57%,43%,17.1,0,0%,32,59%,22,41%,2,4%,14,25%,42,75%,1,2%,50,89%,0,0%,70%,11%,0.1,-1.6,1.8,96%,0.4,-1.3,2.1,96%,-0.8,-2.2,0.6,96%,80%,25%,0%,105,80%,18%,0%,104,89%,13%,0%,104,91%,18%,9%,0%,93%,0%,91%,0%,93%,0%,72%,67%,,50%,95%,64%,71%,4,SUPP,68%,9%,13%,,0%,27%,0%,14%,-7,SUPP,12%,-0.4,-2.6,1.8,0.8,-1.8,3.4,NA,NA,NA,0.9,-1.3,3.1,-1.1,-3.7,1.5,-0.6,-4.2,3,0.3,-1.6,2.2,-0.9,SUPP,SUPP,SUPP,0,-1.7,1.7,0.5,-1.7,2.7,0.1,-2.5,2.7,NA,NA,NA,0.3,-1.9,2.5,0.5,-2.1,3.1,-0.3,-3.9,3.3,0.6,-1.3,2.5,-0.4,SUPP,SUPP,SUPP,0.3,-1.4,2,0,-1.9,1.9,-2,-4.2,0.2,NA,NA,NA,-0.3,-2.1,1.5,-1.6,-3.8,0.6,-2.7,-5.7,0.3,-0.3,-1.9,1.3,-2.9,SUPP,SUPP,SUPP,-1.1,-2.6,0.4,,103,108,103,106,,102,107,101,105,,101,110,102,105,,69%,95%,93%,76%,,66%,100%,64%,86%,,81%,100%,64%,98%,,84%,100%,86%,93%,,13%,41%,7%,31%,,0%,41%,21%,17%,,0%,32%,0%,17%,,0%,41%,7%,21%,55,98%,0,0%,5,9%,0,0%,5,9%,0,0%,0,0%,0,0%
1,26200,811,2735,117855,2,3,Hutton Cranswick Community Primary School,The Green,Hutton Cranswick,,Driffield,YO25 9PD,0137 7270482,0,,,CY,0,Does not apply,04-Nov,R,0,0,150,20,20,6,14,30%,70%,16.5,1,5%,13,65%,6,30%,0,0%,4,20%,16,80%,0,0%,19,95%,0,0%,70%,15%,1,-1.8,3.8,100%,1.5,-1.3,4.3,100%,0.9,-1.4,3.2,100%,70%,35%,0%,105,70%,40%,0%,105,85%,25%,0%,105,85%,25%,15%,0%,70%,0%,75%,0%,80%,0%,50%,79%,SUPP,62%,100%,SUPP,SUPP,SUPP,,74%,0%,21%,SUPP,0%,50%,SUPP,SUPP,SUPP,,16%,0.3,-4.7,5.3,1.3,-2,4.6,SUPP,SUPP,SUPP,-0.1,-3.5,3.3,4.2,-0.8,9.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.3,-1.5,4.1,1,-4,6,1.7,-1.6,5,SUPP,SUPP,SUPP,1.9,-1.5,5.3,0.6,-4.4,5.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.5,-1.3,4.3,2.2,-2.1,6.5,0.3,-2.5,3.1,SUPP,SUPP,SUPP,0.8,-2.1,3.7,2.2,-2.1,6.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.2,-1.2,3.6,SUPP,101,114,SUPP,SUPP,SUPP,103,112,SUPP,SUPP,SUPP,103,114,SUPP,SUPP,SUPP,62%,100%,SUPP,SUPP,SUPP,62%,100%,SUPP,SUPP,SUPP,85%,100%,SUPP,SUPP,SUPP,85%,100%,SUPP,SUPP,SUPP,15%,83%,SUPP,SUPP,SUPP,23%,83%,SUPP,SUPP,SUPP,8%,67%,SUPP,SUPP,SUPP,15%,50%,SUPP,SUPP,20,100%,0,0%,3,15%,0,0%,3,15%,0,0%,0,0%,0,0%
1,35224,811,2738,117858,2,3,Nafferton Primary School,Westgate,Nafferton,,Driffield,YO25 4LJ,0137 7254307,0,,,CY,0,Does not apply,04-Nov,,0,0,262,33,32,11,21,34%,66%,17.3,2,6%,12,39%,17,55%,1,3%,4,13%,28,88%,0,0%,31,97%,0,0%,78%,6%,0.2,-2,2.4,97%,0.1,-2.1,2.3,97%,-1.4,-3.3,0.5,94%,88%,31%,0%,106,88%,38%,0%,107,84%,16%,3%,105,88%,19%,13%,0%,94%,0%,88%,0%,88%,0%,73%,81%,SUPP,58%,100%,SUPP,SUPP,SUPP,,77%,0%,10%,SUPP,0%,12%,SUPP,SUPP,SUPP,,6%,1.6,-2.1,5.3,-0.6,-3.4,2.2,SUPP,SUPP,SUPP,0,-3.6,3.6,0.4,-2.6,3.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.2,-2,2.4,-0.6,-4.3,3.1,0.5,-2.3,3.3,SUPP,SUPP,SUPP,0.8,-2.8,4.4,-0.7,-3.7,2.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.2,-2.1,2.5,-0.6,-3.9,2.7,-1.8,-4.1,0.5,SUPP,SUPP,SUPP,-1,-4,2,-1.5,-4,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.3,-3.2,0.6,SUPP,102,110,SUPP,SUPP,SUPP,102,107,SUPP,SUPP,SUPP,104,111,SUPP,SUPP,SUPP,83%,100%,SUPP,SUPP,SUPP,83%,100%,SUPP,SUPP,SUPP,75%,100%,SUPP,SUPP,SUPP,83%,100%,SUPP,SUPP,SUPP,8%,53%,SUPP,SUPP,SUPP,8%,65%,SUPP,SUPP,SUPP,0%,29%,SUPP,SUPP,SUPP,8%,29%,SUPP,SUPP,32,100%,0,0%,3,9%,0,0%,3,9%,0,0%,0,0%,0,0%
1,35782,811,2739,117859,8,10,Newbald Primary School,Beverley Road,North Newbald,,York,YO43 4SQ,0143 0827612,0,,,CY,0,Does not apply,03-Nov,,0,0,102,13,13,7,6,54%,46%,17.4,0,0%,8,62%,5,38%,0,0%,2,15%,11,85%,0,0%,13,100%,0,0%,31%,0%,-3.2,-6.6,0.2,100%,0.6,-2.8,4,100%,-7.2,-10.1,-4.3,100%,62%,15%,0%,102,77%,15%,0%,103,46%,0%,0%,98,92%,38%,0%,0%,92%,0%,85%,0%,85%,0%,14%,50%,,13%,SUPP,SUPP,SUPP,SUPP,,31%,0%,0%,,0%,SUPP,SUPP,SUPP,SUPP,,0%,-4.9,-9.5,-0.3,-1.1,-6.1,3.9,NA,NA,NA,-3.3,-7.6,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-3.2,-6.6,0.2,-1.4,-6.1,3.3,2.9,-2.1,7.9,NA,NA,NA,-2.5,-6.9,1.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.6,-2.8,4,-8.2,-12.2,-4.2,-6.2,-10.5,-1.9,NA,NA,NA,-5.9,-9.6,-2.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-7.2,-10.1,-4.3,,99,SUPP,SUPP,SUPP,,97,SUPP,SUPP,SUPP,,100,SUPP,SUPP,SUPP,,50%,SUPP,SUPP,SUPP,,63%,SUPP,SUPP,SUPP,,25%,SUPP,SUPP,SUPP,,88%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,13,100%,0,0%,2,15%,0,0%,2,15%,0,0%,0,0%,0,0%
