RECTYPE,ALPHAIND,LEA,ESTAB,URN,IMD,HLE,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,TSENELSE,PSENELSE,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTREADTA_EXP,PTREADTA_AD,PTMATTA_EXP,PTMATTA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELAPK,PSENELSAPK,TSENELE,PSENELE,TSENELK,PSENELK,TSENELST,PSENELST,TSENELSAP,PSENELSAP,SENELN,PSENELN
1,12974,811,2756,117874,1,3,Cottingham Croxby Primary School,Bricknell Avenue,,,Hull,HU5 4TN,0148 2846171,0,,,CY,0,Does not apply,04-Nov,R,0,0,332,45,45,26,19,58%,42%,14.3,4,9%,33,77%,6,14%,2,4%,19,42%,26,58%,2,4%,44,98%,0,0%,22%,0%,-2.3,-4.2,-0.4,96%,-3.2,-5.1,-1.3,96%,-4.7,-6.3,-3.1,93%,44%,9%,0%,98,56%,2%,0%,99,36%,2%,0%,96,38%,11%,51%,0%,64%,0%,64%,0%,64%,0%,27%,16%,SUPP,15%,83%,11%,31%,-49,SUPP,23%,0%,0%,SUPP,0%,0%,0%,0%,-7,SUPP,0%,-1.9,-4.3,0.5,-3,-6,0,SUPP,SUPP,SUPP,-2.4,-4.5,-0.3,-2.1,-7.1,2.9,-3.5,-6.5,-0.5,-1.6,-4,0.8,-3.8,SUPP,SUPP,SUPP,-1.9,-3.8,0,-3.9,-6.3,-1.5,-2,-5,1,SUPP,SUPP,SUPP,-3.3,-5.4,-1.2,0.3,-4.7,5.3,-4.6,-7.6,-1.6,-2.3,-4.7,0.1,-4.7,SUPP,SUPP,SUPP,-2.6,-4.5,-0.7,-4.1,-6.2,-2,-5.5,-8,-3,SUPP,SUPP,SUPP,-5,-6.8,-3.2,-2.6,-6.9,1.7,-5.5,-8.1,-2.9,-4.2,-6.3,-2.1,-5.7,SUPP,SUPP,SUPP,-4.3,-5.9,-2.7,SUPP,97,106,96,99,SUPP,95,105,96,97,SUPP,100,105,98,101,SUPP,39%,83%,37%,50%,SUPP,58%,83%,42%,65%,SUPP,30%,83%,26%,42%,SUPP,36%,83%,26%,46%,SUPP,3%,50%,5%,12%,SUPP,0%,17%,0%,4%,SUPP,0%,17%,5%,0%,SUPP,3%,67%,5%,15%,43,96%,0,0%,9,20%,0,0%,9,20%,0,0%,0,0%,0,0%
1,2928,811,2757,117875,1,2,Bacon Garth Primary School,The Garth,,,Cottingham,HU16 5BP,0148 2849521,0,,,CY,0,Does not apply,03-Nov,,0,0,266,25,25,14,11,56%,44%,15.8,1,4%,17,68%,7,28%,0,0%,8,32%,17,68%,0,0%,24,96%,0,0%,76%,0%,1.1,-1.4,3.6,100%,1.6,-0.9,4.1,100%,0.8,-1.3,2.9,100%,88%,12%,0%,103,92%,20%,0%,106,88%,12%,0%,104,92%,8%,8%,0%,100%,0%,92%,0%,92%,0%,64%,91%,SUPP,71%,100%,63%,82%,3,,79%,0%,0%,SUPP,0%,0%,0%,0%,-7,,0%,-0.5,-3.8,2.8,3.1,-0.6,6.8,SUPP,SUPP,SUPP,1.3,-1.7,4.3,-0.6,-5.2,4,1.1,-3.2,5.4,1,-2,4,0.8,NA,NA,NA,1.1,-1.4,3.6,0.9,-2.4,4.2,2.4,-1.3,6.1,SUPP,SUPP,SUPP,2.4,-0.6,5.4,-1.1,-5.8,3.6,2.8,-1.6,7.2,1,-2,4,2.7,NA,NA,NA,1.6,-0.9,4.1,1.2,-1.6,4,0.4,-2.8,3.6,SUPP,SUPP,SUPP,1.1,-1.4,3.6,-1.2,-5.2,2.8,2.1,-1.6,5.8,0.2,-2.3,2.7,1.9,NA,NA,NA,1.1,-1,3.2,SUPP,102,107,101,105,SUPP,103,106,103,104,SUPP,105,110,105,107,SUPP,88%,100%,75%,94%,SUPP,88%,100%,100%,88%,SUPP,82%,100%,88%,88%,SUPP,94%,100%,88%,94%,SUPP,12%,14%,0%,18%,SUPP,12%,43%,0%,29%,SUPP,12%,14%,0%,18%,SUPP,6%,14%,0%,12%,25,100%,0,0%,6,24%,0,0%,6,24%,0,0%,0,0%,0,0%
1,8048,811,2761,117878,4,4,Bubwith Community Primary School,Church Street,Bubwith,,Selby,YO8 6LW,0175 7288261,0,,,CY,0,Does not apply,04-Nov,,0,0,140,21,20,5,15,25%,75%,16.4,0,0%,14,74%,5,26%,1,5%,4,20%,16,80%,0,0%,18,90%,0,0%,40%,10%,-2.2,-5,0.6,95%,-2.2,-5,0.6,95%,-3.2,-5.6,-0.8,95%,55%,20%,0%,102,60%,15%,0%,102,55%,10%,0%,100,80%,10%,10%,0%,95%,0%,85%,0%,80%,0%,SUPP,40%,,29%,SUPP,SUPP,SUPP,SUPP,,44%,SUPP,13%,,0%,SUPP,SUPP,SUPP,SUPP,,11%,SUPP,SUPP,SUPP,-2.5,-5.8,0.8,NA,NA,NA,-4.2,-7.5,-0.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.9,-4.8,1,SUPP,SUPP,SUPP,-0.9,-4.2,2.4,NA,NA,NA,-3.3,-6.6,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.3,-4.2,1.6,SUPP,SUPP,SUPP,-3,-5.8,-0.2,NA,NA,NA,-4.4,-7.2,-1.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-3.2,-5.7,-0.7,,97,SUPP,SUPP,SUPP,,98,SUPP,SUPP,SUPP,,99,SUPP,SUPP,SUPP,,36%,SUPP,SUPP,SUPP,,43%,SUPP,SUPP,SUPP,,50%,SUPP,SUPP,SUPP,,71%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,20,100%,0,0%,2,10%,0,0%,2,10%,0,0%,0,0%,0,0%
1,28696,811,2765,117881,3,6,Kirk Ella St Andrew's Community Primary School,West Ella Road,Kirk Ella,,Hull,HU10 7QL,0148 2657208,0,,,CY,0,Does not apply,04-Nov,R,0,0,496,82,82,43,39,52%,48%,16.7,4,5%,46,58%,29,37%,3,4%,5,6%,77,94%,4,5%,75,91%,2,2%,65%,5%,1.1,-0.3,2.5,96%,3,1.6,4.4,96%,-0.1,-1.3,1.1,96%,80%,26%,0%,105,84%,29%,0%,105,78%,11%,0%,104,83%,43%,16%,0%,98%,0%,93%,0%,80%,0%,65%,64%,SUPP,54%,97%,SUPP,SUPP,SUPP,SUPP,67%,2%,8%,SUPP,2%,10%,SUPP,SUPP,SUPP,SUPP,5%,1,-0.9,2.9,1.1,-0.9,3.1,SUPP,SUPP,SUPP,1.6,-0.2,3.4,1,-1.3,3.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1.3,-0.1,2.7,2.5,0.6,4.4,3.6,1.6,5.6,SUPP,SUPP,SUPP,1.8,0,3.6,5.5,3.2,7.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3.3,1.9,4.7,0.4,-1.2,2,-0.6,-2.3,1.1,SUPP,SUPP,SUPP,0.5,-1,2,-0.9,-2.8,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0,-1.2,1.2,SUPP,103,110,SUPP,SUPP,SUPP,103,108,SUPP,SUPP,SUPP,103,111,SUPP,SUPP,SUPP,80%,97%,SUPP,SUPP,SUPP,87%,93%,SUPP,SUPP,SUPP,72%,100%,SUPP,SUPP,SUPP,80%,100%,SUPP,SUPP,SUPP,13%,52%,SUPP,SUPP,SUPP,7%,72%,SUPP,SUPP,SUPP,7%,14%,SUPP,SUPP,SUPP,20%,90%,SUPP,SUPP,78,95%,0,0%,6,7%,0,0%,6,7%,2,2%,0,0%,0,0%
1,53566,811,2766,117882,2,2,Skipsea Primary School,Hornsea Road,Skipsea,,Driffield,YO25 8ST,0126 2468394,0,,,CY,0,Does not apply,03-Nov,,0,0,63,11,11,7,4,64%,36%,16.3,0,0%,8,73%,3,27%,0,0%,3,27%,8,73%,0,0%,8,73%,0,0%,36%,0%,-4.9,-8.6,-1.2,100%,-6.7,-10.4,-3,100%,-2.2,-5.4,1,100%,36%,18%,0%,98,36%,18%,0%,100,64%,0%,0%,101,55%,9%,18%,0%,100%,0%,64%,0%,64%,0%,29%,SUPP,,25%,SUPP,SUPP,SUPP,SUPP,,38%,0%,SUPP,,0%,SUPP,SUPP,SUPP,SUPP,,0%,-5.9,-10.5,-1.3,SUPP,SUPP,SUPP,NA,NA,NA,-5.3,-9.6,-1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-5.1,-9.4,-0.8,-10.5,-15.2,-5.8,SUPP,SUPP,SUPP,NA,NA,NA,-7.6,-12,-3.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-7.1,-11.5,-2.7,-0.9,-4.9,3.1,SUPP,SUPP,SUPP,NA,NA,NA,-2,-5.7,1.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.5,-5.2,2.2,,95,SUPP,SUPP,SUPP,,99,SUPP,SUPP,SUPP,,97,SUPP,SUPP,SUPP,,25%,SUPP,SUPP,SUPP,,25%,SUPP,SUPP,SUPP,,50%,SUPP,SUPP,SUPP,,38%,SUPP,SUPP,SUPP,,13%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,0%,SUPP,SUPP,SUPP,,13%,SUPP,SUPP,SUPP,11,100%,0,0%,5,45%,0,0%,5,45%,0,0%,0,0%,0,0%
1,60804,811,2768,117883,1,2,Westfield Primary School,Westfield Road,,,Cottingham,HU16 5PE,0148 2844369,0,,,CY,0,Does not apply,04-Nov,,0,0,423,61,61,26,35,43%,57%,16.3,6,10%,36,59%,19,31%,0,0%,7,11%,54,89%,0,0%,57,93%,1,2%,72%,5%,1.2,-0.4,2.8,100%,0,-1.6,1.6,100%,0.5,-0.8,1.8,100%,79%,26%,0%,105,90%,23%,0%,106,84%,13%,0%,104,85%,7%,15%,0%,87%,0%,93%,0%,89%,0%,73%,71%,0%,72%,95%,29%,78%,-31,,77%,8%,3%,0%,0%,16%,0%,6%,-7,,5%,0.4,-2,2.8,1.8,-0.3,3.9,4.9,-0.1,9.9,0.7,-1.4,2.8,1,-1.8,3.8,3.2,-1.4,7.8,1,-0.7,2.7,2.9,NA,NA,NA,1.3,-0.3,2.9,0,-2.4,2.4,0,-2.1,2.1,2.1,-2.9,7.1,0.4,-1.7,2.5,-1.4,-4.2,1.4,0.6,-4.1,5.3,-0.1,-1.8,1.6,0.5,NA,NA,NA,0.3,-1.3,1.9,0.8,-1.3,2.9,0.2,-1.6,2,3.7,-0.6,8,0.1,-1.6,1.8,0.1,-2.3,2.5,-1.6,-5.6,2.4,0.7,-0.7,2.1,-1.8,NA,NA,NA,0.4,-1,1.8,97,103,110,102,105,98,103,109,98,105,97,104,110,103,106,17%,81%,95%,71%,80%,33%,94%,100%,86%,91%,33%,83%,100%,43%,89%,17%,89%,100%,57%,89%,0%,11%,63%,14%,28%,0%,8%,58%,14%,24%,0%,3%,37%,0%,15%,0%,0%,21%,0%,7%,61,100%,0,0%,7,11%,0,0%,7,11%,1,2%,0,0%,0,0%
1,54642,811,2770,117885,3,6,Springhead Primary School,Forty Steps,Anlaby,,Hull,HU10 6TW,0148 2307870,0,,,CY,0,Does not apply,04-Nov,,0,0,206,29,28,12,16,43%,57%,16.6,1,4%,17,61%,10,36%,0,0%,5,18%,23,82%,0,0%,28,100%,0,0%,71%,14%,3.9,1.5,6.3,96%,1.2,-1.1,3.5,100%,1.8,-0.2,3.8,96%,79%,43%,0%,108,89%,36%,0%,108,89%,18%,0%,106,82%,32%,14%,0%,89%,0%,82%,0%,79%,0%,67%,75%,SUPP,59%,100%,SUPP,SUPP,SUPP,,71%,0%,25%,SUPP,0%,40%,SUPP,SUPP,SUPP,,14%,3.7,0,7.4,4.1,1,7.2,NA,NA,NA,2.9,-0.1,5.9,5.7,1.8,9.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3.9,1.5,6.3,-1.9,-5.5,1.7,3.6,0.5,6.7,SUPP,SUPP,SUPP,-0.3,-3.3,2.7,4.7,0.8,8.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.2,-1.1,3.5,2.5,-0.7,5.7,1.3,-1.3,3.9,NA,NA,NA,2,-0.5,4.5,1.4,-1.9,4.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.8,-0.2,3.8,SUPP,105,114,SUPP,SUPP,SUPP,104,110,SUPP,SUPP,SUPP,106,111,SUPP,SUPP,SUPP,71%,100%,SUPP,SUPP,SUPP,88%,100%,SUPP,SUPP,SUPP,88%,100%,SUPP,SUPP,SUPP,76%,100%,SUPP,SUPP,SUPP,24%,80%,SUPP,SUPP,SUPP,24%,60%,SUPP,SUPP,SUPP,0%,50%,SUPP,SUPP,SUPP,6%,80%,SUPP,SUPP,28,100%,0,0%,1,4%,0,0%,1,4%,0,0%,0,0%,0,0%
1,32898,811,2771,117886,3,5,Martongate Primary School,Martongate,,,Bridlington,YO16 6YD,0126 2673975,0,,,CY,0,Does not apply,04-Nov,,0,0,414,63,63,35,28,56%,44%,16.3,6,10%,34,55%,22,35%,1,2%,17,27%,46,73%,1,2%,61,97%,1,2%,38%,2%,-4.2,-5.8,-2.6,97%,-4.3,-5.9,-2.7,98%,-2.1,-3.4,-0.8,97%,44%,10%,2%,99,68%,19%,2%,103,63%,11%,2%,102,70%,6%,16%,0%,78%,0%,73%,0%,75%,0%,43%,32%,0%,24%,68%,29%,41%,-31,SUPP,36%,0%,4%,0%,0%,5%,0%,2%,-7,SUPP,2%,-3.4,-5.5,-1.3,-5.2,-7.5,-2.9,-0.7,-5.7,4.3,-4.9,-7,-2.8,-4.1,-6.7,-1.5,-4.8,-8,-1.6,-4,-5.8,-2.2,-5.1,SUPP,SUPP,SUPP,-4.3,-5.9,-2.7,-5,-7.1,-2.9,-3.4,-5.7,-1.1,-7.3,-12.3,-2.3,-5.3,-7.4,-3.2,-1.9,-4.5,0.7,-5.7,-8.8,-2.6,-3.8,-5.6,-2,-5.8,SUPP,SUPP,SUPP,-4.5,-6.1,-2.9,-0.9,-2.7,0.9,-3.5,-5.5,-1.5,-2.2,-6.5,2.1,-1.3,-3.1,0.5,-3.3,-5.5,-1.1,-2.1,-4.8,0.6,-2.1,-3.6,-0.6,-2.3,SUPP,SUPP,SUPP,-2.1,-3.5,-0.7,91,97,105,96,100,91,101,105,100,102,92,101,110,100,104,0%,32%,73%,41%,46%,0%,59%,100%,59%,72%,17%,62%,77%,65%,63%,17%,59%,100%,59%,74%,0%,0%,27%,6%,11%,0%,3%,50%,12%,22%,0%,6%,23%,12%,11%,0%,0%,18%,0%,9%,62,98%,0,0%,2,3%,0,0%,2,3%,1,2%,0,0%,0,0%
1,424,811,2777,117888,3,3,Acre Heads Primary School,Welbourn Walk,Norland Avenue,,Hull,HU4 7ST,0148 2308380,0,,,CY,0,Does not apply,04-Nov,R,0,0,376,52,52,28,24,54%,46%,15.2,9,17%,30,58%,13,25%,0,0%,4,8%,48,92%,1,2%,52,100%,2,4%,52%,4%,0.1,-1.6,1.8,100%,1.1,-0.6,2.8,100%,-0.6,-2.1,0.9,100%,69%,19%,0%,102,79%,29%,0%,104,62%,12%,0%,101,75%,17%,21%,0%,87%,0%,77%,0%,83%,0%,46%,58%,0%,50%,92%,SUPP,SUPP,SUPP,SUPP,52%,0%,8%,0%,0%,15%,SUPP,SUPP,SUPP,SUPP,4%,-0.4,-2.7,1.9,0.7,-1.8,3.2,-2,-6.1,2.1,1.3,-0.9,3.5,-1.3,-4.7,2.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0.1,-1.6,1.8,1,-1.3,3.3,1.2,-1.3,3.7,0,-4.1,4.1,0.9,-1.4,3.2,2.4,-1,5.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1.1,-0.6,2.8,0.6,-1.4,2.6,-1.9,-4,0.2,-1.6,-5.1,1.9,-1.1,-3,0.8,1.4,-1.5,4.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-0.6,-2.1,0.9,91,102,108,SUPP,SUPP,92,100,110,SUPP,SUPP,95,103,112,SUPP,SUPP,11%,77%,92%,SUPP,SUPP,33%,83%,100%,SUPP,SUPP,11%,60%,100%,SUPP,SUPP,22%,80%,100%,SUPP,SUPP,0%,13%,46%,SUPP,SUPP,0%,17%,77%,SUPP,SUPP,0%,0%,46%,SUPP,SUPP,0%,3%,62%,SUPP,SUPP,51,98%,0,0%,18,35%,2,4%,18,35%,0,0%,0,0%,0,0%
1,34304,811,2778,117889,5,4,Molescroft Primary School,St Leonard's Road,Molescroft,,Beverley,HU17 7HF,0148 2861762,0,,,CY,0,Does not apply,04-Nov,,0,0,432,62,63,28,35,44%,56%,16.3,6,10%,35,56%,22,35%,0,0%,7,11%,56,89%,1,2%,59,94%,2,3%,60%,11%,-0.5,-2.1,1.1,97%,0.3,-1.3,1.9,100%,-1.4,-2.7,-0.1,98%,70%,24%,0%,103,78%,27%,0%,105,67%,19%,2%,103,78%,24%,19%,0%,83%,0%,83%,0%,83%,0%,54%,66%,0%,46%,100%,29%,64%,-31,SUPP,63%,7%,14%,0%,0%,32%,0%,13%,-7,SUPP,12%,-1,-3.4,1.4,-0.2,-2.3,1.9,SUPP,SUPP,SUPP,-0.9,-3,1.2,1.2,-1.4,3.8,-2.4,-7.4,2.6,-0.3,-2,1.4,-2.7,SUPP,SUPP,SUPP,-0.1,-1.7,1.5,-2,-4.3,0.3,2.2,0.1,4.3,-4,-9,1,-0.3,-2.4,1.8,2.5,-0.1,5.1,-6.3,-11,-1.6,1.1,-0.5,2.7,-6.4,SUPP,SUPP,SUPP,0.3,-1.3,1.9,-0.5,-2.5,1.5,-2,-3.8,-0.2,-6.2,-10.5,-1.9,-1.5,-3.3,0.3,0.2,-2,2.4,-5.4,-9.4,-1.4,-0.8,-2.2,0.6,-5.6,SUPP,SUPP,SUPP,-1.2,-2.6,0.2,87,101,110,98,104,92,101,109,98,104,89,103,111,98,105,0%,63%,100%,29%,75%,0%,77%,100%,43%,82%,0%,57%,100%,29%,71%,0%,77%,100%,29%,84%,0%,6%,59%,0%,27%,0%,11%,59%,0%,30%,0%,3%,50%,0%,21%,0%,6%,59%,0%,27%,62,98%,0,0%,6,10%,0,0%,6,10%,2,3%,0,0%,0,0%
1,16694,811,2780,117891,1,2,Elloughton Primary School,Stockbridge Road,Elloughton,,Brough,HU15 1HN,0148 2666231,0,,,CY,0,Does not apply,04-Nov,,0,0,279,51,51,28,23,55%,45%,16.4,0,0%,37,74%,13,26%,1,2%,4,8%,47,92%,1,2%,48,94%,2,4%,69%,0%,0.9,-0.8,2.6,98%,-2.7,-4.4,-1,98%,1.4,-0.1,2.9,98%,76%,20%,0%,104,84%,27%,0%,106,84%,20%,0%,105,76%,0%,16%,0%,100%,0%,84%,0%,82%,0%,64%,74%,,65%,85%,SUPP,SUPP,SUPP,SUPP,71%,0%,0%,,0%,0%,SUPP,SUPP,SUPP,SUPP,0%,-0.3,-2.7,2.1,2.4,-0.2,5,NA,NA,NA,1.3,-0.7,3.3,0.1,-3.3,3.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,-0.8,2.8,-3.2,-5.6,-0.8,-2,-4.6,0.6,NA,NA,NA,-2.7,-4.7,-0.7,-2.5,-5.9,0.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,-2.7,-4.5,-0.9,2.7,0.7,4.7,-0.2,-2.4,2,NA,NA,NA,0.9,-0.8,2.6,2.6,-0.3,5.5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1.6,0.1,3.1,,103,108,SUPP,SUPP,,104,110,SUPP,SUPP,,105,108,SUPP,SUPP,,76%,85%,SUPP,SUPP,,81%,100%,SUPP,SUPP,,81%,100%,SUPP,SUPP,,70%,100%,SUPP,SUPP,,14%,38%,SUPP,SUPP,,24%,38%,SUPP,SUPP,,11%,46%,SUPP,SUPP,,0%,0%,SUPP,SUPP,50,98%,0,0%,4,8%,2,4%,4,8%,0,0%,0,0%,0,0%
