RECTYPE,ALPHAIND,LEA,ESTAB,IMD,HLE,URN,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,PCON_CODE,PCON_NAME,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,CONFEXAM,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNotFSM6CLA1A,PTNotFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_B,READ_AVERAGE_G,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,READ_AVERAGE_EAL,READ_AVERAGE_MOBN,MAT_AVERAGE_B,MAT_AVERAGE_G,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_EAL,MAT_AVERAGE_MOBN,GPS_AVERAGE_B,GPS_AVERAGE_G,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_EAL,GPS_AVERAGE_MOBN,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELE,PSENELE,TSENELK,PSENELK,TSENELEK,PSENELEK,TELIG_18,PTFSM6CLA1A_18,PTNOTFSM6CLA1A_18,PTRWM_EXP_18,PTRWM_HIGH_18,PTRWM_EXP_FSM6CLA1A_18,PTRWM_HIGH_FSM6CLA1A_18,PTRWM_EXP_NotFSM6CLA1A_18,PTRWM_HIGH_NotFSM6CLA1A_18,READPROG_18,READPROG_LOWER_18,READPROG_UPPER_18,WRITPROG_18,WRITPROG_LOWER_18,WRITPROG_UPPER_18,MATPROG_18,MATPROG_LOWER_18,MATPROG_UPPER_18,READ_AVERAGE_18,MAT_AVERAGE_18,TELIG_17,PTFSM6CLA1A_17,PTNOTFSM6CLA1A_17,PTRWM_EXP_17,PTRWM_HIGH_17,PTRWM_EXP_FSM6CLA1A_17,PTRWM_HIGH_FSM6CLA1A_17,PTRWM_EXP_NotFSM6CLA1A_17,PTRWM_HIGH_NotFSM6CLA1A_17,READPROG_17,READPROG_LOWER_17,READPROG_UPPER_17,WRITPROG_17,WRITPROG_LOWER_17,WRITPROG_UPPER_17,MATPROG_17,MATPROG_LOWER_17,MATPROG_UPPER_17,READ_AVERAGE_17,MAT_AVERAGE_17,TELIG_3YR,PTRWM_EXP_3YR,PTRWM_HIGH_3YR,READ_AVERAGE_3YR,MAT_AVERAGE_3YR,READPROG_UNADJUSTED,WRITPROG_UNADJUSTED,MATPROG_UNADJUSTED,READPROG_DESCR_17,WRITPROG_DESCR_17,MATPROG_DESCR_17,READPROG_DESCR_18,WRITPROG_DESCR_18,MATPROG_DESCR_18,READPROG_DESCR,WRITPROG_DESCR,MATPROG_DESCR
1,824,811,2700,5,3,117823,Aldbrough Primary School,Headlands Road,Aldbrough,,Hull,HU11 4RR,1964527422,E14000556,Beverley and Holderness,0,,,CY,0,Does not apply,03-Nov,,0,0,145,21,21,9,12,43%,57%,15.8,2,10%,13,62%,6,29%,0,0%,7,33%,14,67%,0,0%,20,95%,67%,10%,-2.2,-4.8,0.5,100%,-0.9,-3.3,1.5,100%,1.4,-0.9,3.7,100%,67%,24%,0%,101,71%,10%,0%,102,81%,29%,0%,105,76%,10%,19%,0%,76%,0%,56%,75%,SUPP,69%,83%,57%,71%,-14,,65%,11%,8%,SUPP,8%,17%,14%,7%,1,,5%,-4,-8.1,0,-0.8,-4.2,2.7,SUPP,SUPP,SUPP,-1.4,-4.8,1.9,-3.6,-8.5,1.3,-1.8,-6.4,2.8,-2.3,-5.6,0.9,-2.1,NA,NA,NA,-2.7,-5.4,0,-1.5,-5.2,2.2,-0.4,-3.7,2.8,SUPP,SUPP,SUPP,-0.4,-3.5,2.7,-2.3,-6.9,2.2,-0.3,-4.5,3.9,-1.2,-4.2,1.8,-0.6,NA,NA,NA,-1.4,-3.9,1.1,2.8,-0.7,6.3,0.3,-2.7,3.4,SUPP,SUPP,SUPP,0.6,-2.4,3.5,2.3,-2.1,6.6,0,-4,4,2.1,-0.7,4.9,-0.4,NA,NA,NA,1.2,-1.2,3.5,99,102,SUPP,101,106,101,101,,100,107,104,SUPP,104,112,103,106,,105,100,104,SUPP,102,106,103,102,,102,SUPP,69%,83%,57%,71%,SUPP,69%,100%,57%,79%,SUPP,85%,100%,71%,86%,SUPP,77%,100%,71%,79%,SUPP,23%,33%,29%,21%,SUPP,8%,17%,14%,7%,SUPP,15%,67%,14%,36%,SUPP,8%,17%,14%,7%,21,100%,0,0%,0,0%,3,14%,3,14%,16,63%,38%,38%,0%,30%,0%,50%,0%,-2.4,-5.3,0.5,-1.8,-4.6,1,-1.8,-4.5,0.9,101,101,17,29%,71%,41%,12%,SUPP,SUPP,SUPP,SUPP,-4.7,-7.7,-1.7,-0.4,-3.3,2.5,-2.7,-5.4,0,100,102,54,50%,7%,101,103,-2.3,-0.9,1.4,5,3,3,3,3,3,3,3,3
1,3550,811,2701,5,2,117824,Barmby-on-the-Marsh Primary School,High Street,Barmby-on-the-Marsh,,Goole,DN14 7HQ,1757638336,E14000724,Haltemprice and Howden,0,,,CY,0,Does not apply,04-Nov,,0,0,49,10,10,6,4,60%,40%,14.6,2,20%,7,70%,1,10%,0,0%,1,10%,9,90%,0,0%,8,80%,60%,10%,6.4,2.6,10.3,100%,0,-3.6,3.5,100%,3.7,0.3,7,100%,90%,30%,0%,107,80%,40%,0%,106,90%,10%,0%,105,60%,10%,40%,0%,100%,0%,33%,SUPP,SUPP,71%,SUPP,SUPP,SUPP,SUPP,,63%,0%,SUPP,SUPP,14%,SUPP,SUPP,SUPP,SUPP,,13%,7.3,2.4,12.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,6.8,2.2,11.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,7.6,3.3,11.9,-1.9,-6.5,2.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0.7,-3.5,4.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.5,-3.5,4.4,3,-1.3,7.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4.3,0.3,8.3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,4.8,1,8.5,106,SUPP,SUPP,109,SUPP,SUPP,SUPP,,108,103,SUPP,SUPP,107,SUPP,SUPP,SUPP,,107,102,SUPP,SUPP,105,SUPP,SUPP,SUPP,,106,SUPP,100%,SUPP,SUPP,SUPP,SUPP,86%,SUPP,SUPP,SUPP,SUPP,100%,SUPP,SUPP,SUPP,SUPP,71%,SUPP,SUPP,SUPP,SUPP,43%,SUPP,SUPP,SUPP,SUPP,29%,SUPP,SUPP,SUPP,SUPP,14%,SUPP,SUPP,SUPP,SUPP,14%,SUPP,SUPP,SUPP,10,100%,0,0%,1,10%,1,10%,2,20%,7,14%,86%,86%,29%,SUPP,SUPP,SUPP,SUPP,0.8,-3.6,5.2,4.8,0.6,9,3.7,-0.3,7.7,108,111,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,21,67%,14%,108,107,6.4,0,3.7,,,,3,1,3,1,3,1
1,4776,811,2702,4,9,117825,Bempton Primary School,School Lane,Bempton,,Bridlington,YO15 1JA,1262850508,E14000683,East Yorkshire,0,,,CY,0,Does not apply,03-Nov,,0,0,87,12,12,11,1,92%,8%,15.2,3,27%,4,36%,4,36%,1,8%,3,25%,9,75%,0,0%,10,83%,58%,8%,-3.3,-7,0.3,92%,1.3,-2.1,4.7,92%,-2.1,-5.3,1.1,92%,58%,17%,0%,97,67%,8%,0%,103,58%,17%,0%,100,67%,17%,33%,0%,83%,0%,55%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,60%,9%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,10%,-3.7,-7.5,0.1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-3.1,-7.1,1,2.2,-1.4,5.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,2.2,-1.6,5.9,-1.4,-4.8,1.9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-1.2,-4.7,2.4,96,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,96,99,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,99,102,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,102,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,12,100%,0,0%,0,0%,1,8%,1,8%,15,47%,53%,73%,0%,71%,0%,75%,0%,-0.6,-3.6,2.4,1.7,-1.2,4.6,-0.7,-3.4,2,104,103,17,12%,88%,65%,6%,SUPP,SUPP,SUPP,SUPP,-0.8,-3.9,2.3,1.7,-1.3,4.7,-0.1,-2.9,2.7,104,105,44,66%,5%,102,103,-3.3,1.3,-2.1,3,3,3,3,3,3,3,3,3
1,5072,811,2704,2,3,117827,Beverley St Nicholas Community Primary School,Holme Church Lane,,,Beverley,HU17 0QP,1482862882,E14000556,Beverley and Holderness,0,,,CY,0,Does not apply,03-Nov,,0,0,339,40,38,14,24,37%,63%,17.4,3,8%,13,34%,22,58%,0,0%,15,39%,23,61%,0,0%,37,97%,68%,5%,-2.7,-4.7,-0.8,100%,-0.1,-1.9,1.7,100%,-3,-4.7,-1.3,100%,74%,18%,0%,103,76%,26%,0%,104,79%,13%,0%,103,87%,26%,13%,0%,87%,0%,50%,79%,SUPP,62%,82%,60%,74%,-11,,68%,7%,4%,SUPP,0%,9%,0%,9%,-13,,5%,-4.2,-7.5,-1,-1.8,-4.3,0.6,SUPP,SUPP,SUPP,-1.6,-4.9,1.8,-3.7,-6.2,-1.1,-3.5,-6.6,-0.4,-2.2,-4.7,0.3,-3.8,NA,NA,NA,-2.9,-4.9,-0.9,-1,-4,2,0.4,-1.8,2.7,SUPP,SUPP,SUPP,-0.2,-3.3,2.9,-0.5,-2.8,1.9,-1,-3.9,1.9,0.5,-1.8,2.8,-1.3,NA,NA,NA,-0.1,-2,1.7,-3.6,-6.4,-0.8,-2.7,-4.8,-0.5,SUPP,SUPP,SUPP,-2.6,-5.6,0.3,-3.3,-5.6,-1.1,-4.1,-6.8,-1.4,-2.3,-4.5,-0.1,-4.5,NA,NA,NA,-3.1,-4.8,-1.4,101,105,SUPP,100,107,102,104,,103,102,105,SUPP,100,107,102,105,,103,102,106,SUPP,101,108,103,105,,104,SUPP,69%,86%,67%,78%,SUPP,69%,91%,73%,78%,SUPP,69%,95%,73%,83%,SUPP,77%,100%,80%,91%,SUPP,8%,27%,13%,22%,SUPP,8%,41%,13%,35%,SUPP,0%,23%,7%,17%,SUPP,0%,45%,20%,30%,38,100%,0,0%,0,0%,5,13%,5,13%,45,49%,51%,78%,4%,73%,5%,83%,4%,-2.1,-3.9,-0.3,-1.1,-2.8,0.6,-1.3,-2.9,0.3,105,106,37,30%,70%,62%,19%,45%,18%,69%,19%,-2.5,-4.6,-0.4,-1.2,-3.2,0.8,-0.6,-2.5,1.3,105,107,120,70%,9%,105,105,-2.8,-0.1,-3,4,3,3,4,3,3,4,3,4
1,5290,811,2706,5,3,117829,Bilton Community Primary School,School Lane,Bilton,,Hull,HU11 4EG,1482811342,E14000556,Beverley and Holderness,0,,,CY,0,Does not apply,03-Nov,,0,0,234,33,33,17,16,52%,48%,17.5,0,0%,19,58%,14,42%,0,0%,5,15%,28,85%,0,0%,31,94%,79%,9%,-1.8,-3.9,0.3,100%,0.3,-1.7,2.2,100%,-2.9,-4.7,-1.1,100%,82%,24%,0%,105,91%,48%,0%,108,91%,9%,0%,105,91%,30%,6%,0%,100%,0%,65%,94%,,63%,100%,SUPP,SUPP,SUPP,,77%,12%,6%,,0%,21%,SUPP,SUPP,SUPP,,10%,-3.5,-6.4,-0.6,0.1,-3,3.1,NA,NA,NA,-1.4,-4.2,1.4,-2.2,-5.5,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-2.1,-4.2,0.1,-1.1,-3.8,1.6,1.7,-1.1,4.5,NA,NA,NA,0.2,-2.4,2.7,0.4,-2.6,3.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.4,-1.7,2.4,-2.9,-5.4,-0.3,-2.9,-5.6,-0.3,NA,NA,NA,-2.4,-4.8,0.1,-3.6,-6.5,-0.8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-3.1,-5,-1.2,104,106,,103,108,SUPP,SUPP,,105,105,105,,104,107,SUPP,SUPP,,105,108,109,,105,113,SUPP,SUPP,,108,,68%,100%,SUPP,SUPP,,84%,100%,SUPP,SUPP,,84%,100%,SUPP,SUPP,,84%,100%,SUPP,SUPP,,16%,36%,SUPP,SUPP,,21%,86%,SUPP,SUPP,,0%,21%,SUPP,SUPP,,16%,50%,SUPP,SUPP,33,100%,0,0%,1,3%,2,6%,3,9%,36,22%,78%,67%,14%,63%,13%,68%,14%,-3.5,-5.5,-1.5,0.3,-1.6,2.2,-1.1,-2.9,0.7,105,106,24,25%,75%,79%,4%,67%,17%,83%,0%,-2,-4.5,0.5,-2,-4.4,0.4,-2.1,-4.4,0.2,107,106,93,74%,10%,105,106,-1.9,0.2,-3.3,3,3,3,5,3,3,3,3,4
1,6726,811,2707,6,8,117830,Boynton Primary School,Boynton,,,Bridlington,YO16 4XQ,1262677880,E14000683,East Yorkshire,0,,,CY,0,Does not apply,04-Nov,,0,0,65,10,10,5,5,50%,50%,17.3,0,0%,5,50%,5,50%,0,0%,1,10%,9,90%,0,0%,8,80%,80%,20%,1.7,-2.1,5.5,100%,-1.2,-4.7,2.3,100%,-1.4,-4.7,2,100%,80%,50%,0%,108,80%,60%,0%,107,80%,30%,0%,105,80%,20%,20%,0%,80%,0%,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,,100%,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,SUPP,,25%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,3.5,-0.8,7.7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.4,-3.5,4.4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,-0.1,-3.8,3.7,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,111,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,108,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,110,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,SUPP,10,100%,0,0%,0,0%,1,10%,1,10%,10,20%,80%,70%,0%,SUPP,SUPP,SUPP,SUPP,2.2,-1.5,5.9,-0.5,-4.1,3.1,0.6,-2.8,4,106,104,10,0%,100%,60%,0%,,,60%,0%,3.4,-0.5,7.3,-2.5,-6.2,1.2,0.3,-3.2,3.8,108,105,30,70%,7%,107,104,1.7,-1.2,-1.4,3,3,3,3,3,3,3,3,3
1,7018,811,2708,2,2,117831,Brandesburton Primary School,Main Street,Brandesburton,,Driffield,YO25 8RG,1964542472,E14000683,East Yorkshire,0,,,CY,0,Does not apply,03-Nov,,0,0,170,17,17,5,12,29%,71%,17.7,0,0%,9,53%,8,47%,0,0%,3,18%,14,82%,0,0%,17,100%,88%,29%,2.9,-0.1,5.8,100%,0.8,-1.9,3.5,100%,1.2,-1.4,3.7,100%,94%,59%,0%,110,94%,71%,0%,112,88%,41%,0%,108,88%,41%,12%,0%,94%,0%,SUPP,92%,,78%,100%,SUPP,SUPP,SUPP,,88%,SUPP,25%,,0%,63%,SUPP,SUPP,SUPP,,29%,SUPP,SUPP,SUPP,3.8,0.3,7.3,NA,NA,NA,1.1,-3,5.1,4.9,0.6,9.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,2.9,-0.1,5.8,SUPP,SUPP,SUPP,0.6,-2.6,3.8,NA,NA,NA,-1.4,-5.1,2.3,3.3,-0.7,7.2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,0.8,-1.9,3.5,SUPP,SUPP,SUPP,0.4,-2.6,3.5,NA,NA,NA,1.4,-2.1,5,0.9,-2.9,4.6,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,1.2,-1.4,3.7,SUPP,111,,104,116,SUPP,SUPP,,110,SUPP,108,,105,112,SUPP,SUPP,,108,SUPP,112,,107,117,SUPP,SUPP,,112,,89%,100%,SUPP,SUPP,,89%,100%,SUPP,SUPP,,78%,100%,SUPP,SUPP,,78%,100%,SUPP,SUPP,,22%,100%,SUPP,SUPP,,44%,100%,SUPP,SUPP,,22%,63%,SUPP,SUPP,,0%,88%,SUPP,SUPP,17,100%,0,0%,0,0%,1,6%,1,6%,20,25%,75%,75%,15%,SUPP,SUPP,SUPP,SUPP,-1.9,-4.5,0.7,1.1,-1.4,3.6,1.1,-1.3,3.5,105,107,15,33%,67%,80%,7%,SUPP,SUPP,SUPP,SUPP,1.6,-1.6,4.8,2.3,-0.8,5.4,3.3,0.5,6.1,106,108,52,81%,17%,107,108,2.9,0.8,1.2,3,3,2,3,3,3,3,3,3
1,8680,811,2709,8,9,117832,Burlington Junior School,Marton Road,,,Bridlington,YO16 7AQ,1262674487,E14000683,East Yorkshire,0,,,CY,0,Does not apply,07-Nov,R,0,0,323,76,75,41,34,55%,45%,16.4,8,11%,43,57%,24,32%,0,0%,35,47%,40,53%,0,0%,72,96%,65%,4%,-2.3,-3.7,-0.9,100%,-0.2,-1.4,1.1,100%,-1.1,-2.3,0.2,100%,71%,16%,0%,102,81%,43%,0%,107,75%,27%,0%,104,87%,9%,13%,0%,87%,0%,59%,74%,0%,60%,96%,54%,75%,-17,,65%,7%,0%,0%,2%,8%,3%,5%,-10,,4%,-2.3,-4.2,-0.4,-2.4,-4.5,-0.3,-4.4,-8.7,-0.1,-1.6,-3.5,0.2,-2.9,-5.4,-0.4,-4,-6,-2,-0.9,-2.8,1,-4.3,NA,NA,NA,-2.2,-3.6,-0.8,0.2,-1.6,1.9,-0.6,-2.5,1.3,3.6,-0.4,7.5,0.7,-1,2.4,-3,-5.2,-0.7,0.2,-1.7,2,-0.4,-2.2,1.3,-0.1,NA,NA,NA,-0.2,-1.6,1.1,-0.5,-2.2,1.1,-1.7,-3.5,0.1,-5.7,-9.5,-2,0.4,-1.2,2,-2.1,-4.3,0,-2.3,-4.1,-0.5,0,-1.6,1.7,-2.7,NA,NA,NA,-0.9,-2.2,0.3,101,103,87,102,108,100,104,,102,104,104,87,104,108,102,105,,104,106,108,89,106,113,105,108,,106,0%,67%,100%,57%,83%,0%,86%,100%,74%,88%,0%,77%,96%,69%,80%,25%,91%,100%,86%,88%,0%,12%,29%,9%,23%,0%,30%,79%,34%,50%,0%,21%,46%,11%,40%,0%,5%,21%,9%,10%,75,100%,0,0%,1,1%,6,8%,7,9%,75,44%,56%,52%,3%,39%,3%,62%,2%,-1.2,-2.6,0.2,-2,-3.3,-0.7,-1.9,-3.1,-0.7,103,101,76,36%,64%,51%,5%,56%,0%,49%,8%,-2.4,-3.8,-1,-0.6,-2,0.8,-1.7,-3,-0.4,102,103,226,56%,4%,102,103,-2.3,-0.2,-1.1,4,3,4,3,4,4,4,3,3
