LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
811,134741,Non-London,Primary,220,18.2,Low,"4,518",156,"4,674","2,019",65,910,292,268,133,202,25,152,75,114,178,"4,432",2884,329,264,77,4498,2795,119,314,71,4143,3115,178,293,64,4686,2773,119,321,71,4137,"3,292",131,311,81,"4,868","2,853",122,253,72,"4,421","3,000",61,319,71,"4,576","2,911",105,337,67,"4,493",2929,65,268,25,4432,"2,976",114,4674,910,25,45,-264,4,-52,-66,97%,3%,46%,1%,21%,7%,6%,3%,5%,1%,3%,2%,3%,4%,64%,7%,6%,2%,100%,NA,NA,NA,NA,NA,66%,4%,6%,1%,100%,NA,NA,NA,NA,NA,68%,3%,6%,2%,100%,NA,NA,NA,NA,NA,66%,1%,2%,2%,100%,NA,NA,NA,NA,NA,66%,1%,6%,1%,100%,NA,NA,NA,NA,NA,2%,-6%,0%,-1%,0%
811,118075,Non-London,Secondary with KS4,698,22.2,Medium,"5,889",26,"5,915","3,020",164,914,352,511,92,127,117,310,35,28,252,"5,922",3675,97,507,177,6102,3437,98,417,137,5215,3833,60,590,188,6183,3501,89,400,126,5156,"3,983",161,578,169,"6,243","4,053",142,221,90,"6,453","3,976",199,545,129,"6,271","4,055",176,960,60,"6,401",3934,164,511,117,5922,"4,321",177,5915,914,117,259,67,4,-60,-180,100%,0%,51%,3%,15%,6%,9%,2%,2%,2%,5%,1%,0%,4%,60%,2%,8%,3%,100%,NA,NA,NA,NA,NA,62%,1%,10%,3%,100%,NA,NA,NA,NA,NA,64%,3%,9%,3%,100%,NA,NA,NA,NA,NA,63%,3%,1%,4%,100%,NA,NA,NA,NA,NA,66%,3%,9%,2%,100%,NA,NA,NA,NA,NA,6%,1%,1%,-1%,0%
811,118120,Non-London,Primary,107,7.7,Low,"4,807",365,"5,172","2,053",117,"1,076",297,435,290,287,95,146,28,121,61,"5,005",2987,217,515,186,4974,2795,119,314,71,4143,3160,189,478,146,5198,2773,119,321,71,4137,"3,207",170,450,145,"5,664","2,853",122,253,72,"4,421","3,105",110,437,110,"5,408","2,911",105,337,67,"4,493",3128,117,435,95,5005,"2,976",114,5172,1076,95,141,-100,-80,-91,31,93%,7%,41%,2%,21%,6%,9%,6%,6%,2%,3%,1%,2%,1%,60%,4%,10%,4%,100%,NA,NA,NA,NA,NA,61%,4%,9%,3%,100%,NA,NA,NA,NA,NA,57%,3%,8%,3%,100%,NA,NA,NA,NA,NA,58%,2%,5%,4%,100%,NA,NA,NA,NA,NA,63%,2%,9%,2%,100%,NA,NA,NA,NA,NA,3%,-2%,-1%,-2%,0%
811,118121,Non-London,Primary,198,11.7,Low,"3,767",21,"3,788","1,997",61,591,216,208,307,122,30,52,74,27,45,"3,730",2828,89,201,50,3758,2795,119,314,71,4143,3043,69,245,46,4137,2773,119,321,71,4137,"2,995",78,235,49,"4,183","2,853",122,253,72,"4,421","2,851",84,214,42,"4,046","2,911",105,337,67,"4,493",2588,61,208,30,3730,"2,976",114,3788,591,30,-240,-28,7,-20,-28,99%,1%,54%,2%,16%,6%,6%,8%,3%,1%,1%,2%,1%,1%,75%,2%,5%,1%,100%,NA,NA,NA,NA,NA,74%,2%,6%,1%,100%,NA,NA,NA,NA,NA,72%,2%,6%,1%,100%,NA,NA,NA,NA,NA,71%,2%,6%,1%,100%,NA,NA,NA,NA,NA,69%,2%,6%,1%,100%,NA,NA,NA,NA,NA,-6%,0%,1%,0%,0%
811,118122,Non-London,Primary,108,4.1,Low,"4,369",317,"4,686","2,061",142,872,184,487,203,221,51,259,76,190,48,"4,795",3041,113,512,64,4542,2795,119,314,71,4143,2887,115,460,68,4337,2773,119,321,71,4137,"2,836",73,430,40,"4,604","2,853",122,253,72,"4,421","3,067",111,453,56,"4,686","2,911",105,337,67,"4,493",2933,142,487,51,4795,"2,976",114,4686,872,51,-108,29,-25,-13,253,93%,7%,43%,3%,18%,4%,10%,4%,5%,1%,5%,2%,4%,1%,67%,2%,11%,1%,100%,NA,NA,NA,NA,NA,67%,3%,11%,2%,100%,NA,NA,NA,NA,NA,62%,2%,9%,1%,100%,NA,NA,NA,NA,NA,65%,2%,4%,4%,100%,NA,NA,NA,NA,NA,61%,3%,10%,1%,100%,NA,NA,NA,NA,NA,-6%,1%,-1%,0%,0%
811,118148,Non-London,Special,88,29.5,Medium,"17,259",267,"17,525","7,227",479,"6,135",553,923,292,509,146,720,130,748,116,"17,980",10688,274,821,177,14217,12845,274,984,636,23712,11149,357,826,149,14794,13302,357,982,669,24700,"12,105",275,925,219,"16,492","13,614",275,806,219,"23,066","12,025",266,948,145,"16,308","13,444",266,"1,049",258,"23,744",13362,479,923,146,17980,"14,763",308,17525,6135,146,2674,205,102,-31,3763,98%,2%,40%,3%,34%,3%,5%,2%,3%,1%,4%,1%,4%,1%,75%,2%,6%,1%,100%,NA,NA,NA,NA,NA,75%,2%,6%,1%,100%,NA,NA,NA,NA,NA,73%,2%,6%,1%,100%,NA,NA,NA,NA,NA,74%,2%,1%,4%,100%,NA,NA,NA,NA,NA,74%,3%,5%,1%,100%,NA,NA,NA,NA,NA,-1%,1%,-1%,0%,0%
811,118072,Non-London,Secondary with KS4,800,5.3,Low,"4,816",148,"4,964","2,805",188,571,297,345,22,60,73,189,68,80,261,"4,959",3258,78,302,78,5060,3437,98,417,137,5215,3443,139,371,88,5103,3501,89,400,126,5156,"3,706",98,380,88,"5,333","3,550",144,308,106,"5,305","3,454",146,325,80,"4,931","3,600",122,402,101,"5,336",3376,188,345,73,4959,"3,600",116,4964,571,73,118,110,43,-5,-101,97%,3%,57%,4%,12%,6%,7%,0%,1%,1%,4%,1%,2%,5%,64%,2%,6%,2%,100%,NA,NA,NA,NA,NA,67%,3%,7%,2%,100%,NA,NA,NA,NA,NA,69%,2%,7%,2%,100%,NA,NA,NA,NA,NA,70%,3%,0%,4%,100%,NA,NA,NA,NA,NA,68%,4%,7%,1%,100%,NA,NA,NA,NA,NA,4%,2%,1%,-1%,0%
811,118073,Non-London,Secondary with KS4,1197,10,Low,"4,990",208,"5,198","3,089",163,555,253,413,18,64,113,217,31,73,344,"5,334",3516,98,461,153,5371,3437,98,417,137,5215,3662,92,439,172,5525,3501,89,400,126,5156,"3,533",123,387,114,"5,276","3,550",144,308,106,"5,305","3,646",117,415,112,"5,387","3,600",122,402,101,"5,336",3644,163,413,113,5334,"3,600",116,5198,555,113,128,65,-48,-40,-37,96%,4%,58%,3%,10%,5%,8%,0%,1%,2%,4%,1%,1%,6%,65%,2%,9%,3%,100%,NA,NA,NA,NA,NA,66%,2%,8%,3%,100%,NA,NA,NA,NA,NA,67%,2%,7%,2%,100%,NA,NA,NA,NA,NA,68%,2%,1%,5%,100%,NA,NA,NA,NA,NA,68%,3%,8%,2%,100%,NA,NA,NA,NA,NA,3%,1%,-1%,-1%,0%
811,118111,Non-London,Secondary with KS4,911,27.3,Medium,"6,903",97,"7,000","3,920",189,789,31,"1,442",5,55,5,347,128,37,269,"7,219",4170,150,1196,9,6706,4170,150,1196,9,6706,4217,134,1374,11,6822,4217,134,1374,11,6822,"4,122",122,"1,442",10,"6,663","4,053",142,221,90,"6,453","4,134",153,"1,374",-10,"6,530","4,055",176,960,60,"6,401",4710,189,1442,5,7219,"4,321",177,7000,789,5,540,39,246,-4,513,99%,1%,54%,3%,11%,0%,20%,0%,1%,0%,5%,2%,1%,4%,62%,2%,18%,0%,100%,NA,NA,NA,NA,NA,62%,2%,20%,0%,100%,NA,NA,NA,NA,NA,62%,2%,22%,0%,100%,NA,NA,NA,NA,NA,63%,2%,0%,6%,100%,NA,NA,NA,NA,NA,65%,3%,20%,0%,100%,NA,NA,NA,NA,NA,3%,1%,2%,0%,0%
811,118002,Non-London,Primary,165,5.5,Low,"4,475",133,"4,608","2,152",390,782,209,292,207,109,47,67,57,138,85,"4,536",2854,109,194,110,3908,2795,119,314,71,4143,2618,55,196,52,3667,2773,119,321,71,4137,SUPP,66,232,SUPP,"4,005","2,853",122,253,72,"4,421","2,762",112,247,66,"4,143","2,911",105,337,67,"4,493",2934,390,292,47,4536,"2,976",114,4608,782,47,80,281,98,-63,628,97%,3%,SUPP,9%,SUPP,5%,6%,5%,2%,1%,1%,1%,3%,2%,73%,3%,5%,3%,100%,NA,NA,NA,NA,NA,SUPP,2%,5%,1%,100%,NA,NA,NA,NA,NA,SUPP,2%,6%,SUPP,100%,NA,NA,NA,NA,NA,67%,3%,4%,2%,100%,NA,NA,NA,NA,NA,NA,9%,6%,1%,100%,NA,NA,NA,NA,NA,NA,6%,1%,-2%,0%
811,118003,Non-London,Primary,327,2.8,Low,"3,663",343,"4,006","2,021",139,442,311,282,100,81,91,97,20,118,114,"3,816",2668,75,270,88,3692,2795,119,314,71,4143,2586,42,256,83,3599,2773,119,321,71,4137,"2,532",81,269,137,"3,785","2,853",122,253,72,"4,421","2,545",76,275,158,"3,960","2,911",105,337,67,"4,493",2464,139,282,91,3816,"2,976",114,4006,442,91,-204,64,12,3,124,91%,9%,53%,4%,12%,8%,7%,3%,2%,2%,3%,1%,3%,3%,72%,2%,7%,2%,100%,NA,NA,NA,NA,NA,72%,1%,7%,2%,100%,NA,NA,NA,NA,NA,67%,2%,7%,4%,100%,NA,NA,NA,NA,NA,64%,2%,3%,4%,100%,NA,NA,NA,NA,NA,65%,4%,7%,2%,100%,NA,NA,NA,NA,NA,-7%,2%,0%,0%,0%
811,118144,Non-London,Special,107,34.2,Medium,"24,909",524,"25,433","7,228",123,"7,536","1,036","1,490",728,"5,072",356,532,238,238,139,"24,714",15281,197,1565,712,27531,12845,274,984,636,23712,14037,183,1614,669,26150,13302,357,982,669,24700,"13,614",-18,"1,350",555,"23,921","13,614",275,806,219,"23,066","13,690",255,"1,472",483,"23,914","13,444",266,"1,049",258,"23,744",14763,123,1490,356,24714,"14,763",308,25433,7536,356,-518,-74,-75,-356,-2817,98%,2%,29%,0%,30%,4%,6%,3%,21%,1%,2%,1%,1%,1%,56%,1%,6%,3%,100%,NA,NA,NA,NA,NA,54%,1%,6%,3%,100%,NA,NA,NA,NA,NA,57%,0%,6%,2%,100%,NA,NA,NA,NA,NA,57%,1%,2%,2%,100%,NA,NA,NA,NA,NA,60%,0%,6%,1%,100%,NA,NA,NA,NA,NA,4%,-1%,0%,-2%,0%
811,118145,Non-London,Special,130,31.1,Medium,"25,680",329,"26,010","6,484",308,"8,209","2,088","1,119",876,"5,425",259,851,271,43,127,"26,060",12845,403,984,636,23712,12845,274,984,636,23712,13302,478,982,679,24700,13302,357,982,669,24700,"13,638",278,946,35,"23,066","13,614",275,806,219,"23,066","13,444",401,"1,049",258,"23,744","13,444",266,"1,049",258,"23,744",14692,308,1119,259,26060,"14,763",308,26010,8209,259,1847,-95,135,-377,2348,99%,1%,25%,1%,32%,8%,4%,3%,21%,1%,3%,1%,0%,0%,54%,2%,4%,3%,100%,NA,NA,NA,NA,NA,54%,2%,4%,3%,100%,NA,NA,NA,NA,NA,59%,1%,4%,0%,100%,NA,NA,NA,NA,NA,56%,2%,2%,3%,100%,NA,NA,NA,NA,NA,56%,1%,4%,1%,100%,NA,NA,NA,NA,NA,2%,-1%,0%,-2%,0%
811,118036,Non-London,Primary,217,18.4,Low,"5,192",205,"5,397","2,392",126,"1,118",283,362,157,249,39,103,66,120,70,"5,086",2619,180,482,50,4197,2795,119,314,71,4143,2716,191,474,45,4375,2773,119,321,71,4137,"3,296",212,461,57,"5,077","2,853",122,253,72,"4,421","3,580",74,374,42,"5,016","2,911",105,337,67,"4,493",3511,126,362,39,5086,"2,976",114,5397,1118,39,892,-54,-120,-11,889,96%,4%,47%,2%,22%,6%,7%,3%,5%,1%,2%,1%,2%,1%,62%,4%,11%,1%,100%,NA,NA,NA,NA,NA,62%,4%,11%,1%,100%,NA,NA,NA,NA,NA,65%,4%,9%,1%,100%,NA,NA,NA,NA,NA,71%,1%,3%,2%,100%,NA,NA,NA,NA,NA,69%,2%,7%,1%,100%,NA,NA,NA,NA,NA,7%,-2%,-4%,0%,0%
811,118044,Non-London,Primary,94,3.2,Low,"5,422",193,"5,615","2,793",53,776,290,555,139,201,60,236,84,219,85,"5,492",3577,67,518,197,5346,2795,119,314,71,4143,3079,104,703,140,5237,2773,119,321,71,4137,"3,002",151,743,99,"5,229","2,853",122,253,72,"4,421","2,943",92,775,137,"5,438","2,911",105,337,67,"4,493",3569,53,555,60,5492,"2,976",114,5615,776,60,-8,-14,37,-137,146,97%,3%,SUPP,1%,SUPP,5%,10%,3%,4%,1%,4%,2%,4%,2%,67%,1%,10%,4%,100%,NA,NA,NA,NA,NA,SUPP,2%,13%,3%,100%,NA,NA,NA,NA,NA,57%,3%,14%,2%,100%,NA,NA,NA,NA,NA,54%,2%,3%,4%,100%,NA,NA,NA,NA,NA,NA,1%,10%,1%,100%,NA,NA,NA,NA,NA,NA,0%,0%,-3%,0%
811,118045,Non-London,Primary,110,14.5,Low,"5,092",199,"5,291","2,221",229,814,325,587,245,282,77,158,136,88,114,"5,276",3013,58,323,60,4329,2795,119,314,71,4143,2811,82,402,87,4682,2773,119,321,71,4137,"2,975",127,491,88,"5,077","2,853",122,253,72,"4,421","2,909",332,525,93,"5,266","2,911",105,337,67,"4,493",3034,229,587,77,5276,"2,976",114,5291,814,77,21,171,264,17,947,96%,4%,42%,4%,15%,6%,11%,5%,5%,1%,3%,3%,2%,2%,70%,1%,7%,1%,100%,NA,NA,NA,NA,NA,60%,2%,9%,2%,100%,NA,NA,NA,NA,NA,59%,3%,10%,2%,100%,NA,NA,NA,NA,NA,56%,6%,4%,5%,100%,NA,NA,NA,NA,NA,58%,4%,11%,1%,100%,NA,NA,NA,NA,NA,-12%,3%,4%,0%,0%
811,118076,Non-London,Secondary with KS4,446,7.4,Low,"5,491",103,"5,594","2,985",87,463,429,536,8,49,110,211,62,68,300,"5,306",3469,120,520,167,5483,3437,98,417,137,5215,3496,86,522,181,5618,3501,89,400,126,5156,"3,566",121,530,152,"5,693","3,550",144,308,106,"5,305","3,511",127,537,167,"5,426","3,600",122,402,101,"5,336",3447,87,536,110,5306,"3,600",116,5594,463,110,-22,-33,16,-57,-177,98%,2%,56%,2%,9%,8%,10%,0%,1%,2%,4%,1%,1%,6%,63%,2%,9%,3%,100%,NA,NA,NA,NA,NA,62%,2%,9%,3%,100%,NA,NA,NA,NA,NA,63%,2%,9%,3%,100%,NA,NA,NA,NA,NA,64%,2%,1%,3%,100%,NA,NA,NA,NA,NA,65%,2%,10%,2%,100%,NA,NA,NA,NA,NA,2%,0%,1%,-1%,0%
811,118080,Non-London,Secondary with KS4,1501,8,Low,"5,013",84,"5,098","2,982",92,580,322,316,47,72,114,156,81,36,258,"5,055",3375,121,290,119,5053,3437,98,417,137,5215,3470,131,306,131,5080,3501,89,400,126,5156,"3,642",217,355,159,"5,622","3,550",144,308,106,"5,305","3,742",109,341,138,"5,350","3,600",122,402,101,"5,336",3562,92,316,114,5055,"3,600",116,5098,580,114,187,-29,26,-5,2,98%,2%,59%,2%,11%,6%,6%,1%,1%,2%,3%,2%,1%,5%,67%,2%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,6%,3%,100%,NA,NA,NA,NA,NA,65%,4%,6%,3%,100%,NA,NA,NA,NA,NA,69%,2%,1%,3%,100%,NA,NA,NA,NA,NA,70%,2%,6%,2%,100%,NA,NA,NA,NA,NA,3%,0%,0%,0%,0%
811,118082,Non-London,Secondary with KS4,1111,11.2,Low,"5,255",106,"5,362","3,126",64,671,292,389,49,67,85,235,76,53,281,"5,386",3723,43,407,146,5407,3437,98,417,137,5215,3506,46,392,120,5101,3501,89,400,126,5156,"3,824",54,416,89,"5,439","3,550",144,308,106,"5,305","3,879",68,389,89,"5,489","3,600",122,402,101,"5,336",3797,64,389,85,5386,"3,600",116,5362,671,85,74,21,-18,-61,-21,98%,2%,58%,1%,12%,5%,7%,1%,1%,2%,4%,1%,1%,5%,69%,1%,8%,3%,100%,NA,NA,NA,NA,NA,69%,1%,8%,2%,100%,NA,NA,NA,NA,NA,70%,1%,8%,2%,100%,NA,NA,NA,NA,NA,71%,1%,1%,4%,100%,NA,NA,NA,NA,NA,70%,1%,7%,2%,100%,NA,NA,NA,NA,NA,1%,0%,-1%,-1%,0%
811,118083,Non-London,Secondary with KS4,1452,7.4,Low,"4,902",98,"5,000","3,202",76,435,257,415,32,80,77,143,31,84,281,"5,112",3411,72,351,149,5068,3437,98,417,137,5215,3565,76,399,143,5210,3501,89,400,126,5156,"3,521",113,404,126,"5,035","3,550",144,308,106,"5,305","3,627",95,420,113,"5,181","3,600",122,402,101,"5,336",3636,76,415,77,5112,"3,600",116,5000,435,77,225,4,64,-72,44,98%,2%,63%,1%,9%,5%,8%,1%,2%,2%,3%,1%,2%,5%,67%,1%,7%,3%,100%,NA,NA,NA,NA,NA,68%,1%,8%,3%,100%,NA,NA,NA,NA,NA,70%,2%,8%,3%,100%,NA,NA,NA,NA,NA,70%,2%,1%,3%,100%,NA,NA,NA,NA,NA,71%,1%,8%,2%,100%,NA,NA,NA,NA,NA,4%,0%,1%,-1%,0%
811,118084,Non-London,Secondary with KS4,612,8,Low,"5,121",174,"5,294","2,955",140,550,375,415,33,64,107,263,75,65,285,"5,326",3303,137,439,154,5362,3437,98,417,137,5215,3418,131,490,170,5432,3501,89,400,126,5156,"3,317",165,488,135,"5,267","3,550",144,308,106,"5,305","3,264",235,491,121,"5,321","3,600",122,402,101,"5,336",3505,140,415,107,5326,"3,600",116,5294,550,107,202,3,-24,-47,-36,97%,3%,55%,3%,10%,7%,8%,1%,1%,2%,5%,1%,1%,5%,62%,3%,8%,3%,100%,NA,NA,NA,NA,NA,63%,2%,9%,3%,100%,NA,NA,NA,NA,NA,63%,3%,9%,3%,100%,NA,NA,NA,NA,NA,62%,4%,1%,5%,100%,NA,NA,NA,NA,NA,66%,3%,8%,2%,100%,NA,NA,NA,NA,NA,4%,0%,0%,-1%,0%
811,118085,Non-London,Secondary with KS4,911,18.5,Low,"5,992",116,"6,108","3,257",200,703,67,"1,474",0,237,0,344,98,121,314,"6,815",3887,52,1031,0,5845,3437,98,417,137,5215,3919,78,1212,0,6103,3501,89,400,126,5156,"3,941",194,"1,392",0,"6,426","3,550",144,308,106,"5,305","4,062",82,"1,520",0,"6,796","3,600",122,402,101,"5,336",3960,200,1474,0,6815,"3,600",116,6108,703,0,73,148,443,0,970,98%,2%,48%,3%,10%,1%,22%,0%,3%,0%,5%,1%,2%,5%,66%,1%,18%,0%,100%,NA,NA,NA,NA,NA,64%,1%,20%,0%,100%,NA,NA,NA,NA,NA,61%,3%,22%,0%,100%,NA,NA,NA,NA,NA,59%,1%,0%,5%,100%,NA,NA,NA,NA,NA,58%,3%,22%,0%,100%,NA,NA,NA,NA,NA,-8%,2%,4%,0%,0%
811,117984,Non-London,Primary,113,4.4,Low,"4,992",257,"5,248","2,238",136,983,359,527,179,309,76,125,60,98,140,"5,230",2685,178,645,82,4888,2795,119,314,71,4143,2773,144,442,82,4857,2773,119,321,71,4137,"2,853",188,423,85,"4,962","2,853",122,253,72,"4,421","3,000",121,465,91,"5,067","2,911",105,337,67,"4,493",3221,136,527,76,5230,"2,976",114,5248,983,76,536,-42,-118,-6,342,95%,5%,43%,3%,19%,7%,10%,3%,6%,1%,2%,1%,2%,3%,55%,4%,13%,2%,100%,NA,NA,NA,NA,NA,57%,3%,9%,2%,100%,NA,NA,NA,NA,NA,57%,4%,9%,2%,100%,NA,NA,NA,NA,NA,59%,2%,4%,3%,100%,NA,NA,NA,NA,NA,62%,3%,10%,1%,100%,NA,NA,NA,NA,NA,7%,-1%,-3%,-1%,0%
811,117985,Non-London,Primary,285,4.6,Low,"3,753",99,"3,852","1,841",82,658,295,304,140,142,52,112,50,66,90,"3,831",2331,63,195,76,3308,2795,119,314,71,4143,2173,73,233,67,3252,2773,119,321,71,4137,"2,163",108,285,68,"3,395","2,853",122,253,72,"4,421","2,283",80,265,63,"3,618","2,911",105,337,67,"4,493",2499,82,304,52,3831,"2,976",114,3852,658,52,168,19,109,-24,523,97%,3%,48%,2%,17%,8%,8%,4%,4%,1%,3%,1%,2%,2%,70%,2%,6%,2%,100%,NA,NA,NA,NA,NA,67%,2%,7%,2%,100%,NA,NA,NA,NA,NA,64%,3%,8%,2%,100%,NA,NA,NA,NA,NA,63%,2%,3%,3%,100%,NA,NA,NA,NA,NA,65%,2%,8%,1%,100%,NA,NA,NA,NA,NA,-5%,0%,2%,-1%,0%
811,117987,Non-London,Primary,182,7.1,Low,"4,438",115,"4,552","2,356",97,833,311,260,376,166,47,52,65,78,110,"4,753",2922,86,263,58,3883,2795,119,314,71,4143,2789,61,261,70,3874,2773,119,321,71,4137,"2,515",109,235,57,"3,753","2,853",122,253,72,"4,421","3,058",72,260,54,"4,451","2,911",105,337,67,"4,493",3189,97,260,47,4753,"2,976",114,4552,833,47,267,11,-3,-11,870,97%,3%,50%,2%,18%,7%,5%,8%,4%,1%,1%,1%,2%,2%,75%,2%,7%,2%,100%,NA,NA,NA,NA,NA,72%,2%,7%,2%,100%,NA,NA,NA,NA,NA,67%,3%,6%,2%,100%,NA,NA,NA,NA,NA,69%,2%,7%,1%,100%,NA,NA,NA,NA,NA,67%,2%,5%,1%,100%,NA,NA,NA,NA,NA,-8%,0%,-2%,-1%,0%
811,117988,Non-London,Primary,87,8.1,Low,"5,273",195,"5,468","2,382",319,"1,059",243,305,79,178,60,124,81,166,129,"5,125",3651,96,307,65,5108,2795,119,314,71,4143,3629,96,271,65,5125,2773,119,321,71,4137,SUPP,171,328,SUPP,"5,267","2,853",122,253,72,"4,421","3,497",251,334,72,"5,597","2,911",105,337,67,"4,493",3441,319,305,60,5125,"2,976",114,5468,1059,60,-210,223,-2,-5,17,96%,4%,SUPP,6%,SUPP,5%,6%,2%,3%,1%,2%,2%,3%,3%,71%,2%,6%,1%,100%,NA,NA,NA,NA,NA,SUPP,2%,5%,1%,100%,NA,NA,NA,NA,NA,SUPP,3%,6%,SUPP,100%,NA,NA,NA,NA,NA,63%,4%,4%,6%,100%,NA,NA,NA,NA,NA,NA,6%,6%,1%,100%,NA,NA,NA,NA,NA,NA,4%,0%,0%,0%
811,117989,Non-London,Primary,133,5.6,Low,"4,354",441,"4,795","1,953",73,881,471,462,215,219,74,112,71,116,88,"4,734",2751,88,488,98,4707,2795,119,314,71,4143,2709,51,474,97,4626,2773,119,321,71,4137,"2,922",60,513,87,"4,789","2,853",122,253,72,"4,421","3,041",70,486,74,"4,790","2,911",105,337,67,"4,493",2834,73,462,74,4734,"2,976",114,4795,881,74,83,-15,-26,-24,27,91%,9%,41%,2%,19%,10%,10%,5%,5%,2%,2%,2%,2%,2%,58%,2%,10%,2%,100%,NA,NA,NA,NA,NA,59%,1%,10%,2%,100%,NA,NA,NA,NA,NA,61%,1%,11%,2%,100%,NA,NA,NA,NA,NA,63%,1%,5%,3%,100%,NA,NA,NA,NA,NA,60%,2%,10%,2%,100%,NA,NA,NA,NA,NA,2%,0%,0%,0%,0%
811,117990,Non-London,Primary,57,6.4,Low,"5,582",176,"5,759","3,165",123,670,555,439,197,154,132,124,79,166,140,"5,943",3816,206,432,147,5691,2795,119,314,71,4143,3807,127,391,165,5713,2773,119,321,71,4137,SUPP,177,435,128,"5,898","2,853",122,253,72,"4,421","4,158",126,483,133,"6,585","2,911",105,337,67,"4,493",3835,123,439,132,5943,"2,976",114,5759,670,132,19,-83,7,-15,252,97%,3%,53%,2%,11%,9%,7%,3%,3%,2%,2%,1%,3%,2%,67%,4%,8%,3%,100%,NA,NA,NA,NA,NA,SUPP,2%,7%,3%,100%,NA,NA,NA,NA,NA,SUPP,3%,7%,2%,100%,NA,NA,NA,NA,NA,63%,2%,3%,3%,100%,NA,NA,NA,NA,NA,65%,2%,7%,2%,100%,NA,NA,NA,NA,NA,-2%,-2%,-1%,-1%,0%
811,117992,Non-London,Primary,64,10.9,Low,"5,777",131,"5,908","2,903",66,823,442,443,238,236,149,128,89,301,100,"5,918",3553,150,435,166,5613,2795,119,314,71,4143,3790,116,518,169,5964,2773,119,321,71,4137,"3,729",100,468,132,"5,964","2,853",122,253,72,"4,421","3,805",93,445,120,"6,032","2,911",105,337,67,"4,493",3726,66,443,149,5918,"2,976",114,5908,823,149,173,-84,8,-17,305,98%,2%,SUPP,1%,SUPP,7%,7%,4%,4%,3%,2%,2%,5%,2%,63%,3%,8%,3%,100%,NA,NA,NA,NA,NA,64%,2%,9%,3%,100%,NA,NA,NA,NA,NA,63%,2%,8%,2%,100%,NA,NA,NA,NA,NA,64%,2%,4%,5%,100%,NA,NA,NA,NA,NA,NA,1%,7%,3%,100%,NA,NA,NA,NA,NA,NA,-2%,-1%,0%,0%
