LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,T1617CAT1,T1617CAT2,T1617CAT3,T1617CAT4,T1617CAT5,T1617CAT1LA,T1617CAT2LA,T1617CAT3LA,T1617CAT4LA,T1617CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PT1617CAT1,PT1617CAT2,PT1617CAT3,PT1617CAT4,PT1617CAT5,PT1617CAT1LA,PT1617CAT2LA,PT1617CAT3LA,PT1617CAT4LA,PT1617CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
811,117859,Non-London,Primary,102,3.5,Low,"4,576",307,"4,883","2,093",126,804,335,358,149,419,78,161,104,232,79,"4,938",2999,122,546,77,4804,2795,119,314,71,4143,2828,133,515,96,4690,2773,119,321,71,4137,"2,928",28,564,73,"5,140","2,853",122,253,72,"4,421","3,100",129,478,73,"5,497","2,911",105,337,67,"4,493",2897,126,358,78,4938,"2,976",114,4883,804,78,-102,4,-188,1,134,94%,6%,SUPP,3%,SUPP,7%,7%,3%,8%,2%,3%,2%,5%,2%,62%,3%,11%,2%,100%,NA,NA,NA,NA,NA,60%,3%,11%,2%,100%,NA,NA,NA,NA,NA,57%,1%,11%,1%,100%,NA,NA,NA,NA,NA,56%,2%,3%,5%,100%,NA,NA,NA,NA,NA,NA,3%,7%,2%,100%,NA,NA,NA,NA,NA,NA,0%,-4%,0%,0%
811,117860,Non-London,Primary,101,11.9,Low,"5,554",182,"5,736","2,125",51,"1,315",509,346,307,247,97,207,116,74,162,"5,558",3124,127,372,123,4838,2795,119,314,71,4143,3396,118,408,124,5432,2773,119,321,71,4137,"3,336",156,413,100,"5,456","2,853",122,253,72,"4,421","3,299",91,385,102,"5,424","2,911",105,337,67,"4,493",3440,51,346,97,5558,"2,976",114,5736,1315,97,316,-76,-26,-26,720,97%,3%,38%,1%,24%,9%,6%,6%,4%,2%,4%,2%,1%,3%,65%,3%,8%,3%,100%,NA,NA,NA,NA,NA,63%,2%,8%,2%,100%,NA,NA,NA,NA,NA,61%,3%,8%,2%,100%,NA,NA,NA,NA,NA,61%,2%,4%,5%,100%,NA,NA,NA,NA,NA,62%,1%,6%,2%,100%,NA,NA,NA,NA,NA,-3%,-2%,-2%,-1%,0%
811,117861,Non-London,Primary,73,4.7,Low,"5,333",202,"5,536","2,624",112,"1,001",300,402,151,229,57,210,54,179,162,"5,480",3671,253,358,65,5270,2795,119,314,71,4143,4312,76,385,62,6096,2773,119,321,71,4137,"3,965",137,383,61,"5,815","2,853",122,253,72,"4,421","4,168",31,414,65,"5,966","2,911",105,337,67,"4,493",3625,112,402,57,5480,"2,976",114,5536,1001,57,-46,-141,44,-8,210,96%,4%,48%,2%,18%,5%,7%,3%,4%,1%,4%,1%,3%,3%,70%,5%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,1%,6%,1%,100%,NA,NA,NA,NA,NA,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,4%,100%,NA,NA,NA,NA,NA,66%,2%,7%,1%,100%,NA,NA,NA,NA,NA,-4%,-3%,0%,0%,0%
811,117862,Non-London,Primary,72,4.5,Low,"5,864",249,"6,114","2,551",76,779,560,696,110,372,77,160,210,280,211,"6,081",3776,115,650,100,5525,2795,119,314,71,4143,3430,78,655,60,5248,2773,119,321,71,4137,"3,031",270,660,68,"5,159","2,853",122,253,72,"4,421","3,064",261,654,60,"5,132","2,911",105,337,67,"4,493",3330,76,696,77,6081,"2,976",114,6114,779,77,-446,-39,46,-23,556,96%,4%,42%,1%,13%,9%,11%,2%,6%,1%,3%,3%,5%,3%,68%,2%,12%,2%,100%,NA,NA,NA,NA,NA,65%,1%,12%,1%,100%,NA,NA,NA,NA,NA,59%,5%,13%,1%,100%,NA,NA,NA,NA,NA,60%,5%,3%,2%,100%,NA,NA,NA,NA,NA,55%,1%,11%,1%,100%,NA,NA,NA,NA,NA,-13%,-1%,-1%,-1%,0%
811,117864,Non-London,Primary,197,10.2,Low,"4,337",108,"4,444","2,365",48,902,203,318,134,142,13,109,47,113,111,"4,506",2459,151,233,42,3466,2795,119,314,71,4143,2707,78,365,49,4100,2773,119,321,71,4137,"2,933",73,311,43,"4,318","2,853",122,253,72,"4,421","3,097",41,291,46,"4,435","2,911",105,337,67,"4,493",3267,48,318,13,4506,"2,976",114,4444,902,13,808,-103,85,-29,1040,98%,2%,52%,1%,20%,5%,7%,3%,3%,0%,2%,1%,3%,2%,71%,4%,7%,1%,100%,NA,NA,NA,NA,NA,66%,2%,9%,1%,100%,NA,NA,NA,NA,NA,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,4%,100%,NA,NA,NA,NA,NA,73%,1%,7%,0%,100%,NA,NA,NA,NA,NA,2%,-3%,0%,-1%,0%
811,117866,Non-London,Primary,264,3.4,Low,"3,708",241,"3,949","2,115",104,645,344,257,128,129,38,155,125,68,107,"4,215",2379,131,208,37,3482,2795,119,314,71,4143,2435,85,206,41,3484,2773,119,321,71,4137,"2,458",65,224,34,"3,612","2,853",122,253,72,"4,421","2,526",80,226,40,"3,709","2,911",105,337,67,"4,493",2760,104,257,38,4215,"2,976",114,3949,645,38,381,-27,49,1,733,94%,6%,50%,2%,15%,8%,6%,3%,3%,1%,4%,3%,2%,3%,68%,4%,6%,1%,100%,NA,NA,NA,NA,NA,70%,2%,6%,1%,100%,NA,NA,NA,NA,NA,68%,2%,6%,1%,100%,NA,NA,NA,NA,NA,68%,2%,4%,4%,100%,NA,NA,NA,NA,NA,65%,2%,6%,1%,100%,NA,NA,NA,NA,NA,-3%,-2%,0%,0%,0%
811,117698,Non-London,Nursery,94,0,Low,"3,489",374,"3,863","1,490",13,"1,800",211,292,-35,53,46,37,34,11,95,"4,046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,816",131,490,83,"6,292","4,806",88,310,54,"6,634","6,529",57,611,104,"8,388","5,953",47,600,65,"7,821",3290,13,292,46,4046,"3,036",13,3863,1800,46,NA,NA,NA,NA,NA,90%,10%,37%,0%,44%,5%,7%,-1%,1%,1%,1%,1%,0%,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77%,2%,8%,1%,100%,NA,NA,NA,NA,NA,78%,1%,0%,4%,100%,NA,NA,NA,NA,NA,81%,0%,7%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,117699,Non-London,Nursery,147,0,Low,"2,807",349,"3,156","1,110",14,"1,238",144,291,0,62,16,103,35,9,33,"3,055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,647",57,766,46,"6,327","4,806",88,310,54,"6,634","4,114",20,589,34,"5,850","5,953",47,600,65,"7,821",2348,14,291,16,3055,"3,036",13,3156,1238,16,NA,NA,NA,NA,NA,89%,11%,36%,0%,41%,5%,10%,0%,2%,1%,3%,1%,0%,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73%,1%,12%,1%,100%,NA,NA,NA,NA,NA,70%,0%,0%,4%,100%,NA,NA,NA,NA,NA,77%,0%,10%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,117878,Non-London,Primary,140,10.7,Low,"4,386",40,"4,426","2,132",214,743,298,309,199,122,67,181,49,95,105,"4,514",2584,266,279,90,4114,2795,119,314,71,4143,2626,164,297,97,3982,2773,119,321,71,4137,"2,614",134,284,82,"3,939","2,853",122,253,72,"4,421","2,585",259,296,59,"4,166","2,911",105,337,67,"4,493",2875,214,309,67,4514,"2,976",114,4426,743,67,291,-52,30,-23,400,99%,1%,47%,5%,16%,7%,7%,4%,3%,1%,4%,1%,2%,2%,63%,6%,7%,2%,100%,NA,NA,NA,NA,NA,66%,4%,7%,2%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,62%,6%,4%,3%,100%,NA,NA,NA,NA,NA,64%,5%,7%,1%,100%,NA,NA,NA,NA,NA,1%,-1%,0%,-1%,0%
811,117881,Non-London,Primary,496,2.6,Low,"3,526",153,"3,679","1,915",97,670,169,209,120,103,23,157,56,90,74,"3,685",2469,88,166,56,3277,2795,119,314,71,4143,2452,77,169,56,3358,2773,119,321,71,4137,"2,522",70,186,47,"3,463","2,853",122,253,72,"4,421","2,552",62,206,42,"3,633","2,911",105,337,67,"4,493",2585,97,209,23,3685,"2,976",114,3679,670,23,116,9,43,-33,408,96%,4%,52%,3%,18%,5%,6%,3%,3%,1%,4%,2%,2%,2%,75%,3%,5%,2%,100%,NA,NA,NA,NA,NA,73%,2%,5%,2%,100%,NA,NA,NA,NA,NA,73%,2%,5%,1%,100%,NA,NA,NA,NA,NA,70%,2%,3%,4%,100%,NA,NA,NA,NA,NA,70%,3%,6%,1%,100%,NA,NA,NA,NA,NA,-5%,0%,1%,-1%,0%
811,117882,Non-London,Primary,63,32.7,Medium,"6,206",371,"6,577","3,250",112,"1,038",378,455,498,145,94,96,82,189,105,"6,441",3849,553,534,159,6607,3325,159,388,102,4927,4288,265,524,124,6518,3225,132,326,70,4746,"4,643",258,548,133,"7,141","3,162",113,289,77,"4,729","4,487",184,442,114,"6,856","3,181",132,369,69,"4,930",4288,112,455,94,6441,"3,176",126,6577,1038,94,439,-441,-79,-65,-166,94%,6%,50%,2%,16%,6%,7%,8%,2%,1%,1%,1%,3%,2%,58%,8%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,65%,4%,8%,2%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,67%,2%,7%,1%,100%,NA,NA,NA,NA,NA,9%,-6%,-1%,-1%,0%
811,117695,Non-London,Nursery,105,0,Low,"3,663",144,"3,807","1,518",48,"1,263",251,365,9,41,11,63,40,10,252,"3,870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,795",119,595,41,"7,538","4,806",88,310,54,"6,634","5,377",88,688,58,"7,438","5,953",47,600,65,"7,821",2781,48,365,11,3870,"3,036",13,3807,1263,11,NA,NA,NA,NA,NA,96%,4%,39%,1%,33%,6%,9%,0%,1%,0%,2%,1%,0%,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64%,2%,8%,1%,100%,NA,NA,NA,NA,NA,72%,1%,0%,4%,100%,NA,NA,NA,NA,NA,72%,1%,9%,0%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,131416,Non-London,Nursery,93,0,Low,"3,338",453,"3,791","1,582",7,"1,842",193,294,3,56,32,8,45,6,52,"4,120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,834",-41,454,62,"6,940","4,806",88,310,54,"6,634","6,820",37,553,71,"8,203","5,953",47,600,65,"7,821",3424,7,294,32,4120,"3,036",13,3791,1842,32,NA,NA,NA,NA,NA,88%,12%,38%,0%,45%,5%,7%,0%,1%,1%,0%,1%,0%,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84%,-1%,7%,1%,100%,NA,NA,NA,NA,NA,83%,0%,0%,1%,100%,NA,NA,NA,NA,NA,83%,0%,7%,1%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,133480,Non-London,Primary,412,29.1,Medium,"4,892",56,"4,948","2,075",71,996,0,"1,076",5,243,0,159,35,69,130,"4,861",2993,70,664,0,4384,3467,88,557,0,4838,SUPP,75,841,0,4701,3225,132,326,70,4746,"3,013",114,917,0,"4,780","3,162",113,289,77,"4,729","3,044",101,984,0,"4,800","3,181",132,369,69,"4,930",3072,71,1076,0,4861,"3,176",126,4948,996,0,79,1,412,0,477,99%,1%,43%,1%,20%,0%,22%,0%,5%,0%,3%,1%,1%,3%,68%,2%,15%,0%,100%,NA,NA,NA,NA,NA,66%,2%,18%,0%,100%,NA,NA,NA,NA,NA,63%,2%,19%,0%,100%,NA,NA,NA,NA,NA,63%,2%,0%,3%,100%,NA,NA,NA,NA,NA,63%,1%,22%,0%,100%,NA,NA,NA,NA,NA,-5%,-1%,7%,0%,0%
811,133481,Non-London,Primary,209,6.2,Low,"4,193",313,"4,506","2,126",100,722,256,362,189,202,61,156,59,70,163,"4,466",2590,69,273,70,3679,2795,119,314,71,4143,SUPP,42,293,61,3625,2773,119,321,71,4137,"2,572",52,321,65,"3,929","2,853",122,253,72,"4,421","2,614",98,321,66,"4,115","2,911",105,337,67,"4,493",2848,100,362,61,4466,"2,976",114,4506,722,61,258,31,89,-9,787,93%,7%,48%,2%,16%,6%,8%,4%,5%,1%,3%,1%,2%,4%,70%,2%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,8%,2%,100%,NA,NA,NA,NA,NA,65%,1%,8%,2%,100%,NA,NA,NA,NA,NA,63%,2%,3%,3%,100%,NA,NA,NA,NA,NA,64%,2%,8%,1%,100%,NA,NA,NA,NA,NA,-6%,0%,1%,-1%,0%
811,133519,Non-London,Primary,49,32.7,Medium,"7,775",130,"7,906","3,545",320,"1,506",516,967,364,227,146,220,118,398,333,"8,660",3522,361,552,115,5817,3325,159,388,102,4927,SUPP,338,678,122,6068,3225,132,326,70,4746,SUPP,244,799,SUPP,"6,713","3,162",113,289,77,"4,729","5,003",290,"1,024",183,"8,990","3,181",132,369,69,"4,930",5050,320,967,146,8660,"3,176",126,7906,1506,146,1528,-41,415,31,2843,98%,2%,41%,4%,17%,6%,11%,4%,3%,2%,3%,1%,5%,4%,61%,6%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,6%,11%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,12%,SUPP,100%,NA,NA,NA,NA,NA,55%,3%,3%,4%,100%,NA,NA,NA,NA,NA,58%,4%,11%,2%,100%,NA,NA,NA,NA,NA,-3%,-2%,2%,0%,0%
811,135077,Non-London,Primary,220,5.5,Low,"3,969",31,"4,001","2,049",139,820,212,262,118,177,41,81,49,90,148,"4,186",2705,154,280,42,3872,2795,119,314,71,4143,2560,142,258,37,3746,2773,119,321,71,4137,"2,362",238,271,40,"3,791","2,853",122,253,72,"4,421","2,403",332,264,43,"3,970","2,911",105,337,67,"4,493",2869,139,262,41,4186,"2,976",114,4001,820,41,164,-15,-18,-1,314,99%,1%,49%,3%,20%,5%,6%,3%,4%,1%,2%,1%,2%,4%,70%,4%,7%,1%,100%,NA,NA,NA,NA,NA,68%,4%,7%,1%,100%,NA,NA,NA,NA,NA,62%,6%,7%,1%,100%,NA,NA,NA,NA,NA,60%,8%,4%,2%,100%,NA,NA,NA,NA,NA,69%,3%,6%,1%,100%,NA,NA,NA,NA,NA,-1%,-1%,-1%,0%,0%
811,132209,Non-London,Primary,216,25.9,Medium,"5,199",47,"5,245","2,636",320,815,445,303,210,110,81,235,99,111,98,"5,463",3095,198,273,136,4677,3325,159,388,102,4927,2804,277,249,110,4434,3225,132,326,70,4746,"2,937",260,271,115,"4,476","3,162",113,289,77,"4,729","3,231",292,283,93,"5,102","3,181",132,369,69,"4,930",3451,320,303,81,5463,"3,176",126,5245,815,81,356,122,30,-55,786,99%,1%,48%,6%,15%,8%,6%,4%,2%,1%,4%,2%,2%,2%,66%,4%,6%,3%,100%,NA,NA,NA,NA,NA,63%,6%,6%,2%,100%,NA,NA,NA,NA,NA,66%,6%,6%,3%,100%,NA,NA,NA,NA,NA,63%,6%,4%,4%,100%,NA,NA,NA,NA,NA,63%,6%,6%,1%,100%,NA,NA,NA,NA,NA,-3%,2%,0%,-2%,0%
811,132349,Non-London,Primary,336,15.8,Low,"4,149",55,"4,204","1,915",269,714,247,319,182,149,51,142,47,69,145,"4,249",2615,67,241,62,3756,2795,119,314,71,4143,2769,122,227,66,4133,2773,119,321,71,4137,"2,674",129,219,55,"3,972","2,853",122,253,72,"4,421","2,597",75,228,63,"3,870","2,911",105,337,67,"4,493",2630,269,319,51,4249,"2,976",114,4204,714,51,15,202,78,-11,493,99%,1%,45%,6%,17%,6%,8%,4%,3%,1%,3%,1%,2%,3%,70%,2%,6%,2%,100%,NA,NA,NA,NA,NA,67%,3%,5%,2%,100%,NA,NA,NA,NA,NA,67%,3%,6%,1%,100%,NA,NA,NA,NA,NA,67%,2%,4%,3%,100%,NA,NA,NA,NA,NA,62%,6%,8%,1%,100%,NA,NA,NA,NA,NA,-8%,4%,2%,-1%,0%
811,135115,Non-London,Primary,428,5.1,Low,"3,742",111,"3,852","1,789",116,774,179,234,106,154,50,203,28,114,163,"3,911",2381,96,214,54,3451,2795,119,314,71,4143,2459,94,228,59,3628,2773,119,321,71,4137,"2,461",135,226,55,"3,679","2,853",122,253,72,"4,421","2,439",60,226,48,"3,599","2,911",105,337,67,"4,493",2563,116,234,50,3911,"2,976",114,3852,774,50,182,20,20,-4,460,97%,3%,46%,3%,20%,5%,6%,3%,4%,1%,5%,1%,3%,4%,69%,3%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,6%,2%,100%,NA,NA,NA,NA,NA,67%,4%,6%,1%,100%,NA,NA,NA,NA,NA,67%,2%,2%,4%,100%,NA,NA,NA,NA,NA,66%,3%,6%,1%,100%,NA,NA,NA,NA,NA,-3%,0%,0%,-1%,0%
811,135078,Non-London,Primary,263,11.4,Low,"4,322",123,"4,445","2,091",184,880,308,342,173,164,60,139,54,59,172,"4,626",2879,87,279,85,4061,2795,119,314,71,4143,2566,160,285,71,3941,2773,119,321,71,4137,"2,731",152,316,81,"4,372","2,853",122,253,72,"4,421","2,723",200,340,73,"4,487","2,911",105,337,67,"4,493",2971,184,342,60,4626,"2,976",114,4445,880,60,92,97,63,-25,565,97%,3%,45%,4%,19%,7%,7%,4%,4%,1%,3%,1%,1%,4%,71%,2%,7%,2%,100%,NA,NA,NA,NA,NA,65%,4%,7%,2%,100%,NA,NA,NA,NA,NA,62%,3%,7%,2%,100%,NA,NA,NA,NA,NA,60%,4%,4%,2%,100%,NA,NA,NA,NA,NA,64%,4%,7%,1%,100%,NA,NA,NA,NA,NA,-7%,2%,0%,-1%,0%
811,135700,Non-London,Primary,325,43.3,High,"4,936",232,"5,167","2,380",201,848,338,347,226,131,138,126,47,278,108,"5,170",3291,191,304,157,4979,3467,88,557,0,4838,3059,151,315,190,4837,3522,95,843,0,5114,"3,456",104,351,210,"5,432","3,661",78,244,105,"5,523","3,381",117,368,172,"5,291","3,690",97,694,86,"5,737",3229,201,347,138,5170,"3,521",131,5167,848,138,-62,10,43,-19,191,96%,4%,46%,4%,16%,7%,7%,4%,3%,3%,2%,1%,5%,2%,66%,4%,6%,3%,100%,NA,NA,NA,NA,NA,63%,3%,7%,4%,100%,NA,NA,NA,NA,NA,64%,2%,6%,4%,100%,NA,NA,NA,NA,NA,64%,2%,4%,3%,100%,NA,NA,NA,NA,NA,62%,4%,7%,3%,100%,NA,NA,NA,NA,NA,-4%,0%,1%,0%,0%
811,142135,Non-London,Pupil Referral Unit,20,45,High,"97,360",156,"97,516","24,676","3,009","15,906","5,084","4,129","1,201","2,449",315,"7,456","1,071","26,053","13,319","104,670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40582,3009,4129,315,104670,"40,582","3,009",97516,15906,315,NA,NA,NA,NA,NA,100%,0%,24%,3%,15%,5%,4%,1%,2%,0%,7%,1%,25%,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39%,3%,4%,0%,100%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LA,East Riding of Yorkshire,Non-London,Nursery,,,Low,3414,362,3799,1504,13,1532,202,293,2,54,24,50,38,9,73,3958
LA-PRI,East Riding of Yorkshire,Non-London,Primary,,,High,5288,131,5418,2278,131,1243,169,649,112,110,69,218,68,224,105,5376
LA-PRI,East Riding of Yorkshire,Non-London,Primary,,,Low,4392,158,4565,2125,114,851,283,346,170,177,55,148,65,109,112,4642
LA-PRI,East Riding of Yorkshire,Non-London,Primary,,,Medium,4809,106,4863,2241,126,935,279,358,245,180,60,168,84,110,118,4892
LA-PRU,East Riding of Yorkshire,Non-London,Pupil Referral Unit,,,High,97360,156,97516,24676,3009,15906,5084,4129,1201,2449,315,7456,1071,26053,13319,104670
LA-SEC-WITH-KS4,East Riding of Yorkshire,Non-London,Secondary with KS4,,,Low,5067,111,5246,3037,116,563,294,414,27,66,96,214,71,70,283,5316
LA-SEC-WITH-KS4,East Riding of Yorkshire,Non-London,Secondary with KS4,,,Medium,6396,62,6457,3470,177,851,191,977,48,91,61,329,82,32,261,6570
LA-SPE,East Riding of Yorkshire,Non-London,Special,,,Medium,24909,329,25433,7227,308,7536,1036,1119,728,5072,259,720,238,238,127,24714
NAT-PRI,,,Primary,,,,4606,157,4800,2203,117,839,303,384,185,167,55,198,54,83,91,4814
NAT-PRU,,,Pupil Referral Unit,,,,45786,1501,50246,21504,2403,7948,2149,4793,390,1184,315,1636,414,1652,635,49296
NAT-SEC-WITH-KS4,,,Secondary With KS4,,,,5676,150,5904,3289,119,630,379,545,56,100,94,223,69,66,229,6017
NAT-SPE,,,Special,,,,22836,509,23635,8552,346,7847,1439,1757,299,726,257,686,188,301,151,23930
NAT-SEC-WITHOUT-KS4,,,Secondary Without KS4,,,,4639,190,4818,2665,101,511,310,416,38,124,63,263,36,65,120,4941
LONDON,,London,Nursery,,,High,"8,311",423,"9,091","2,429",144,"2,715",608,"1,054",146,265,65,108,51,130,211,"8,990"
LONDON,,London,Nursery,,,Low,"5,289",791,"6,448","1,739",62,"2,329",448,694,36,244,42,107,51,73,110,"6,836"
LONDON,,London,Nursery,,,Medium,"7,656",545,"7,992","2,540",66,"2,086",743,950,49,291,57,128,42,219,74,"7,893"
LONDON-PRI,,London,Primary,,,High,"6,979",130,"7,154","2,955",251,"1,376",482,585,301,239,68,248,75,289,125,"7,246"
LONDON-PRI,,London,Primary,,,Low,"4,935",171,"5,203","2,371",173,925,322,418,168,176,52,195,56,111,92,"5,192"
LONDON-PRI,,London,Primary,,,Medium,"6,141",145,"6,362","2,675",220,"1,241",409,492,221,202,59,214,68,183,110,"6,384"
LONDON-PRU,,London,Pupil Referral Unit,,,High,"46,621",578,"50,853","22,238","3,528","6,142","2,065","4,778",309,"1,632",302,"1,902",492,"1,589",323,"49,621"
LONDON-PRU,,London,Pupil Referral Unit,,,Low,"30,474",335,"33,276","12,010","2,431","5,132",201,"2,732",66,422,7,623,169,363,206,"32,718"
LONDON-PRU,,London,Pupil Referral Unit,,,Medium,"35,579","1,490","36,780","18,743","3,294","5,522","2,314","3,151",464,419,286,583,339,"1,673",412,"37,321"
LONDON-SEC-WITH-KS4,,London,Secondary with KS4,,,High,"8,661",97,"8,740","4,479",191,895,611,838,194,157,113,375,120,152,370,"8,795"
LONDON-SEC-WITH-KS4,,London,Secondary with KS4,,,Low,"6,178",157,"6,437","3,719",137,631,413,624,47,106,85,230,82,85,204,"6,564"
LONDON-SEC-WITH-KS4,,London,Secondary with KS4,,,Medium,"7,856",142,"8,092","4,162",240,866,513,777,112,142,99,314,96,119,237,"8,083"
LONDON-SEC-WITHOUT-KS4,,London,Secondary without KS4,,,Low,"5,735",175,"5,910","2,763",235,859,276,441,137,217,70,229,42,342,63,"5,674"
LONDON-SPE,,London,Special,,,High,"29,905",513,"30,675","11,017",675,"8,744","2,065","2,465",382,870,299,762,294,729,229,"30,689"
LONDON-SPE,,London,Special,,,Low,"132,185","1,978","134,163","13,131",289,"90,674","15,767","9,912","2,988","3,022","1,645","6,368","1,965","2,286",478,"148,524"
LONDON-SPE,,London,Special,,,Medium,"27,719",348,"29,037","10,506",643,"10,186","1,355","2,093",294,"1,005",279,638,261,563,164,"28,675"
NON-LONDON,,Non-London,Nursery,,,High,"4,927",664,"5,597","1,618",39,"1,530",330,"1,181",156,172,47,188,21,34,67,"5,616"
NON-LONDON,,Non-London,Nursery,,,Low,"4,088",464,"4,668","1,490",42,"1,622",346,542,11,139,50,99,29,36,102,"4,720"
NON-LONDON,,Non-London,Nursery,,,Medium,"5,030",357,"5,578","1,678",56,"1,871",346,715,53,249,87,134,24,20,133,"5,665"
NON-LONDON-PRI,,Non-London,Primary,,,High,"5,480",101,"5,612","2,369",128,"1,126",383,439,242,191,68,227,53,113,97,"5,623"
NON-LONDON-PRI,,Non-London,Primary,,,Low,"4,367",172,"4,565","2,157",109,765,287,369,177,160,54,194,53,74,89,"4,583"
NON-LONDON-PRI,,Non-London,Primary,,,Medium,"4,956",115,"5,090","2,218",123,"1,035",333,393,207,177,60,204,52,97,92,"5,129"
NON-LONDON-PRU,,Non-London,Pupil Referral Unit,,,High,"41,676","1,153","44,723","18,620","1,836","7,982","2,160","4,360",397,995,320,"1,588",365,"1,654",668,"44,963"
NON-LONDON-PRU,,Non-London,Pupil Referral Unit,,,Low,"114,626","2,483","117,109","73,904","3,185","21,692","3,983","12,003",511,"3,374",925,"2,828","1,919","2,475",923,"119,416"
