LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1112CAT1,T1112CAT2,T1112CAT3,T1112CAT4,T1112CAT5,T1112CAT1LA,T1112CAT2LA,T1112CAT3LA,T1112CAT4LA,T1112CAT5LA,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1112CAT1,PT1112CAT2,PT1112CAT3,PT1112CAT4,PT1112CAT5,PT1112CAT1LA,PT1112CAT2LA,PT1112CAT3LA,PT1112CAT4LA,PT1112CAT5LA,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
811,117825,Non-London,Primary,108.5,12.1,Low,"5,156",169,"5,324","1,910",51,"1,265",487,477,178,131,62,158,171,91,192,"5,173",3247,141,473,74,4976,2717,144,314,67,4125,3291,103,460,63,5013,2795,119,314,71,4143,3472,80,479,79,5172,2773,119,321,71,4137,SUPP,48,429,65,"4,753","2,853",122,253,72,"4,421","3,175",51,477,62,"5,173","2,911",105,337,67,"4,493",-72,-90,4,-12,197,97%,3%,37%,1%,24%,9%,9%,3%,3%,1%,3%,3%,2%,4%,65%,3%,10%,1%,100%,NA,NA,NA,NA,NA,66%,2%,9%,1%,100%,NA,NA,NA,NA,NA,SUPP,2%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,9%,1%,100%,NA,NA,NA,NA,NA,61%,1%,3%,3%,100%,NA,NA,NA,NA,NA,-4%,-2%,-7%,2%,0%
811,117827,Non-London,Primary,302,28.4,Medium,"4,298",142,"4,440","1,908",145,852,248,318,264,144,70,161,49,97,108,"4,364",2744,176,299,62,4088,3314,174,317,84,4855,2621,204,287,68,3986,3325,159,388,102,4927,2694,210,307,65,4223,3225,132,326,70,4746,"2,770",216,322,80,"4,407","3,162",113,289,77,"4,729","2,760",145,318,70,"4,364","3,181",132,369,69,"4,930",16,-31,19,8,276,97%,3%,44%,3%,20%,6%,7%,6%,3%,2%,4%,1%,2%,2%,67%,4%,7%,2%,100%,NA,NA,NA,NA,NA,66%,5%,7%,2%,100%,NA,NA,NA,NA,NA,64%,5%,7%,2%,100%,NA,NA,NA,NA,NA,63%,5%,7%,2%,100%,NA,NA,NA,NA,NA,64%,3%,6%,4%,100%,NA,NA,NA,NA,NA,-3%,-1%,-1%,2%,0%
811,117829,Non-London,Primary,253,9.4,Low,"4,258",77,"4,335","1,924",118,841,282,327,131,236,83,179,55,138,111,"4,426",2445,77,233,74,3544,2717,144,314,67,4125,2528,59,242,56,3623,2795,119,314,71,4143,2523,81,257,83,3828,2773,119,321,71,4137,"2,532",230,270,76,"4,060","2,853",122,253,72,"4,421","2,765",118,327,83,"4,426","2,911",105,337,67,"4,493",320,41,94,9,882,98%,2%,43%,3%,19%,6%,7%,3%,5%,2%,4%,1%,3%,3%,69%,2%,7%,2%,100%,NA,NA,NA,NA,NA,70%,2%,7%,2%,100%,NA,NA,NA,NA,NA,66%,2%,7%,2%,100%,NA,NA,NA,NA,NA,62%,6%,7%,2%,100%,NA,NA,NA,NA,NA,62%,3%,3%,4%,100%,NA,NA,NA,NA,NA,-7%,1%,-4%,2%,0%
811,117830,Non-London,Primary,65,4.6,Low,"5,472",255,"5,727","2,554",38,"1,132",299,472,216,41,68,566,202,111,58,"5,757",3691,103,465,80,5298,2717,144,314,67,4125,3618,70,438,90,5144,2795,119,314,71,4143,3765,52,410,107,5338,2773,119,321,71,4137,SUPP,82,503,101,"5,910","2,853",122,253,72,"4,421","3,686",38,472,68,"5,757","2,911",105,337,67,"4,493",-5,-65,7,-12,459,96%,4%,44%,1%,20%,5%,8%,4%,1%,1%,10%,4%,2%,1%,70%,2%,9%,2%,100%,NA,NA,NA,NA,NA,70%,1%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,9%,2%,100%,NA,NA,NA,NA,NA,64%,1%,4%,10%,100%,NA,NA,NA,NA,NA,-6%,-1%,-5%,8%,0%
811,117831,Non-London,Primary,170.5,8.6,Low,"4,321",92,"4,413","2,143",76,788,234,371,132,144,71,148,80,64,127,"4,378",2889,85,404,79,4349,2717,144,314,67,4125,3020,4,377,100,4189,2795,119,314,71,4143,2962,33,378,88,4129,2773,119,321,71,4137,"3,151",46,381,77,"4,468","2,853",122,253,72,"4,421","2,931",76,371,71,"4,378","2,911",105,337,67,"4,493",42,-9,-33,-8,29,98%,2%,49%,2%,18%,5%,8%,3%,3%,2%,3%,2%,1%,3%,66%,2%,9%,2%,100%,NA,NA,NA,NA,NA,72%,0%,9%,2%,100%,NA,NA,NA,NA,NA,72%,1%,9%,2%,100%,NA,NA,NA,NA,NA,71%,1%,9%,2%,100%,NA,NA,NA,NA,NA,67%,2%,3%,3%,100%,NA,NA,NA,NA,NA,1%,0%,-6%,1%,0%
811,117832,Non-London,Primary,300,25,Medium,"4,408",90,"4,498","2,125",95,748,316,311,64,183,68,164,33,168,115,"4,391",2400,123,238,58,3690,2717,144,314,67,4125,2542,129,251,71,3846,2795,119,314,71,4143,2523,61,280,74,3921,3225,132,326,70,4746,"2,627",92,279,70,"4,236","3,162",113,289,77,"4,729","2,873",95,311,68,"4,391","3,181",132,369,69,"4,930",473,-28,73,10,701,98%,2%,48%,2%,17%,7%,7%,1%,4%,2%,4%,1%,4%,3%,65%,3%,6%,2%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,64%,2%,7%,2%,100%,NA,NA,NA,NA,NA,62%,2%,7%,2%,100%,NA,NA,NA,NA,NA,65%,2%,1%,4%,100%,NA,NA,NA,NA,NA,0%,-1%,-5%,2%,0%
811,117833,Non-London,Primary,238,31.5,Medium,"4,740",66,"4,806","2,242",187,893,202,346,271,227,56,61,60,115,154,"4,815",2649,154,307,47,3887,3314,174,317,84,4855,2668,237,279,58,3996,3325,159,388,102,4927,2848,240,305,56,4317,3225,132,326,70,4746,"3,049",211,325,51,"4,677","3,162",113,289,77,"4,729","3,135",187,346,56,"4,815","3,181",132,369,69,"4,930",486,33,39,9,928,99%,1%,47%,4%,19%,4%,7%,6%,5%,1%,1%,1%,2%,3%,68%,4%,8%,1%,100%,NA,NA,NA,NA,NA,67%,6%,7%,1%,100%,NA,NA,NA,NA,NA,66%,6%,7%,1%,100%,NA,NA,NA,NA,NA,65%,5%,7%,1%,100%,NA,NA,NA,NA,NA,66%,4%,6%,1%,100%,NA,NA,NA,NA,NA,-2%,0%,-2%,0%,0%
811,117838,Non-London,Primary,126,8.4,Low,"4,429",77,"4,506","1,813",104,924,256,384,164,180,37,118,49,122,98,"4,250",2831,91,327,53,4163,2717,144,314,67,4125,3031,87,367,60,4512,2795,119,314,71,4143,3109,176,381,62,4842,2773,119,321,71,4137,"2,943",108,378,82,"4,573","2,853",122,253,72,"4,421","2,737",104,384,37,"4,250","2,911",105,337,67,"4,493",-94,13,57,-16,87,98%,2%,43%,2%,22%,6%,9%,4%,4%,1%,3%,1%,3%,2%,68%,2%,8%,1%,100%,NA,NA,NA,NA,NA,67%,2%,8%,1%,100%,NA,NA,NA,NA,NA,64%,4%,8%,1%,100%,NA,NA,NA,NA,NA,64%,2%,8%,2%,100%,NA,NA,NA,NA,NA,65%,2%,4%,3%,100%,NA,NA,NA,NA,NA,-3%,0%,-4%,2%,0%
811,117839,Non-London,Primary,65,3.4,Low,"6,649",23,"6,672","2,659",483,"1,226",346,470,238,215,145,140,177,228,51,"6,376",3309,360,398,113,5061,2717,144,314,67,4125,2978,455,367,98,4703,2795,119,314,71,4143,3385,302,424,120,5276,2773,119,321,71,4137,"3,167",115,365,103,"4,882","2,853",122,253,72,"4,421","3,885",483,470,145,"6,376","2,911",105,337,67,"4,493",576,123,72,32,1315,100%,0%,42%,8%,19%,5%,7%,4%,3%,2%,2%,3%,4%,1%,65%,7%,8%,2%,100%,NA,NA,NA,NA,NA,63%,10%,8%,2%,100%,NA,NA,NA,NA,NA,64%,6%,8%,2%,100%,NA,NA,NA,NA,NA,65%,2%,7%,2%,100%,NA,NA,NA,NA,NA,61%,8%,4%,2%,100%,NA,NA,NA,NA,NA,-4%,1%,-4%,0%,0%
811,117840,Non-London,Primary,471,14,Low,"3,880",155,"4,036","1,891",119,766,208,231,18,128,56,185,58,74,110,"3,845",2402,142,218,63,3476,2717,144,314,67,4125,2487,114,228,67,3677,2795,119,314,71,4143,2543,150,241,71,3722,2773,119,321,71,4137,"2,613",166,244,76,"3,770","2,853",122,253,72,"4,421","2,657",119,231,56,"3,845","2,911",105,337,67,"4,493",255,-23,13,-7,369,96%,4%,49%,3%,20%,5%,6%,0%,3%,1%,5%,2%,2%,3%,69%,4%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,6%,2%,100%,NA,NA,NA,NA,NA,68%,4%,6%,2%,100%,NA,NA,NA,NA,NA,69%,4%,6%,2%,100%,NA,NA,NA,NA,NA,69%,3%,0%,5%,100%,NA,NA,NA,NA,NA,0%,-1%,-6%,3%,0%
811,117841,Non-London,Primary,97,3.1,Low,"5,199",3,"5,202","2,659",107,522,279,350,225,162,66,58,70,144,183,"4,825",2720,225,311,52,4304,2717,144,314,67,4125,2978,288,315,72,4691,2795,119,314,71,4143,2951,133,312,86,4354,2773,119,321,71,4137,"3,035",121,362,82,"4,645","2,853",122,253,72,"4,421","3,181",107,350,66,"4,825","2,911",105,337,67,"4,493",461,-118,39,14,521,100%,0%,55%,2%,11%,6%,7%,5%,3%,1%,1%,1%,3%,4%,63%,5%,7%,1%,100%,NA,NA,NA,NA,NA,63%,6%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,7%,2%,100%,NA,NA,NA,NA,NA,65%,3%,8%,2%,100%,NA,NA,NA,NA,NA,66%,2%,5%,1%,100%,NA,NA,NA,NA,NA,3%,-3%,-2%,0%,0%
811,117842,Non-London,Primary,413,3.4,Low,"3,646",86,"3,732","1,917",69,603,253,263,91,80,66,89,79,79,93,"3,682",2126,126,257,38,3184,2717,144,314,67,4125,2420,57,286,54,3321,2795,119,314,71,4143,2519,27,276,65,3443,2773,119,321,71,4137,"2,392",44,259,62,"3,477","2,853",122,253,72,"4,421","2,520",69,263,66,"3,682","2,911",105,337,67,"4,493",394,-57,6,28,498,98%,2%,52%,2%,16%,7%,7%,2%,2%,2%,2%,2%,2%,3%,67%,4%,8%,1%,100%,NA,NA,NA,NA,NA,73%,2%,9%,2%,100%,NA,NA,NA,NA,NA,73%,1%,8%,2%,100%,NA,NA,NA,NA,NA,69%,1%,7%,2%,100%,NA,NA,NA,NA,NA,68%,2%,2%,2%,100%,NA,NA,NA,NA,NA,1%,-2%,-6%,1%,0%
811,117844,Non-London,Primary,274.5,3.5,Low,"3,757",176,"3,933","1,910",162,591,165,239,181,156,88,127,74,95,97,"3,886",2008,217,245,56,3032,2717,144,314,67,4125,2386,265,312,70,3692,2795,119,314,71,4143,2473,222,368,75,4058,2773,119,321,71,4137,"2,368",107,336,61,"3,695","2,853",122,253,72,"4,421","2,501",162,239,88,"3,886","2,911",105,337,67,"4,493",493,-55,-6,32,854,96%,4%,49%,4%,15%,4%,6%,5%,4%,2%,3%,2%,2%,2%,66%,7%,8%,2%,100%,NA,NA,NA,NA,NA,65%,7%,8%,2%,100%,NA,NA,NA,NA,NA,61%,5%,9%,2%,100%,NA,NA,NA,NA,NA,64%,3%,9%,2%,100%,NA,NA,NA,NA,NA,64%,4%,5%,3%,100%,NA,NA,NA,NA,NA,-2%,-3%,-3%,1%,0%
811,117851,Non-London,Primary,166,11.4,Low,"4,512",121,"4,633","1,858",313,789,370,305,178,153,105,209,142,132,124,"4,677",2527,154,257,91,4164,2717,144,314,67,4125,2691,130,226,101,3973,2795,119,314,71,4143,3158,187,291,112,4939,2773,119,321,71,4137,"2,725",147,309,98,"4,434","2,853",122,253,72,"4,421","2,647",313,305,105,"4,677","2,911",105,337,67,"4,493",120,159,48,14,513,97%,3%,40%,7%,17%,8%,7%,4%,3%,2%,4%,3%,3%,3%,61%,4%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,6%,3%,100%,NA,NA,NA,NA,NA,64%,4%,6%,2%,100%,NA,NA,NA,NA,NA,61%,3%,7%,2%,100%,NA,NA,NA,NA,NA,57%,7%,4%,4%,100%,NA,NA,NA,NA,NA,-4%,3%,-2%,2%,0%
811,117852,Non-London,Primary,277,8.1,Low,"3,701",97,"3,798","2,014",82,574,232,292,134,107,63,125,88,75,121,"3,907",2389,77,305,86,3568,2717,144,314,67,4125,2415,94,285,107,3525,2795,119,314,71,4143,2474,73,300,90,3703,2773,119,321,71,4137,"2,631",73,298,72,"3,839","2,853",122,253,72,"4,421","2,588",82,292,63,"3,907","2,911",105,337,67,"4,493",199,5,-13,-23,339,97%,3%,52%,2%,15%,6%,7%,3%,3%,2%,3%,2%,2%,3%,67%,2%,9%,2%,100%,NA,NA,NA,NA,NA,68%,3%,8%,3%,100%,NA,NA,NA,NA,NA,67%,2%,8%,2%,100%,NA,NA,NA,NA,NA,69%,2%,8%,2%,100%,NA,NA,NA,NA,NA,67%,2%,3%,3%,100%,NA,NA,NA,NA,NA,0%,0%,-6%,1%,0%
811,117853,Non-London,Primary,493,13.6,Low,"4,167",87,"4,254","1,970",112,"1,007",170,228,123,106,56,142,76,74,98,"4,162",2602,54,170,59,3439,2717,144,314,67,4125,2640,104,176,56,3551,2795,119,314,71,4143,2825,111,196,72,3833,2773,119,321,71,4137,"2,837",73,201,58,"3,931","2,853",122,253,72,"4,421","2,977",112,228,56,"4,162","2,911",105,337,67,"4,493",375,58,58,-3,723,98%,2%,47%,3%,24%,4%,5%,3%,3%,1%,3%,2%,2%,2%,76%,2%,5%,2%,100%,NA,NA,NA,NA,NA,74%,3%,5%,2%,100%,NA,NA,NA,NA,NA,74%,3%,5%,2%,100%,NA,NA,NA,NA,NA,72%,2%,5%,1%,100%,NA,NA,NA,NA,NA,71%,3%,3%,3%,100%,NA,NA,NA,NA,NA,-5%,1%,-2%,1%,0%
