LA,URN,LONDON/NON-LONDON,MEDIAN,PUPILS,FSM,FSMBAND,GRANTFUNDING,SELFGENERATEDINCOME,TOTALINCOME,TEACHINGSTAFF,SUPPLYTEACHERS,EDUCATIONSUPPORTSTAFF,PREMISES,BACKOFFICE,CATERING,OTHERSTAFF,ENERGY,LEARNINGRESOURCES,ICT,BOUGHTINPROFESSIONALSERVICES,OTHER,TOTALEXPENDITURE,T1112CAT1,T1112CAT2,T1112CAT3,T1112CAT4,T1112CAT5,T1112CAT1LA,T1112CAT2LA,T1112CAT3LA,T1112CAT4LA,T1112CAT5LA,T1213CAT1,T1213CAT2,T1213CAT3,T1213CAT4,T1213CAT5,T1213CAT1LA,T1213CAT2LA,T1213CAT3LA,T1213CAT4LA,T1213CAT5LA,T1314CAT1,T1314CAT2,T1314CAT3,T1314CAT4,T1314CAT5,T1314CAT1LA,T1314CAT2LA,T1314CAT3LA,T1314CAT4LA,T1314CAT5LA,T1415CAT1,T1415CAT2,T1415CAT3,T1415CAT4,T1415CAT5,T1415CAT1LA,T1415CAT2LA,T1415CAT3LA,T1415CAT4LA,T1415CAT5LA,T1516CAT1,T1516CAT2,T1516CAT3,T1516CAT4,T1516CAT5,T1516CAT1LA,T1516CAT2LA,T1516CAT3LA,T1516CAT4LA,T1516CAT5LA,DCAT1,DCAT2,DCAT3,DCAT4,DCAT5,PGRANTFUNDING,PSELFGENERATEDINCOME,PTEACHINGSTAFF,PSUPPLYTEACHERS,PEDUCATIONSUPPORTSTAFF,PPREMISES,PBACKOFFICE,PCATERING,POTHERSTAFF,PENERGY,PLEARNINGRESOURCES,PICT,PBOUGHTINPROFESSIONALSERVICES,POTHER,PT1112CAT1,PT1112CAT2,PT1112CAT3,PT1112CAT4,PT1112CAT5,PT1112CAT1LA,PT1112CAT2LA,PT1112CAT3LA,PT1112CAT4LA,PT1112CAT5LA,PT1213CAT1,PT1213CAT2,PT1213CAT3,PT1213CAT4,PT1213CAT5,PT1213CAT1LA,PT1213CAT2LA,PT1213CAT3LA,PT1213CAT4LA,PT1213CAT5LA,PT1314CAT1,PT1314CAT2,PT1314CAT3,PT1314CAT4,PT1314CAT5,PT1314CAT1LA,PT1314CAT2LA,PT1314CAT3LA,PT1314CAT4LA,PT1314CAT5LA,PT1415CAT1,PT1415CAT2,PT1415CAT3,PT1415CAT4,PT1415CAT5,PT1415CAT1LA,PT1415CAT2LA,PT1415CAT3LA,PT1415CAT4LA,PT1415CAT5LA,PT1516CAT1,PT1516CAT2,PT1516CAT3,PT1516CAT4,PT1516CAT5,PT1516CAT1LA,PT1516CAT2LA,PT1516CAT3LA,PT1516CAT4LA,PT1516CAT5LA,PDCAT1,PDCAT2,PDCAT3,PDCAT4,PDCAT5
811,117854,Non-London,Primary,202,14.9,Low,"3,927",297,"4,223","1,976",96,609,230,221,248,111,73,189,33,61,121,"3,968",2667,54,231,69,3679,2717,144,314,67,4125,2639,75,208,80,3662,2795,119,314,71,4143,2556,68,232,71,3666,2773,119,321,71,4137,"2,603",91,272,78,"3,858","2,853",122,253,72,"4,421","2,585",96,221,73,"3,968","2,911",105,337,67,"4,493",-82,42,-10,4,289,93%,7%,50%,2%,15%,6%,6%,6%,3%,2%,5%,1%,2%,3%,72%,1%,6%,2%,100%,NA,NA,NA,NA,NA,72%,2%,6%,2%,100%,NA,NA,NA,NA,NA,70%,2%,6%,2%,100%,NA,NA,NA,NA,NA,67%,2%,7%,2%,100%,NA,NA,NA,NA,NA,65%,2%,6%,5%,100%,NA,NA,NA,NA,NA,-7%,1%,0%,3%,0%
811,117855,Non-London,Primary,150,8.7,Low,"4,294",260,"4,554","2,213",54,700,268,345,231,100,95,200,79,89,101,"4,474",3177,157,329,132,4609,2717,144,314,67,4125,3071,63,303,97,4280,2795,119,314,71,4143,3231,43,311,103,4586,2773,119,321,71,4137,SUPP,129,392,95,"4,992","2,853",122,253,72,"4,421","2,913",54,345,95,"4,474","2,911",105,337,67,"4,493",-264,-103,16,-37,-135,94%,6%,49%,1%,16%,6%,8%,5%,2%,2%,4%,2%,2%,2%,69%,3%,7%,3%,100%,NA,NA,NA,NA,NA,72%,1%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,1%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,8%,2%,100%,NA,NA,NA,NA,NA,65%,1%,5%,4%,100%,NA,NA,NA,NA,NA,-4%,-2%,-2%,1%,0%
811,117858,Non-London,Primary,262,9.2,Low,"3,979",686,"4,665","2,264",63,612,207,214,564,124,64,179,86,102,109,"4,588",2575,194,196,66,3623,2717,144,314,67,4125,2542,103,205,57,3599,2795,119,314,71,4143,2674,99,218,68,3824,2773,119,321,71,4137,"2,746",105,230,76,"3,883","2,853",122,253,72,"4,421","2,876",63,214,64,"4,588","2,911",105,337,67,"4,493",301,-131,18,-2,965,85%,15%,49%,1%,13%,5%,5%,12%,3%,1%,4%,2%,2%,2%,71%,5%,5%,2%,100%,NA,NA,NA,NA,NA,71%,3%,6%,2%,100%,NA,NA,NA,NA,NA,70%,3%,6%,2%,100%,NA,NA,NA,NA,NA,71%,3%,6%,2%,100%,NA,NA,NA,NA,NA,62%,1%,12%,4%,100%,NA,NA,NA,NA,NA,-9%,-4%,7%,2%,0%
811,117859,Non-London,Primary,93.5,3.5,Low,"5,050",595,"5,644","2,264",129,836,469,478,168,384,73,267,167,209,53,"5,497",3110,200,564,87,5018,2717,144,314,67,4125,2999,122,546,77,4804,2795,119,314,71,4143,2828,133,515,96,4690,2773,119,321,71,4137,"2,928",28,564,73,"5,140","2,853",122,253,72,"4,421","3,100",129,478,73,"5,497","2,911",105,337,67,"4,493",-10,-71,-86,-14,479,89%,11%,41%,2%,15%,9%,9%,3%,7%,1%,5%,3%,4%,1%,62%,4%,11%,2%,100%,NA,NA,NA,NA,NA,62%,3%,11%,2%,100%,NA,NA,NA,NA,NA,60%,3%,11%,2%,100%,NA,NA,NA,NA,NA,57%,1%,11%,1%,100%,NA,NA,NA,NA,NA,56%,2%,3%,5%,100%,NA,NA,NA,NA,NA,-6%,-2%,-8%,3%,0%
811,117860,Non-London,Primary,101,11.9,Low,"5,456",99,"5,555","2,092",91,"1,207",600,385,231,192,102,247,34,78,164,"5,424",3035,180,349,169,4810,2717,144,314,67,4125,3124,127,372,123,4838,2795,119,314,71,4143,3396,118,408,124,5432,2773,119,321,71,4137,"3,336",156,413,100,"5,456","2,853",122,253,72,"4,421","3,299",91,385,102,"5,424","2,911",105,337,67,"4,493",264,-89,36,-67,614,98%,2%,39%,2%,22%,11%,7%,4%,4%,2%,5%,1%,1%,3%,63%,4%,7%,4%,100%,NA,NA,NA,NA,NA,65%,3%,8%,3%,100%,NA,NA,NA,NA,NA,63%,2%,8%,2%,100%,NA,NA,NA,NA,NA,61%,3%,8%,2%,100%,NA,NA,NA,NA,NA,61%,2%,4%,5%,100%,NA,NA,NA,NA,NA,-2%,-2%,-3%,1%,0%
811,117861,Non-London,Primary,68.5,4.7,Low,"5,738",197,"5,936","3,061",31,"1,107",306,414,153,233,65,248,56,232,59,"5,966",3776,164,364,62,5179,2717,144,314,67,4125,3671,253,358,65,5270,2795,119,314,71,4143,4312,76,385,62,6096,2773,119,321,71,4137,"3,965",137,383,61,"5,815","2,853",122,253,72,"4,421","4,168",31,414,65,"5,966","2,911",105,337,67,"4,493",392,-133,50,3,787,97%,3%,51%,1%,19%,5%,7%,3%,4%,1%,4%,1%,4%,1%,73%,3%,7%,1%,100%,NA,NA,NA,NA,NA,70%,5%,7%,1%,100%,NA,NA,NA,NA,NA,SUPP,1%,6%,1%,100%,NA,NA,NA,NA,NA,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,4%,100%,NA,NA,NA,NA,NA,-3%,-2%,-4%,3%,0%
811,117862,Non-London,Primary,69,4.5,Low,"5,560",393,"5,953","2,366",261,698,289,654,152,213,60,95,100,128,114,"5,132",3696,125,603,82,5387,2717,144,314,67,4125,3776,115,650,100,5525,2795,119,314,71,4143,3430,78,655,60,5248,2773,119,321,71,4137,"3,031",270,660,68,"5,159","2,853",122,253,72,"4,421","3,064",261,654,60,"5,132","2,911",105,337,67,"4,493",-632,136,51,-22,-255,93%,7%,46%,5%,14%,6%,13%,3%,4%,1%,2%,2%,2%,2%,69%,2%,11%,2%,100%,NA,NA,NA,NA,NA,68%,2%,12%,2%,100%,NA,NA,NA,NA,NA,65%,1%,12%,1%,100%,NA,NA,NA,NA,NA,59%,5%,13%,1%,100%,NA,NA,NA,NA,NA,60%,5%,3%,2%,100%,NA,NA,NA,NA,NA,-9%,3%,-8%,0%,0%
811,117863,Non-London,Primary,235,7.7,Low,"3,683",325,"4,009","2,018",113,379,292,298,148,84,62,143,66,135,144,"3,883",2513,123,268,77,3808,2717,144,314,67,4125,2539,172,278,91,3867,2795,119,314,71,4143,2565,150,289,87,3934,2773,119,321,71,4137,"2,608",166,317,80,"4,037","2,853",122,253,72,"4,421","2,397",113,298,62,"3,883","2,911",105,337,67,"4,493",-116,-10,30,-15,75,92%,8%,52%,3%,10%,8%,8%,4%,2%,2%,4%,2%,3%,4%,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,66%,4%,7%,2%,100%,NA,NA,NA,NA,NA,65%,4%,7%,2%,100%,NA,NA,NA,NA,NA,65%,4%,8%,2%,100%,NA,NA,NA,NA,NA,62%,3%,4%,4%,100%,NA,NA,NA,NA,NA,-4%,0%,-3%,2%,0%
811,117864,Non-London,Primary,197,10.2,Low,"4,283",67,"4,350","2,180",41,917,195,291,142,143,46,191,104,73,113,"4,435",2308,257,250,45,3855,2717,144,314,67,4125,2459,151,233,42,3466,2795,119,314,71,4143,2707,78,365,49,4100,2773,119,321,71,4137,"2,933",73,311,43,"4,318","2,853",122,253,72,"4,421","3,097",41,291,46,"4,435","2,911",105,337,67,"4,493",789,-216,41,1,580,98%,2%,49%,1%,21%,4%,7%,3%,3%,1%,4%,2%,2%,3%,60%,7%,6%,1%,100%,NA,NA,NA,NA,NA,71%,4%,7%,1%,100%,NA,NA,NA,NA,NA,66%,2%,9%,1%,100%,NA,NA,NA,NA,NA,68%,2%,7%,1%,100%,NA,NA,NA,NA,NA,70%,1%,3%,4%,100%,NA,NA,NA,NA,NA,10%,-6%,-3%,3%,0%
811,117865,Non-London,Primary,246,1.6,Low,"4,101",419,"4,520","1,956",128,611,296,389,126,308,101,105,61,64,125,"4,269",2568,126,287,156,3855,2717,144,314,67,4125,2640,97,313,146,3867,2795,119,314,71,4143,2523,125,393,146,4023,2773,119,321,71,4137,"2,503",122,424,145,"4,143","2,853",122,253,72,"4,421","2,567",128,389,101,"4,269","2,911",105,337,67,"4,493",-1,2,102,-55,414,91%,9%,46%,3%,14%,7%,9%,3%,7%,2%,2%,1%,1%,3%,67%,3%,7%,4%,100%,NA,NA,NA,NA,NA,68%,2%,8%,4%,100%,NA,NA,NA,NA,NA,63%,3%,10%,4%,100%,NA,NA,NA,NA,NA,60%,3%,10%,3%,100%,NA,NA,NA,NA,NA,60%,3%,3%,2%,100%,NA,NA,NA,NA,NA,-7%,0%,-4%,-2%,0%
811,117866,Non-London,Primary,264,3.4,Low,"3,888",216,"4,103","1,903",80,623,206,226,148,110,40,131,54,74,113,"3,709",2262,128,191,41,3365,2717,144,314,67,4125,2379,131,208,37,3482,2795,119,314,71,4143,2435,85,206,41,3484,2773,119,321,71,4137,"2,458",65,224,34,"3,612","2,853",122,253,72,"4,421","2,526",80,226,40,"3,709","2,911",105,337,67,"4,493",264,-48,35,-1,344,95%,5%,51%,2%,17%,6%,6%,4%,3%,1%,4%,1%,2%,3%,67%,4%,6%,1%,100%,NA,NA,NA,NA,NA,68%,4%,6%,1%,100%,NA,NA,NA,NA,NA,70%,2%,6%,1%,100%,NA,NA,NA,NA,NA,68%,2%,6%,1%,100%,NA,NA,NA,NA,NA,68%,2%,4%,4%,100%,NA,NA,NA,NA,NA,1%,-2%,-2%,3%,0%
811,117867,Non-London,Primary,114,17.3,Low,"5,047",193,"5,240","2,033",20,"1,165",349,432,175,143,70,171,87,146,56,"4,846",2714,175,379,89,4876,2717,144,314,67,4125,2810,135,393,50,4528,2795,119,314,71,4143,2799,67,417,75,4438,2773,119,321,71,4137,"3,132",131,472,55,"5,002","2,853",122,253,72,"4,421","3,198",20,432,70,"4,846","2,911",105,337,67,"4,493",484,-155,53,-19,-30,96%,4%,42%,0%,24%,7%,9%,4%,3%,1%,4%,2%,3%,1%,56%,4%,8%,2%,100%,NA,NA,NA,NA,NA,62%,3%,9%,1%,100%,NA,NA,NA,NA,NA,63%,2%,9%,2%,100%,NA,NA,NA,NA,NA,63%,3%,9%,1%,100%,NA,NA,NA,NA,NA,66%,0%,4%,4%,100%,NA,NA,NA,NA,NA,10%,-4%,-4%,2%,0%
811,117868,Non-London,Primary,358,2.2,Low,"3,775",251,"4,026","1,636",188,907,233,288,117,183,35,168,12,56,132,"3,954",2407,95,268,46,3399,2717,144,314,67,4125,2364,87,279,51,3332,2795,119,314,71,4143,2269,128,279,41,3459,2773,119,321,71,4137,"2,402",181,288,56,"3,884","2,853",122,253,72,"4,421","2,543",188,288,35,"3,954","2,911",105,337,67,"4,493",136,93,20,-11,555,94%,6%,41%,5%,23%,6%,7%,3%,5%,1%,4%,0%,1%,3%,71%,3%,8%,1%,100%,NA,NA,NA,NA,NA,71%,3%,8%,2%,100%,NA,NA,NA,NA,NA,66%,4%,8%,1%,100%,NA,NA,NA,NA,NA,62%,5%,7%,1%,100%,NA,NA,NA,NA,NA,64%,5%,3%,4%,100%,NA,NA,NA,NA,NA,-7%,2%,-5%,3%,0%
811,117872,Non-London,Primary,162,4.3,Low,"4,570",64,"4,633","2,331",135,712,264,208,172,139,83,94,101,108,94,"4,443",2489,123,188,62,3635,2717,144,314,67,4125,2792,108,201,88,4088,2795,119,314,71,4143,2947,118,239,94,4075,2773,119,321,71,4137,"2,956",180,254,83,"4,379","2,853",122,253,72,"4,421","3,043",135,208,83,"4,443","2,911",105,337,67,"4,493",554,12,20,21,808,99%,1%,52%,3%,16%,6%,5%,4%,3%,2%,2%,2%,2%,2%,68%,3%,5%,2%,100%,NA,NA,NA,NA,NA,68%,3%,5%,2%,100%,NA,NA,NA,NA,NA,72%,3%,6%,2%,100%,NA,NA,NA,NA,NA,68%,4%,6%,2%,100%,NA,NA,NA,NA,NA,68%,3%,4%,2%,100%,NA,NA,NA,NA,NA,0%,0%,-1%,0%,0%
811,117873,Non-London,Primary,142,3.6,Low,"4,425",166,"4,592","1,900",206,861,282,329,175,273,76,158,51,90,98,"4,499",2958,151,272,90,4154,2717,144,314,67,4125,3029,193,277,85,4306,2795,119,314,71,4143,2740,195,296,109,4311,2773,119,321,71,4137,"2,833",135,365,90,"4,479","2,853",122,253,72,"4,421","2,761",206,329,76,"4,499","2,911",105,337,67,"4,493",-197,55,57,-14,345,96%,4%,42%,5%,19%,6%,7%,4%,6%,2%,4%,1%,2%,2%,71%,4%,7%,2%,100%,NA,NA,NA,NA,NA,70%,4%,6%,2%,100%,NA,NA,NA,NA,NA,64%,5%,7%,3%,100%,NA,NA,NA,NA,NA,63%,3%,8%,2%,100%,NA,NA,NA,NA,NA,61%,5%,4%,4%,100%,NA,NA,NA,NA,NA,-10%,1%,-3%,2%,0%
811,117874,Non-London,Primary,332,13.6,Low,"4,348",237,"4,585","1,856",177,936,270,288,124,199,51,183,85,105,127,"4,402",2432,181,307,47,3586,2717,144,314,67,4125,2523,130,300,47,3626,2795,119,314,71,4143,2699,170,340,56,4180,2773,119,321,71,4137,"2,620",186,321,51,"4,144","2,853",122,253,72,"4,421","2,792",177,288,51,"4,402","2,911",105,337,67,"4,493",360,-4,-19,4,816,95%,5%,42%,4%,21%,6%,7%,3%,5%,1%,4%,2%,2%,3%,68%,5%,9%,1%,100%,NA,NA,NA,NA,NA,70%,4%,8%,1%,100%,NA,NA,NA,NA,NA,65%,4%,8%,1%,100%,NA,NA,NA,NA,NA,63%,4%,8%,1%,100%,NA,NA,NA,NA,NA,63%,4%,3%,4%,100%,NA,NA,NA,NA,NA,-5%,-1%,-6%,3%,0%
811,117875,Non-London,Primary,230.5,23.1,Medium,"4,495",304,"4,800","2,037",119,829,212,391,328,144,61,151,109,107,89,"4,576",2522,118,333,64,4102,2717,144,314,67,4125,2705,119,337,74,3988,3325,159,388,102,4927,2614,119,375,77,3962,2773,119,321,71,4137,"2,778",93,391,75,"4,130","2,853",122,253,72,"4,421","2,866",119,391,61,"4,576","3,181",132,369,69,"4,930",344,1,58,-3,474,94%,6%,45%,3%,18%,5%,9%,7%,3%,1%,3%,2%,2%,2%,61%,3%,8%,2%,100%,NA,NA,NA,NA,NA,68%,3%,8%,2%,100%,NA,NA,NA,NA,NA,66%,3%,9%,2%,100%,NA,NA,NA,NA,NA,67%,2%,9%,2%,100%,NA,NA,NA,NA,NA,63%,3%,7%,3%,100%,NA,NA,NA,NA,NA,2%,0%,-1%,1%,0%
811,117878,Non-London,Primary,140,10.7,Low,"4,121",53,"4,174","1,931",259,654,253,296,153,136,59,140,67,115,105,"4,166",2543,195,252,86,3892,2717,144,314,67,4125,2584,266,279,90,4114,2795,119,314,71,4143,2626,164,297,97,3982,2773,119,321,71,4137,"2,614",134,284,82,"3,939","2,853",122,253,72,"4,421","2,585",259,296,59,"4,166","2,911",105,337,67,"4,493",42,64,44,-27,274,99%,1%,46%,6%,16%,6%,7%,4%,3%,1%,3%,2%,3%,3%,65%,5%,6%,2%,100%,NA,NA,NA,NA,NA,63%,6%,7%,2%,100%,NA,NA,NA,NA,NA,66%,4%,7%,2%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,62%,6%,4%,3%,100%,NA,NA,NA,NA,NA,-3%,1%,-2%,1%,0%
811,117881,Non-London,Primary,496,2.6,Low,"3,513",173,"3,685","1,901",62,651,152,206,114,97,42,132,73,127,77,"3,633",2476,127,171,48,3371,2717,144,314,67,4125,2469,88,166,56,3277,2795,119,314,71,4143,2452,77,169,56,3358,2773,119,321,71,4137,"2,522",70,186,47,"3,463","2,853",122,253,72,"4,421","2,552",62,206,42,"3,633","2,911",105,337,67,"4,493",76,-65,35,-6,262,95%,5%,52%,2%,18%,4%,6%,3%,3%,1%,4%,2%,3%,2%,73%,4%,5%,1%,100%,NA,NA,NA,NA,NA,75%,3%,5%,2%,100%,NA,NA,NA,NA,NA,73%,2%,5%,2%,100%,NA,NA,NA,NA,NA,73%,2%,5%,1%,100%,NA,NA,NA,NA,NA,70%,2%,3%,4%,100%,NA,NA,NA,NA,NA,-3%,-2%,-2%,3%,0%
811,117882,Non-London,Primary,57.5,32.7,Medium,"7,052",323,"7,374","3,329",184,"1,158",465,442,503,161,114,113,66,242,79,"6,856",4050,195,368,126,5876,2717,144,314,67,4125,3849,553,534,159,6607,3325,159,388,102,4927,4288,265,524,124,6518,3225,132,326,70,4746,"4,643",258,548,133,"7,141","3,162",113,289,77,"4,729","4,487",184,442,114,"6,856","3,181",132,369,69,"4,930",437,-11,74,-12,980,96%,4%,49%,3%,17%,7%,6%,7%,2%,2%,2%,1%,4%,1%,69%,3%,6%,2%,100%,NA,NA,NA,NA,NA,58%,8%,8%,2%,100%,NA,NA,NA,NA,NA,SUPP,4%,8%,2%,100%,NA,NA,NA,NA,NA,65%,4%,8%,2%,100%,NA,NA,NA,NA,NA,66%,3%,7%,2%,100%,NA,NA,NA,NA,NA,-3%,0%,1%,0%,0%
811,117883,Non-London,Primary,423,5,Low,"3,664",46,"3,709","1,729",89,509,190,193,97,98,44,108,87,116,156,"3,416",2234,87,163,46,3257,2717,144,314,67,4125,2307,98,160,56,3320,2795,119,314,71,4143,2235,72,178,57,3298,2773,119,321,71,4137,"2,162",110,190,52,"3,538","2,853",122,253,72,"4,421","2,238",89,193,44,"3,416","2,911",105,337,67,"4,493",4,2,30,-2,159,99%,1%,51%,3%,15%,6%,6%,3%,3%,1%,3%,3%,3%,5%,69%,3%,5%,1%,100%,NA,NA,NA,NA,NA,69%,3%,5%,2%,100%,NA,NA,NA,NA,NA,68%,2%,5%,2%,100%,NA,NA,NA,NA,NA,61%,3%,5%,1%,100%,NA,NA,NA,NA,NA,66%,3%,3%,3%,100%,NA,NA,NA,NA,NA,-3%,0%,-2%,2%,0%
811,117885,Non-London,Primary,206,9.2,Low,"4,277",122,"4,398","1,949",128,815,242,295,134,204,44,112,38,75,80,"4,115",2520,179,276,46,3976,2717,144,314,67,4125,2708,180,282,57,3900,2795,119,314,71,4143,2533,208,272,54,3884,2773,119,321,71,4137,"2,568",157,278,53,"3,890","2,853",122,253,72,"4,421","2,764",128,295,44,"4,115","2,911",105,337,67,"4,493",244,-51,19,-2,139,97%,3%,47%,3%,20%,6%,7%,3%,5%,1%,3%,1%,2%,2%,63%,5%,7%,1%,100%,NA,NA,NA,NA,NA,69%,5%,7%,1%,100%,NA,NA,NA,NA,NA,65%,5%,7%,1%,100%,NA,NA,NA,NA,NA,66%,4%,7%,1%,100%,NA,NA,NA,NA,NA,67%,3%,3%,3%,100%,NA,NA,NA,NA,NA,4%,-2%,-4%,2%,0%
811,117886,Non-London,Primary,414,14.7,Low,"4,250",83,"4,333","1,765",18,948,1,916,1,175,0,142,63,75,128,"4,233",2474,28,461,0,3427,2717,144,314,67,4125,2448,64,468,0,3495,2795,119,314,71,4143,2452,26,752,0,3781,2773,119,321,71,4137,"2,608",25,883,0,"4,168","2,853",122,253,72,"4,421","2,713",18,916,0,"4,233","2,911",105,337,67,"4,493",239,-10,455,0,806,98%,2%,42%,0%,22%,0%,22%,0%,4%,0%,3%,1%,2%,3%,72%,1%,13%,0%,100%,NA,NA,NA,NA,NA,70%,2%,13%,0%,100%,NA,NA,NA,NA,NA,65%,1%,20%,0%,100%,NA,NA,NA,NA,NA,63%,1%,21%,0%,100%,NA,NA,NA,NA,NA,64%,0%,0%,3%,100%,NA,NA,NA,NA,NA,-8%,-1%,-13%,3%,0%
811,117888,Non-London,Primary,376,4.8,Low,"3,777",69,"3,845","1,986",63,700,129,255,61,78,33,128,53,85,112,"3,681",2632,65,194,35,3494,2717,144,314,67,4125,2472,157,210,33,3399,2795,119,314,71,4143,2484,-19,240,35,3339,2773,119,321,71,4137,"2,554",104,277,37,"3,644","2,853",122,253,72,"4,421","2,686",63,255,33,"3,681","2,911",105,337,67,"4,493",54,-2,61,-2,187,98%,2%,54%,2%,19%,4%,7%,2%,2%,1%,3%,1%,2%,3%,75%,2%,6%,1%,100%,NA,NA,NA,NA,NA,73%,5%,6%,1%,100%,NA,NA,NA,NA,NA,74%,-1%,7%,1%,100%,NA,NA,NA,NA,NA,70%,3%,8%,1%,100%,NA,NA,NA,NA,NA,73%,2%,2%,3%,100%,NA,NA,NA,NA,NA,-2%,0%,-4%,2%,0%
811,117889,Non-London,Primary,432,2.3,Low,"3,572",668,"4,240","2,009",127,777,207,284,98,125,44,187,17,98,112,"4,085",2383,141,217,43,3473,2717,144,314,67,4125,2468,118,239,50,3625,2795,119,314,71,4143,2608,125,273,51,4014,2773,119,321,71,4137,"2,665",126,278,51,"3,907","2,853",122,253,72,"4,421","2,786",127,284,44,"4,085","2,911",105,337,67,"4,493",403,-14,67,1,612,84%,16%,49%,3%,19%,5%,7%,2%,3%,1%,5%,0%,2%,3%,69%,4%,6%,1%,100%,NA,NA,NA,NA,NA,68%,3%,7%,1%,100%,NA,NA,NA,NA,NA,65%,3%,7%,1%,100%,NA,NA,NA,NA,NA,68%,3%,7%,1%,100%,NA,NA,NA,NA,NA,68%,3%,2%,5%,100%,NA,NA,NA,NA,NA,-1%,-1%,-4%,4%,0%
811,117891,Non-London,Primary,279,3.6,Low,"3,809",443,"4,252","1,912",130,489,407,364,112,221,46,164,40,76,110,"4,071",2230,108,247,45,3232,2717,144,314,67,4125,2212,71,249,46,3309,2795,119,314,71,4143,2245,141,249,43,3546,2773,119,321,71,4137,"2,334",253,302,52,"4,063","2,853",122,253,72,"4,421","2,401",130,364,46,"4,071","2,911",105,337,67,"4,493",171,22,117,1,839,90%,10%,47%,3%,12%,10%,9%,3%,5%,1%,4%,1%,2%,3%,69%,3%,8%,1%,100%,NA,NA,NA,NA,NA,67%,2%,8%,1%,100%,NA,NA,NA,NA,NA,63%,4%,7%,1%,100%,NA,NA,NA,NA,NA,57%,6%,7%,1%,100%,NA,NA,NA,NA,NA,59%,3%,3%,4%,100%,NA,NA,NA,NA,NA,-10%,0%,-5%,3%,0%
811,117892,Non-London,Primary,115,4.3,Low,"4,835",88,"4,923",SUPP,96,SUPP,263,470,252,113,86,177,134,301,191,"4,946",2769,292,457,89,4735,2717,144,314,67,4125,2803,194,412,82,4296,2795,119,314,71,4143,2957,195,453,94,4786,2773,119,321,71,4137,SUPP,-59,456,89,"4,531","2,853",122,253,72,"4,421",SUPP,96,470,86,"4,946","2,911",105,337,67,"4,493",SUPP,-196,13,-3,211,98%,2%,40%,2%,18%,5%,10%,5%,2%,2%,4%,3%,6%,4%,58%,6%,10%,2%,100%,NA,NA,NA,NA,NA,65%,5%,10%,2%,100%,NA,NA,NA,NA,NA,62%,4%,9%,2%,100%,NA,NA,NA,NA,NA,SUPP,-1%,10%,2%,100%,NA,NA,NA,NA,NA,SUPP,2%,5%,4%,100%,NA,NA,NA,NA,NA,SUPP,-4%,-5%,2%,0%
811,117893,Non-London,Primary,52,16.3,Low,"7,253",188,"7,442","3,856",131,849,391,663,144,250,123,235,101,131,92,"6,965",3840,172,481,105,5604,3314,174,317,84,4855,4204,146,447,116,6127,2795,119,314,71,4143,3861,161,472,115,5504,2773,119,321,71,4137,"3,716",143,506,106,"5,539","2,853",122,253,72,"4,421","4,705",131,663,123,"6,965","2,911",105,337,67,"4,493",865,-41,182,18,1361,97%,3%,55%,2%,12%,6%,10%,2%,4%,2%,3%,1%,2%,1%,69%,3%,9%,2%,100%,NA,NA,NA,NA,NA,69%,2%,7%,2%,100%,NA,NA,NA,NA,NA,SUPP,3%,9%,2%,100%,NA,NA,NA,NA,NA,67%,3%,9%,2%,100%,NA,NA,NA,NA,NA,67%,2%,2%,3%,100%,NA,NA,NA,NA,NA,-2%,-1%,-7%,1%,0%
811,117894,Non-London,Primary,332.5,7.9,Low,"3,705",292,"3,997","2,050",83,771,168,225,160,113,51,155,46,61,85,"3,969",2577,106,167,39,3353,2717,144,314,67,4125,2499,82,187,37,3319,2795,119,314,71,4143,2513,56,181,45,3398,2773,119,321,71,4137,"2,660",48,213,37,"3,718","2,853",122,253,72,"4,421","2,821",83,225,51,"3,969","2,911",105,337,67,"4,493",244,-23,58,12,616,93%,7%,52%,2%,19%,4%,6%,4%,3%,1%,4%,1%,2%,2%,77%,3%,5%,1%,100%,NA,NA,NA,NA,NA,75%,2%,6%,1%,100%,NA,NA,NA,NA,NA,74%,2%,5%,1%,100%,NA,NA,NA,NA,NA,72%,1%,6%,1%,100%,NA,NA,NA,NA,NA,71%,2%,4%,4%,100%,NA,NA,NA,NA,NA,-6%,-1%,-1%,3%,0%
